nuts_id,2013_0-4_male,2013_0-4_female,2013_5-9_male,2013_5-9_female,2013_10-14_male,2013_10-14_female,2013_15-19_male,2013_15-19_female,2013_20-24_male,2013_20-24_female,2013_25-29_male,2013_25-29_female,2013_30-34_male,2013_30-34_female,2013_35-39_male,2013_35-39_female,2013_40-44_male,2013_40-44_female,2013_45-49_male,2013_45-49_female,2013_50-54_male,2013_50-54_female,2013_55-59_male,2013_55-59_female,2013_60-64_male,2013_60-64_female,2013_65-69_male,2013_65-69_female,2013_70-74_male,2013_70-74_female,2013_75-79_male,2013_75-79_female,2013_80-84_male,2013_80-84_female,2013_85+_male,2013_85+_female,2015_0-4_male,2015_0-4_female,2015_5-9_male,2015_5-9_female,2015_10-14_male,2015_10-14_female,2015_15-19_male,2015_15-19_female,2015_20-24_male,2015_20-24_female,2015_25-29_male,2015_25-29_female,2015_30-34_male,2015_30-34_female,2015_35-39_male,2015_35-39_female,2015_40-44_male,2015_40-44_female,2015_45-49_male,2015_45-49_female,2015_50-54_male,2015_50-54_female,2015_55-59_male,2015_55-59_female,2015_60-64_male,2015_60-64_female,2015_65-69_male,2015_65-69_female,2015_70-74_male,2015_70-74_female,2015_75-79_male,2015_75-79_female,2015_80-84_male,2015_80-84_female,2015_85+_male,2015_85+_female,2018_0-4_male,2018_0-4_female,2018_5-9_male,2018_5-9_female,2018_10-14_male,2018_10-14_female,2018_15-19_male,2018_15-19_female,2018_20-24_male,2018_20-24_female,2018_25-29_male,2018_25-29_female,2018_30-34_male,2018_30-34_female,2018_35-39_male,2018_35-39_female,2018_40-44_male,2018_40-44_female,2018_45-49_male,2018_45-49_female,2018_50-54_male,2018_50-54_female,2018_55-59_male,2018_55-59_female,2018_60-64_male,2018_60-64_female,2018_65-69_male,2018_65-69_female,2018_70-74_male,2018_70-74_female,2018_75-79_male,2018_75-79_female,2018_80-84_male,2018_80-84_female,2018_85+_male,2018_85+_female,2020_0-4_male,2020_0-4_female,2020_5-9_male,2020_5-9_female,2020_10-14_male,2020_10-14_female,2020_15-19_male,2020_15-19_female,2020_20-24_male,2020_20-24_female,2020_25-29_male,2020_25-29_female,2020_30-34_male,2020_30-34_female,2020_35-39_male,2020_35-39_female,2020_40-44_male,2020_40-44_female,2020_45-49_male,2020_45-49_female,2020_50-54_male,2020_50-54_female,2020_55-59_male,2020_55-59_female,2020_60-64_male,2020_60-64_female,2020_65-69_male,2020_65-69_female,2020_70-74_male,2020_70-74_female,2020_75-79_male,2020_75-79_female,2020_80-84_male,2020_80-84_female,2020_85+_male,2020_85+_female,2023_0-4_male,2023_0-4_female,2023_5-9_male,2023_5-9_female,2023_10-14_male,2023_10-14_female,2023_15-19_male,2023_15-19_female,2023_20-24_male,2023_20-24_female,2023_25-29_male,2023_25-29_female,2023_30-34_male,2023_30-34_female,2023_35-39_male,2023_35-39_female,2023_40-44_male,2023_40-44_female,2023_45-49_male,2023_45-49_female,2023_50-54_male,2023_50-54_female,2023_55-59_male,2023_55-59_female,2023_60-64_male,2023_60-64_female,2023_65-69_male,2023_65-69_female,2023_70-74_male,2023_70-74_female,2023_75-79_male,2023_75-79_female,2023_80-84_male,2023_80-84_female,2023_85+_male,2023_85+_female
FRI2,2.5143,2.41,2.6705,2.536,2.7371,2.6137,2.7239,2.5048,2.671,2.5007,2.4119,2.4013,2.6198,2.5884,2.8008,2.8619,3.2979,3.2561,3.3224,3.4119,3.393,3.4927,3.4778,3.6432,3.705,3.8626,2.8598,3.1148,2.0511,2.4177,1.9868,2.6199,1.6267,2.5257,1.3577,3.0112,2.3888,2.3166,2.7061,2.6157,2.7756,2.5964,2.7508,2.6052,2.5372,2.3731,2.4122,2.4027,2.5647,2.579,2.642,2.6675,3.2126,3.2397,3.308,3.3283,3.3868,3.5168,3.4679,3.6295,3.5955,3.7791,3.3508,3.6124,2.1,2.4186,1.9159,2.5175,1.6524,2.4706,1.3972,3.1665,2.2296,2.1581,2.633,2.5626,2.7424,2.6083,2.9555,2.7564,2.4133,2.3124,2.3099,2.3016,2.3989,2.5038,2.7035,2.7252,2.8626,2.9385,3.3158,3.3187,3.3842,3.448,3.3988,3.5808,3.4649,3.7667,3.6441,3.9052,2.6896,3.0786,1.7941,2.2852,1.5642,2.3258,1.545,3.3747,2.1988,2.095,2.557,2.453,2.7431,2.6561,2.9205,2.6643,2.5641,2.4991,2.2904,2.2138,2.4349,2.4823,2.6797,2.711,2.7022,2.7697,3.2462,3.282,3.3537,3.3662,3.4127,3.5644,3.4459,3.7272,3.508,3.8244,3.1518,3.5604,1.8489,2.304,1.5309,2.2381,1.5911,3.4094,2.1137,1.9965,2.4524,2.3082,2.7361,2.6433,2.8772,2.6496,2.6359,2.4535,2.3647,2.2848,2.5232,2.458,2.6337,2.6895,2.8037,2.8312,2.9435,2.9789,3.3373,3.381,3.3954,3.5442,3.4215,3.6657,3.426,3.766,3.3709,3.7968,2.3767,2.8712,1.4082,2.0033,1.5619,3.2964
FRI3,2.7246,2.5815,2.9086,2.7412,2.9967,2.8594,2.7853,2.6245,2.6634,2.5358,2.5481,2.5276,2.7141,2.7549,2.8533,2.9132,3.3105,3.36,3.3461,3.4414,3.3409,3.4554,3.3753,3.6258,3.515,3.7415,2.8003,3.0641,2.0061,2.2966,1.8778,2.3646,1.4508,2.165,1.2177,2.5132,2.6123,2.4873,2.9208,2.7679,3.0139,2.8737,2.9291,2.729,2.4889,2.3558,2.4892,2.475,2.6716,2.7683,2.6593,2.74,3.2799,3.327,3.288,3.3839,3.3201,3.4375,3.3398,3.57,3.4363,3.7236,3.226,3.4993,2.0677,2.3532,1.8501,2.2994,1.4896,2.1528,1.3009,2.6727,2.3619,2.3174,2.8645,2.7222,3.0033,2.8231,2.9941,2.7968,2.4777,2.3062,2.3772,2.3553,2.5421,2.617,2.7872,2.8939,2.8981,3.0133,3.3222,3.3903,3.2771,3.4343,3.275,3.4825,3.3896,3.7229,3.4236,3.7583,2.6004,2.928,1.759,2.1501,1.5036,2.0777,1.4264,2.9276,2.2714,2.2432,2.781,2.6455,3.0355,2.8392,3.0469,2.8014,2.5796,2.3757,2.3023,2.2679,2.5302,2.5903,2.7655,2.9054,2.7436,2.8425,3.2979,3.3834,3.2478,3.3822,3.287,3.5032,3.325,3.6546,3.37,3.7443,2.9819,3.3701,1.8076,2.1941,1.4823,2.022,1.4573,2.9223,2.1906,2.1029,2.5879,2.4977,2.9814,2.8193,3.0489,2.7214,2.7223,2.4055,2.3278,2.2649,2.5,2.5406,2.7243,2.7732,2.88,2.9983,2.973,3.0847,3.325,3.4151,3.2969,3.506,3.3167,3.5779,3.3246,3.7152,3.1734,3.6567,2.2844,2.7254,1.3806,1.8644,1.4523,2.8406
FRJ1,2.8394,2.7092,2.9446,2.8029,3.0785,2.9133,2.9569,2.8274,2.8655,2.8752,2.6379,2.7381,2.7565,2.9429,2.8388,3.0129,3.3284,3.4877,3.3334,3.5376,3.1561,3.4465,3.0796,3.3527,3.2614,3.5876,2.809,3.1479,2.0056,2.2721,1.7065,2.1629,1.3362,1.9808,1.0354,2.2324,2.7468,2.6437,2.9766,2.8302,3.0421,2.8754,2.9905,2.8478,2.784,2.7575,2.6393,2.7576,2.7376,2.9305,2.7394,2.9139,3.1995,3.3788,3.2874,3.4526,3.2122,3.4532,3.0569,3.3574,3.1901,3.4907,3.0748,3.4817,2.1376,2.4355,1.6743,2.1049,1.3659,1.9662,1.1261,2.3411,2.6307,2.5023,2.9447,2.8265,2.9845,2.8672,3.0377,2.8891,2.6817,2.6218,2.5389,2.63,2.6503,2.8579,2.8544,3.064,2.8826,3.0428,3.2695,3.4446,3.2516,3.4783,3.0646,3.3934,3.063,3.396,3.2133,3.6024,2.5894,3.0091,1.7221,2.0679,1.3064,1.8457,1.2472,2.5283,2.5272,2.4009,2.8616,2.7705,3.0391,2.8859,3.032,2.8687,2.7605,2.6847,2.4785,2.5291,2.638,2.8308,2.8088,3.0391,2.7877,2.9819,3.1793,3.3722,3.2222,3.43,3.1301,3.4331,3.0298,3.4342,3.0999,3.4746,2.8564,3.3399,1.8617,2.2373,1.3088,1.825,1.2868,2.5538,2.4399,2.2751,2.7431,2.5987,3.0263,2.8613,3.0053,2.8898,2.7531,2.7191,2.5011,2.5168,2.635,2.8003,2.7543,2.9691,2.9058,3.1356,2.885,3.0698,3.2407,3.4305,3.2059,3.4774,3.0857,3.4491,3.0042,3.4061,2.9564,3.4387,2.2287,2.7413,1.3313,1.7688,1.2697,2.4813
FRJ2,2.8231,2.6903,2.9061,2.7672,2.9822,2.8307,2.9365,2.7727,2.987,2.8829,2.8558,2.8135,3.0624,3.0282,3.0686,3.0821,3.4172,3.4471,3.4797,3.5441,3.3351,3.4281,3.1791,3.3161,3.168,3.354,2.5242,2.7595,1.8115,2.1046,1.6925,2.1477,1.3681,2.0066,1.1078,2.3193,2.7764,2.6448,2.9495,2.795,2.9724,2.8358,2.9853,2.8249,2.9207,2.8248,2.8534,2.8444,3.0143,3.031,2.9733,2.987,3.3554,3.3817,3.3753,3.4342,3.396,3.4709,3.163,3.3054,3.0738,3.2723,2.8298,3.0775,1.8742,2.1307,1.6384,2.0379,1.3608,1.9658,1.1818,2.4419,2.6105,2.5125,2.9491,2.8012,2.9731,2.8171,3.048,2.8926,2.8842,2.7341,2.8085,2.7749,2.8571,2.9158,3.1112,3.1308,3.0629,3.1044,3.3438,3.4082,3.3849,3.4579,3.2132,3.3561,3.0232,3.2409,2.9618,3.2136,2.2912,2.5926,1.5439,1.9086,1.3207,1.8458,1.2996,2.6059,2.5256,2.4093,2.8669,2.7571,2.99,2.8427,3.0398,2.8308,2.918,2.7796,2.7869,2.7209,2.8748,2.9516,3.0654,3.1249,2.9807,3.0251,3.3196,3.3659,3.2936,3.3738,3.2724,3.4011,3.0246,3.2609,2.9043,3.1653,2.5749,2.9182,1.6089,1.9635,1.2934,1.7856,1.3449,2.6389,2.3683,2.2903,2.7444,2.6357,3.0114,2.8786,3.1027,2.8632,2.9961,2.7507,2.8065,2.7301,2.9462,2.9664,2.9747,3.0653,3.1376,3.2101,3.0695,3.1085,3.2716,3.3585,3.266,3.3916,3.1036,3.2692,2.827,3.1085,2.6778,3.036,1.9523,2.3721,1.212,1.6291,1.3278,2.5407
FRK1,2.6106,2.5482,2.796,2.7286,2.8883,2.7418,2.7482,2.6188,2.8024,2.6713,2.6009,2.5469,2.7444,2.7781,2.9869,2.917,3.3997,3.3745,3.4637,3.4528,3.4573,3.4688,3.4349,3.5889,3.5823,3.6957,2.7765,3.0191,1.9669,2.2903,1.78,2.4222,1.3471,2.2136,1.0633,2.4743,2.5632,2.4768,2.7921,2.7192,2.9246,2.777,2.9124,2.749,2.6725,2.5017,2.5902,2.5265,2.7043,2.7555,2.7479,2.7566,3.3562,3.3367,3.4001,3.3671,3.4334,3.4833,3.4116,3.5422,3.4557,3.6456,3.2023,3.417,2.0114,2.303,1.7851,2.314,1.3612,2.2283,1.1385,2.6378,2.4469,2.3513,2.7584,2.6709,2.9114,2.8242,2.9825,2.8185,2.5961,2.4082,2.5127,2.4674,2.619,2.6454,2.8496,2.8937,3.0304,2.9797,3.3927,3.3909,3.4309,3.4217,3.347,3.4679,3.3417,3.5751,3.3674,3.6123,2.538,2.9226,1.7077,2.1341,1.3788,2.0968,1.2475,2.8606,2.3585,2.2695,2.7236,2.6154,2.9065,2.7981,3.0408,2.9004,2.6819,2.507,2.4354,2.3364,2.6175,2.6201,2.8044,2.8899,2.841,2.8332,3.3855,3.3504,3.3688,3.369,3.3487,3.4574,3.3295,3.547,3.2805,3.59,2.9261,3.2984,1.7377,2.1596,1.3973,2.0299,1.3137,2.931,2.2677,2.154,2.6382,2.5277,2.894,2.7577,2.986,2.8413,2.7699,2.5458,2.4958,2.3546,2.634,2.6379,2.7711,2.8078,2.9292,2.9894,3.0652,3.0381,3.38,3.3962,3.4086,3.4326,3.2921,3.4912,3.2024,3.5234,3.0777,3.4744,2.1837,2.6741,1.3149,1.85,1.321,2.8722
FRK2,3.2784,3.1297,3.3051,3.124,3.2447,3.0886,3.1365,2.9798,3.1418,3.082,3.0337,3.0879,3.1968,3.2677,3.2404,3.235,3.5544,3.554,3.4724,3.5143,3.177,3.282,2.9297,3.1196,2.8441,3.0703,2.322,2.5361,1.6445,1.8954,1.3813,1.8291,1.0389,1.6418,0.8019,1.8192,3.2001,3.0677,3.3222,3.1531,3.2666,3.1126,3.1421,3.0087,3.022,2.9392,3.0211,3.0829,3.1821,3.273,3.1075,3.146,3.4868,3.4758,3.4138,3.4565,3.2449,3.3522,2.9376,3.1116,2.753,3.0097,2.5428,2.8077,1.7307,1.9718,1.3914,1.7708,1.0628,1.6336,0.8691,1.9304,3.0365,2.9138,3.3183,3.1536,3.2744,3.1042,3.2103,3.0558,2.9025,2.8156,2.9435,2.9929,3.0803,3.2089,3.2153,3.3384,3.1855,3.207,3.4237,3.4379,3.3155,3.3724,2.9832,3.1297,2.6905,2.9501,2.5724,2.8898,2.0651,2.3585,1.4026,1.7315,1.0691,1.5687,0.9719,2.1107,2.9295,2.7752,3.2558,3.1052,3.3032,3.1283,3.2398,3.0346,2.9393,2.8257,2.8753,2.8708,3.071,3.2045,3.202,3.3321,3.0591,3.1473,3.3954,3.3947,3.2722,3.3229,3.0736,3.21,2.7276,2.9776,2.5056,2.8379,2.2754,2.6219,1.476,1.8054,1.0959,1.5313,1.0158,2.1623,2.7477,2.6121,3.1057,2.9696,3.3166,3.1443,3.2486,3.0229,2.965,2.85,2.8818,2.8588,3.115,3.1909,3.1783,3.3236,3.2116,3.342,3.1184,3.1278,3.2921,3.3288,3.1663,3.2436,2.7957,2.9717,2.459,2.7908,2.2985,2.7038,1.7576,2.1366,1.0975,1.4868,1.0346,2.1058
FRL0,2.9112,2.7526,2.9004,2.7733,2.995,2.8415,2.9507,2.8055,2.8813,2.8026,2.7214,2.8096,2.8623,3.0099,2.9176,3.0799,3.3303,3.5204,3.3817,3.6425,3.2077,3.4606,3.0282,3.3469,3.0619,3.4156,2.6963,3.0662,2.0171,2.3627,1.69,2.1937,1.2896,1.9677,1.0282,2.2779,2.859,2.7116,2.9396,2.7952,2.9531,2.821,2.9309,2.7753,2.7336,2.6525,2.7425,2.795,2.8571,3.026,2.8156,2.9815,3.2369,3.411,3.2949,3.5424,3.2895,3.5409,3.0713,3.3708,2.9926,3.3506,2.8932,3.3059,2.1513,2.5177,1.6933,2.1493,1.3304,1.9636,1.1058,2.399,2.7769,2.6339,2.9476,2.8074,2.922,2.7903,2.9439,2.7732,2.5787,2.4941,2.6296,2.7213,2.7715,2.9653,2.943,3.1605,2.9376,3.1003,3.2624,3.4705,3.2895,3.5877,3.1099,3.4031,2.9374,3.3181,2.9325,3.3595,2.4685,2.9288,1.7758,2.2074,1.3332,1.9108,1.2389,2.5687,2.6334,2.509,2.9095,2.7532,2.9478,2.8059,2.9415,2.7559,2.6363,2.5387,2.5252,2.6043,2.7748,2.9715,2.9064,3.1487,2.8582,3.0292,3.2075,3.3815,3.2138,3.4903,3.1908,3.5043,2.9652,3.3357,2.8528,3.299,2.6717,3.1738,1.8806,2.3594,1.3624,1.8996,1.3155,2.6467,2.4925,2.3689,2.7608,2.6099,2.9868,2.8014,2.871,2.6928,2.6993,2.5836,2.5302,2.5681,2.7835,2.9613,2.8708,3.1075,3.018,3.2108,2.9559,3.108,3.248,3.4273,3.2495,3.555,3.0239,3.3827,2.8041,3.2479,2.6949,3.2438,2.154,2.7031,1.3923,1.8986,1.3462,2.6476
FRM0,2.6311,2.4197,2.638,2.4294,2.7694,2.5905,2.5808,2.4237,2.85,2.6742,2.8538,2.9209,2.9921,3.1548,3.0933,3.2176,3.6042,3.7616,3.6354,3.6889,3.3753,3.5333,3.3016,3.3197,3.3188,3.409,2.702,2.9674,2.3282,2.5015,1.8029,2.2489,1.3713,1.9216,0.9528,2.0162,2.5589,2.4147,2.7725,2.4923,2.6726,2.5583,2.6732,2.5498,2.4984,2.3396,2.8107,2.9693,3.0258,3.1676,2.9485,3.1633,3.4985,3.563,3.5443,3.629,3.4921,3.61,3.2128,3.2941,3.2651,3.3421,3.0078,3.2324,2.382,2.6799,1.8858,2.166,1.4159,1.9543,1.0468,2.1623,2.4383,2.3423,2.897,2.6312,2.6894,2.5051,2.5866,2.2968,2.3302,2.3246,2.7083,2.7679,2.8642,3.1844,3.1413,3.4003,3.0982,3.3088,3.5941,3.6452,3.4677,3.5829,3.245,3.3442,3.1513,3.2934,3.2648,3.4003,2.5231,2.827,2.0384,2.384,1.4246,1.8369,1.1871,2.275,2.382,2.3337,2.7122,2.5679,2.7696,2.5263,2.5042,2.2575,2.4236,2.3375,2.5484,2.634,2.8728,3.094,3.1373,3.3675,3.0282,3.2534,3.4294,3.5441,3.5022,3.6328,3.2729,3.4419,3.1388,3.2863,3.2121,3.3806,2.7917,3.0893,2.1056,2.4507,1.533,1.863,1.2348,2.3407,2.2715,2.2252,2.5523,2.5094,2.8394,2.6599,2.587,2.3863,2.3093,2.2717,2.3513,2.4919,2.952,3.0553,2.9472,3.2428,3.2577,3.4595,3.1121,3.3054,3.5013,3.5408,3.3543,3.4627,3.2275,3.3805,3.0869,3.3444,3.059,3.3376,2.1701,2.5949,1.5948,2.0039,1.2855,2.2684
FRY1,3.0246,2.9405,3.5665,3.4879,3.8557,3.7118,3.553,3.4715,2.7308,2.5946,2.1117,2.5213,2.1096,2.9487,2.7034,3.7141,3.3209,4.2553,3.6042,4.3405,3.5717,3.9937,3.0154,3.5526,2.7091,3.2122,2.1777,2.5364,1.633,1.9305,1.2362,1.6655,0.779,1.2463,0.7473,1.427,2.9234,2.8692,3.4441,3.3373,3.7927,3.6292,3.5077,3.4318,2.6481,2.5466,2.1163,2.5985,2.0834,2.9142,2.2729,3.219,3.2273,4.1868,3.4678,4.3256,3.6834,4.2562,3.2285,3.6613,2.7701,3.3115,2.4237,2.8422,1.6745,2.0783,1.3303,1.7239,0.8719,1.319,0.7635,1.52,2.5922,2.5801,3.0996,3.0657,3.5855,3.5161,3.5355,3.3067,2.4646,2.4302,2.2234,2.536,1.9965,2.7605,2.1264,3.0868,2.7131,3.7072,3.2986,4.237,3.5718,4.3968,3.5651,4.0574,3.111,3.6109,2.7197,3.1644,2.0757,2.4689,1.4202,1.817,0.9886,1.5094,0.913,1.7484,2.6132,2.5048,3.0451,2.9798,3.5405,3.3463,3.5326,3.3561,2.3767,2.3789,2.1345,2.4629,2.0154,2.8359,2.1095,3.1524,2.3611,3.3727,3.1532,4.2522,3.4551,4.4455,3.749,4.3228,3.3614,3.6879,2.8106,3.3051,2.2539,2.7369,1.4568,1.8933,0.9857,1.4219,0.8987,1.6915,2.5298,2.4114,2.8099,2.7234,3.1815,3.0713,3.3852,3.1868,2.4914,2.4165,1.9545,2.3636,2.0678,2.8367,2.0463,2.9437,2.1623,3.2088,2.7642,3.7353,3.3654,4.3186,3.73,4.4742,3.759,4.1168,3.1022,3.6044,2.5443,3.123,1.7963,2.3029,1.1245,1.5017,0.9994,1.8465
FRY2,2.8043,2.6907,3.1594,3.1443,3.4937,3.4185,3.35,3.1799,2.7343,2.6077,2.083,2.6466,1.9847,2.6788,2.471,3.3697,3.2683,4.2671,3.7398,4.6526,3.7733,4.4139,3.2478,3.758,2.7695,3.3422,2.2586,2.6051,1.7603,2.146,1.5225,1.9082,0.9322,1.4296,0.8033,1.585,2.6581,2.5239,3.1112,3.028,3.3722,3.2711,3.3026,3.0537,2.6103,2.4893,2.1506,2.5919,2.0217,2.7277,2.1666,2.9458,3.0259,3.9824,3.6269,4.5201,3.9259,4.6871,3.4581,3.9687,2.9865,3.5893,2.495,2.9322,1.8457,2.2141,1.5596,1.9886,1.0644,1.491,0.848,1.7657,2.3816,2.2986,2.8103,2.7564,3.1574,3.0758,3.2222,3.1094,2.3366,2.2463,2.1395,2.5533,1.9977,2.7279,2.0381,2.8323,2.3976,3.2873,3.3022,4.2825,3.8925,4.917,3.924,4.4381,3.3754,3.9693,2.7943,3.312,2.1913,2.5205,1.6004,2.0945,1.2446,1.7672,1.0315,1.9746,2.3055,2.2811,2.6482,2.6269,3.0773,2.9228,3.0593,3.1133,2.3993,2.2105,2.0472,2.4672,2.0796,2.8567,2.0727,2.878,2.1709,2.9367,3.0236,4.0421,3.719,4.6578,4.0293,4.7818,3.5867,4.1179,3.0283,3.6146,2.4176,2.8027,1.6643,2.0765,1.2538,1.8299,1.1223,2.0785,2.1932,2.2205,2.6261,2.4774,2.9025,2.7853,2.9652,2.8012,2.2405,2.2536,1.8697,2.2561,2.1414,2.9209,2.0791,3.0192,2.1809,2.9641,2.4889,3.365,3.5178,4.397,3.9866,4.8137,4.0334,4.5465,3.2848,3.9805,2.7118,3.2653,1.9064,2.4014,1.2311,1.7856,1.2166,2.1706
FRY3,5.9221,5.6464,5.9942,5.7181,5.5432,5.3134,4.4454,4.3557,3.554,3.5741,3.3205,3.7883,3.6126,3.9563,3.4344,3.5651,3.3267,3.4479,2.8294,2.8204,2.3849,2.3714,1.9306,1.8282,1.4128,1.3649,0.9651,0.8525,0.4854,0.5698,0.308,0.4293,0.2228,0.2659,0.1413,0.2986,5.6914,5.4848,5.8392,5.5883,5.5656,5.5113,4.5543,4.4069,3.4399,3.5903,3.2136,3.7062,3.5238,3.8793,3.3113,3.6277,3.3937,3.4506,2.9765,2.8546,2.3547,2.382,1.9656,1.9237,1.5308,1.4496,1.0105,0.9651,0.5634,0.6072,0.3144,0.3783,0.1963,0.2963,0.1508,0.3021,5.4649,5.4493,5.6097,5.4305,5.3417,5.3381,4.746,4.7623,3.2347,3.5726,3.1971,3.7367,3.2108,3.8823,3.3448,3.7265,3.0518,3.2612,2.8411,2.9649,2.4337,2.4489,2.0436,2.1034,1.6413,1.5783,1.097,1.1096,0.7286,0.7511,0.3835,0.4672,0.2387,0.3057,0.1782,0.3245,5.4206,5.4161,5.3179,5.2849,5.3866,5.3038,4.7893,4.8111,3.3567,3.6022,3.0554,3.5808,3.175,3.7554,3.2672,3.7621,2.8955,3.2076,2.7605,3.0796,2.4529,2.5753,2.1243,2.152,1.6785,1.7192,1.2349,1.1731,0.7656,0.8193,0.4542,0.5201,0.2413,0.3395,0.1855,0.336,5.3011,5.0888,5.1453,5.1098,5.2311,5.1836,4.7416,4.693,3.3701,3.7293,2.8103,3.4425,3.124,3.71,3.1381,3.6407,3.0899,3.5755,2.7097,2.8648,2.5335,2.6945,2.2554,2.3115,1.7762,1.8038,1.3185,1.3074,0.9293,0.9683,0.5536,0.628,0.3002,0.3816,0.1896,0.3495
FRY4,3.8658,3.7358,4.2127,3.9839,4.3425,4.1615,4.0311,3.8458,3.3911,3.5285,2.9533,3.3367,2.8692,3.4407,3.1512,3.6609,3.6152,3.8929,3.7632,4.0674,3.2458,3.4495,2.8101,2.9158,2.0765,2.2251,1.5104,1.6291,1.0831,1.3425,0.7495,1.0685,0.4119,0.6685,0.2625,0.7017,3.7704,3.6636,4.1998,3.9741,4.3425,4.1055,4.005,3.7863,3.2573,3.2759,2.8181,3.2784,2.8396,3.3683,2.9785,3.5682,3.3616,3.7174,3.6927,3.9929,3.4828,3.6812,2.8685,3.0361,2.3306,2.5186,1.6409,1.7939,1.1597,1.3697,0.7981,1.1277,0.442,0.723,0.2954,0.7355,3.5527,3.4948,3.9169,3.8621,4.1797,3.9448,3.9669,3.823,2.9116,3.0034,2.7576,3.2037,2.7457,3.3493,2.8531,3.5106,3.0389,3.609,3.4814,3.7529,3.7033,3.9282,3.0866,3.2936,2.5999,2.8358,1.9134,2.1354,1.3081,1.5267,0.8938,1.2006,0.5526,0.879,0.3638,0.8212,3.4539,3.3213,3.7609,3.6808,4.0414,3.9182,3.918,3.7752,2.8347,2.9154,2.6234,3.1002,2.7282,3.3717,2.8,3.5006,2.9651,3.4817,3.1986,3.5855,3.6009,3.8771,3.4161,3.6074,2.7433,2.9157,2.1967,2.4041,1.4495,1.7011,0.9918,1.2585,0.5965,0.9424,0.4187,0.9052,3.1582,3.1946,3.7076,3.5362,3.8722,3.8368,3.8398,3.633,2.8041,2.8866,2.3741,2.8747,2.7289,3.3619,2.8218,3.4495,2.8448,3.5148,2.9595,3.4734,3.4192,3.6357,3.5992,3.7686,3.0299,3.2086,2.4472,2.671,1.6643,1.9831,1.1309,1.3957,0.6817,0.9748,0.5321,0.9855
HR02,2.4741,2.345,2.4977,2.3825,2.8026,2.6492,3.2056,3.0527,3.1729,2.994,3.3735,3.08,3.2841,3.0209,3.1773,3.0448,3.2192,3.1166,3.6803,3.6182,3.8548,3.7963,3.7703,3.7728,3.0524,3.3153,2.0439,2.665,1.9869,2.9391,1.5919,2.8181,0.9022,1.9344,0.3344,1.0308,2.3909,2.2435,2.5747,2.4506,2.5889,2.4513,3.137,3.0002,3.0911,2.9461,3.2157,2.9895,3.3053,3.0351,3.1897,3.045,3.1586,3.0618,3.5567,3.5068,3.801,3.7923,3.8105,3.8828,3.3824,3.5043,2.3376,2.8957,1.8822,2.7704,1.5882,2.767,0.9753,2.0674,0.4155,1.1892,2.2521,2.1106,2.5047,2.3857,2.5671,2.4474,2.8268,2.6826,3.0361,2.9071,2.8389,2.6959,3.0812,2.8963,3.126,3.0145,3.1238,3.0939,3.2417,3.224,3.7538,3.8016,3.9314,4.0343,3.8266,4.0271,3.0156,3.474,1.8798,2.6444,1.6193,2.6845,1.069,2.1818,0.5424,1.4578,2.192,2.0795,2.3839,2.2388,2.6149,2.5003,2.6423,2.4886,3.0221,2.8326,2.7239,2.5335,2.8675,2.7019,3.1444,3.0034,3.1271,3.0904,3.2145,3.1549,3.6405,3.6836,3.9032,4.0618,3.9245,4.1926,3.3911,3.7708,2.2473,2.9673,1.5773,2.5794,1.0987,2.1977,0.6117,1.5958,2.2252,2.0984,2.2919,2.1523,2.5593,2.4542,2.6539,2.509,2.8769,2.6312,2.9199,2.5814,2.7288,2.4682,3.0996,2.9059,3.2238,3.0675,3.2257,3.1746,3.3354,3.3225,3.8052,3.969,3.9224,4.2271,3.7224,4.1951,2.7544,3.4707,1.5501,2.4306,1.0789,2.0594,0.6499,1.6593
