la,lo,s,n
51.4886,-0.1056,3,1
51.4919,-0.098,3,1
51.5069,-0.0065,3,1
51.5124,-0.0001,2,1
51.5167,-0.0325,3,1
51.5682,-0.0312,3,1
51.5908,-0.0316,3,1
51.6317,-0.0022,3,1
51.4726,-0.1602,3,1
51.4504,-0.219,3,1
51.472,-0.1487,3,1
51.5336,-0.1709,2,1
51.5104,-0.1854,3,1
51.519,-0.1582,3,1
51.5145,-0.1777,3,1
52.3434,-0.0586,3,1
52.4476,-0.1102,3,1
52.3208,-0.2213,3,1
52.6598,0.1661,3,1
52.2883,-0.257,3,1
52.304,-0.0909,3,1
54.1025,-3.227,2,1
54.1973,-2.59,2,1
54.664,-2.7524,2,1
54.966,-2.9477,3,1
54.3328,-2.7532,3,1
53.4569,-1.9793,2,1
53.1704,-1.4298,3,1
53.3252,-1.317,3,1
52.8859,-1.2739,2,1
52.865,-1.5656,3,1
53.1861,-1.2712,3,1
52.982,-1.485,3,1
53.1565,-1.3266,3,1
51.0107,-4.2477,3,1
50.5576,-4.0746,3,1
50.8322,-3.4156,3,1
50.9753,-3.5019,3,1
50.7355,-3.4617,1,1
50.8674,-3.079,2,1
50.7636,0.2878,3,1
50.8667,0.6083,3,1
51.108,0.2353,3,1
50.878,0.6126,2,1
50.8577,0.4671,3,1
51.7358,0.0036,3,1
51.58,0.3608,3,1
51.903,0.6958,3,1
51.9444,0.4398,3,1
51.7339,0.4793,3,1
51.662,0.7826,3,1
51.6764,0.2967,3,1
51.7346,0.6789,3,1
51.928,1.269,2,1
51.8565,0.4302,2,1
51.7839,0.138,3,1
51.5784,0.4902,3,1
51.7427,-2.2858,3,1
51.3081,-0.791,3,1
50.8536,-1.3993,3,1
50.805,-1.1398,3,1
50.915,-1.5527,2,1
50.971,-1.7231,2,1
50.9461,-1.5212,2,1
51.3629,-1.3575,3,1
50.7246,-1.5947,2,1
50.8646,-1.0275,3,1
51.2135,-1.5592,2,1
51.2766,-0.842,2,1
51.223,-1.1576,3,1
51.293,-0.7648,3,1
50.8547,-0.9983,2,1
51.7095,-0.3312,3,1
51.7635,-0.0091,3,1
51.8206,-0.0497,3,1
51.9622,-0.2455,3,1
51.8114,-0.4155,3,1
51.6849,-0.2283,3,1
51.6623,-0.275,3,1
51.6233,-0.5124,3,1
51.8886,-0.2071,3,1
51.1209,1.1719,3,1
51.3644,1.4289,3,1
51.233,0.2155,3,1
51.2983,1.3468,3,1
51.4256,0.2394,3,1
51.2494,0.5257,2,1
51.4165,0.3591,2,1
51.4242,0.3351,3,1
51.4171,0.2586,3,1
51.1379,0.8899,3,1
51.3325,1.4186,3,1
51.3622,1.4284,3,1
50.9869,0.9107,3,1
51.4546,0.2077,2,1
51.1567,0.2922,3,1
51.3377,1.4136,3,1
51.3408,1.3896,3,1
51.0869,1.1311,3,1
53.7592,-3.0351,3,1
54.0705,-2.7732,3,1
54.071,-2.7733,3,1
53.7531,-2.3808,3,1
53.7427,-2.6432,3,1
53.7533,-2.6799,2,1
53.8417,-2.2299,3,1
53.8628,-2.4342,2,1
52.7644,-0.8858,1,1
52.4477,-1.2499,3,1
52.6021,-1.0871,3,1
52.6094,-1.2616,2,1
53.4618,-0.5292,3,1
53.2178,-0.5455,3,1
53.2436,-0.572,3,1
53.0123,-0.3946,3,1
53.1697,0.0918,3,1
52.7949,-0.0538,3,1
53.1257,-0.1186,3,1
52.6465,1.3287,2,1
52.6358,1.2992,3,1
52.8298,1.3879,3,1
52.4947,0.9358,2,1
52.655,1.2926,2,1
53.2267,-0.8901,3,1
53.1927,-0.8255,3,1
52.9664,-1.0909,3,1
53.2045,-1.1832,3,1
53.0297,-0.8798,3,1
52.9727,-0.9518,3,1
52.9815,-1.0884,2,1
52.9498,-0.9566,3,1
51.8941,-1.4009,3,1
51.7358,-1.2089,2,1
53.0123,-2.2157,2,1
52.2442,0.697,2,1
52.4433,1.5906,2,1
52.0549,1.1592,3,1
52.1867,1.0247,3,1
52.0604,1.1457,3,1
51.0895,-0.7484,3,1
51.2034,-0.1536,3,1
51.346,-0.6535,3,1
51.3806,-0.4923,3,1
51.3722,-0.5254,3,1
51.2163,-0.1706,3,1
52.1189,-1.6202,3,1
52.5736,-1.5499,3,1
52.1417,-1.6143,3,1
52.2606,-1.6107,3,1
50.8442,-0.8125,3,1
52.189,-2.085,3,1
52.1044,-1.9526,3,1
52.2775,-1.942,3,1
52.355,-2.0624,3,1
52.1949,-2.1874,3,1
52.365,-2.0611,3,1
52.2804,-2.1201,3,1
55.3804,-3.3381,2,1
55.5166,-4.3749,3,1
55.9873,-2.8417,2,1
55.9265,-3.1129,3,1
59.3227,-2.9868,3,1
55.2275,-4.8592,2,1
55.7605,-4.1872,2,1
57.1576,-2.0957,2,1
57.4034,-1.992,2,1
56.4,-5.4854,3,1
56.433,-5.6896,2,1
55.9297,-3.303,2,1
55.902,-3.2203,2,1
55.9454,-3.2434,3,1
55.8944,-3.6001,3,1
55.906,-3.6442,2,1
56.5412,-2.8331,3,1
56.1272,-3.1588,2,1
55.8092,-4.2132,2,1
55.8599,-4.2497,3,1
55.8634,-4.3527,2,1
55.8901,-4.2062,2,1
55.8722,-4.3298,3,1
55.8575,-4.0737,3,1
55.7923,-3.9994,3,1
53.2664,-4.3001,3,1
52.7118,-4.0092,2,1
53.2235,-3.0679,3,1
52.1663,-4.0246,3,1
51.7178,-4.7013,2,1
51.6571,-3.9579,2,1
51.5951,-3.786,3,1
51.4766,-3.1814,3,1
51.7671,-2.8322,2,1
51.5706,-3.0142,3,1
54.6908,-1.2182,3,1
54.5404,-1.1488,2,1
53.3803,-2.6591,3,1
53.3772,-2.584,3,1
53.7328,-2.4907,3,1
53.6991,-2.4583,3,1
53.8255,-3.0292,2,1
53.7298,-0.3695,3,1
53.7528,-0.3151,3,1
53.7729,-0.2683,3,1
53.7719,-0.3551,3,1
53.9984,-0.8684,3,1
53.9509,-0.8493,2,1
53.7395,-0.2007,2,1
53.572,-0.0979,3,1
53.569,-0.6169,3,1
53.6144,-0.288,3,1
53.6178,-0.3307,2,1
52.936,-1.465,3,1
52.8972,-1.4291,3,1
52.8964,-1.4324,3,1
52.9503,-1.4094,3,1
52.8918,-1.4496,2,1
52.892,-1.4531,3,1
52.6442,-1.149,3,1
52.9345,-1.1947,3,1
52.6526,-2.4374,2,1
52.7427,-2.646,2,1
51.4108,-2.4766,3,1
51.468,-2.614,3,1
51.4925,-2.6139,3,1
51.4355,-2.6071,3,1
51.4718,-2.5823,3,1
51.5014,-2.5918,3,1
51.6398,-2.4482,3,1
50.3826,-4.1342,2,1
50.4112,-4.1802,3,1
50.4021,-4.1869,3,1
51.5643,-1.8002,3,1
51.5689,-1.7761,3,1
52.554,-0.2856,3,1
51.872,-0.4178,2,1
51.8839,-0.4474,3,1
51.5672,0.6403,3,1
51.4753,0.2664,3,1
51.3833,0.5089,3,1
51.3655,0.5771,3,1
51.3587,0.5094,3,1
51.3907,0.5751,3,1
51.4362,0.5684,3,1
51.3993,-1.3257,3,1
51.4628,-1.0132,3,1
51.4588,-0.9957,3,1
51.4479,-0.9516,2,1
51.5282,-0.6103,3,1
52.0257,-0.7313,3,1
52.094,-0.7588,3,1
52.0328,-0.7892,3,1
52.107,-0.7807,3,1
50.8481,-0.1732,3,1
50.8378,-0.1406,3,1
50.8323,-0.1956,3,1
50.8348,-0.2105,3,1
50.8336,-0.1715,3,1
50.8381,-0.2067,3,1
50.9266,-1.4641,2,1
50.9379,-1.3987,2,1
50.9376,-1.3793,2,1
50.7496,-1.3063,2,1
54.7491,-1.6244,2,1
54.6987,-1.587,3,1
54.7021,-1.5656,3,1
53.2884,-2.1519,3,1
53.303,-2.3592,3,1
53.3429,-2.2786,2,1
52.4623,-2.4291,3,1
52.3126,-2.7052,3,1
50.5866,-4.7825,3,1
50.2873,-5.0429,3,1
50.2289,-5.2813,3,1
50.2605,-5.0487,2,1
50.4529,-4.4581,3,1
50.1263,-5.5286,2,1
50.5847,-4.4209,3,1
50.1346,-5.5266,2,1
51.6566,-1.9186,3,1
51.3565,-2.0102,2,1
52.1264,-0.4598,3,1
52.199,-0.2973,2,1
52.1425,-0.4306,3,1
54.9736,-2.5758,1,1
50.9138,-2.057,3,1
50.5399,-2.4439,3,1
50.9552,-1.9763,3,1
50.9136,-2.1584,3,1
50.6642,-2.3325,2,1
51.6386,-0.7506,3,1
51.9832,-0.8675,3,1
51.6637,-0.6131,3,1
51.6103,-0.77,3,1
52.5121,-0.4175,3,1
52.3878,-0.5235,3,1
52.2697,-1.1596,3,1
52.2143,-0.893,3,1
53.8841,-1.2617,2,1
54.2951,-0.4393,3,1
53.6961,-1.1535,3,1
54.4623,-1.7299,3,1
51.2237,-2.984,3,1
51.1618,-2.9349,2,1
51.1189,-2.9982,3,1
51.1302,-2.7124,3,1
51.2784,-2.8552,3,1
50.9138,-3.0216,3,1
53.5729,-2.4429,3,1
53.5516,-2.5013,3,1
53.4887,-2.2243,2,1
53.4431,-2.2433,2,1
53.4382,-2.2316,3,1
53.5518,-2.1925,2,1
53.3867,-2.1165,3,1
53.397,-2.1565,3,1
53.4774,-2.0959,3,1
53.4189,-2.4267,3,1
53.5398,-2.6523,3,1
53.5815,-2.713,3,1
53.473,-2.9006,3,1
53.42,-2.8332,3,1
53.3544,-2.8641,3,1
53.4365,-2.7122,3,1
53.6345,-3.0152,2,1
53.5448,-2.9615,2,1
53.5127,-2.9055,3,1
53.3884,-3.1035,3,1
53.3285,-3.076,3,1
53.4259,-3.0495,3,1
53.5155,-1.3781,3,1
53.5757,-1.0839,2,1
53.5705,-1.0658,3,1
53.5278,-1.1541,2,1
53.4748,-1.1587,3,1
53.5293,-1.0951,3,1
53.4782,-1.0398,2,1
53.4503,-1.3358,3,1
53.4336,-1.3556,3,1
53.3486,-1.3562,3,1
54.9867,-1.6138,3,1
55.0393,-1.4817,3,1
54.9647,-1.4561,3,1
52.4302,-1.9213,3,1
52.5798,-1.8009,3,1
52.5168,-1.8196,3,1
52.5262,-1.9088,3,1
52.5159,-1.8211,3,1
52.56,-1.8326,2,1
52.4674,-1.9008,3,1
52.4535,-1.8801,3,1
52.5037,-1.9497,3,1
52.3943,-1.5074,3,1
52.4207,-1.4966,2,1
52.4147,-1.5044,3,1
52.4823,-2.0865,3,1
52.5092,-2.0833,3,1
52.4396,-1.784,3,1
52.5647,-1.9957,3,1
52.5993,-1.9881,3,1
52.5845,-1.9763,3,1
52.5773,-2.1347,3,1
52.572,-2.1471,3,1
52.563,-2.0662,2,1
52.6184,-2.1191,3,1
52.5771,-2.1233,2,1
52.6354,-2.1252,3,1
53.8203,-1.7218,3,1
53.7322,-1.7876,2,1
53.5799,-1.776,2,1
53.6797,-1.7459,2,1
53.6263,-1.8468,3,1
53.9011,-1.7047,3,1
53.8054,-1.5192,3,1
53.9157,-1.3863,3,1
53.7804,-1.3606,3,1
53.6428,-1.5232,3,1
54.9448,-1.6692,3,1
54.9251,-1.6726,3,1
51.5094,-0.0802,3,1
51.517,-0.081,3,1
51.5328,0.1087,3,1
51.534,0.0786,3,1
51.5473,0.0976,3,1
51.607,-0.2748,3,1
51.5608,-0.2133,3,1
51.6154,-0.1767,2,1
51.617,-0.2512,3,1
51.4686,0.181,3,1
51.4786,0.1813,3,1
51.4509,0.1013,3,1
51.4483,0.148,3,1
51.5326,-0.2153,3,1
51.541,-0.2897,3,1
51.5342,-0.226,3,1
51.3806,0.1038,3,1
51.5393,-0.1475,3,1
51.5503,-0.1826,3,1
51.5216,-0.1352,3,1
51.543,-0.1744,3,1
51.5426,-0.1785,2,1
51.5278,-0.1298,3,1
51.3947,-0.0934,3,1
51.3651,-0.118,2,1
51.3935,-0.1148,3,1
51.3831,-0.1075,3,1
51.3853,-0.1095,3,1
51.5126,-0.2523,3,1
51.5023,-0.2872,3,1
51.5067,-0.2516,3,1
51.5142,-0.2964,3,1
51.6837,-0.0503,3,1
51.6165,-0.0641,3,1
51.6436,-0.043,3,1
51.4814,-0.0108,3,1
51.49,0.0686,3,1
51.4363,0.06,3,1
51.5512,-0.063,3,1
51.5639,-0.0924,3,1
51.4678,-0.2119,3,1
51.4754,-0.1925,3,1
51.5061,-0.2312,3,1
51.4926,-0.2294,3,1
51.4802,-0.1963,2,1
51.4975,-0.2168,3,1
51.5051,-0.2237,2,1
51.5115,-0.242,3,1
51.4667,-0.1894,3,1
51.5103,-0.2247,3,1
51.5973,-0.1099,3,1
51.5989,-0.0979,3,1
51.6087,-0.0681,3,1
51.5904,-0.1336,2,1
51.5962,-0.3353,2,1
51.5786,-0.3267,3,1
51.5965,-0.3355,3,1
51.6047,-0.28,3,1
51.6083,-0.2881,2,1
51.5763,0.1769,3,1
51.5428,0.2546,3,1
51.5716,0.1807,3,1
51.5032,-0.4208,2,1
51.5448,-0.4728,3,1
51.5344,-0.4566,3,1
51.4697,-0.3571,3,1
51.4908,-0.372,3,1
51.4933,-0.2474,3,1
51.5597,-0.1404,3,1
51.5531,-0.1239,3,1
51.5374,-0.1003,3,1
51.4954,-0.179,3,1
51.4816,-0.173,2,1
51.4914,-0.1724,3,1
51.3933,-0.2986,3,1
51.4095,-0.2895,3,1
51.3943,-0.2543,3,1
51.4774,-0.1013,3,1
51.4876,-0.1265,3,1
51.5049,-0.1131,3,1
51.47,-0.1252,3,1
51.4245,-0.014,3,1
51.4847,-0.0421,3,1
51.4531,-0.0078,3,1
51.4649,-0.0169,2,1
51.4868,-0.0362,2,1
51.4612,-0.0131,3,1
51.4413,-0.0474,3,1
51.4348,-0.1986,3,1
51.5214,0.0237,3,1
51.5258,0.0568,3,1
51.529,0.0415,3,1
51.5416,-0.0018,3,1
51.5289,0.0279,2,1
51.5289,0.0377,3,1
51.6105,0.1263,3,1
51.6034,0.0164,3,1
51.5603,0.0807,3,1
51.4212,-0.3348,3,1
51.4604,-0.305,3,1
51.4925,-0.1015,2,1
51.5009,-0.0982,2,1
51.4737,-0.0823,3,1
51.4741,-0.0922,3,1
51.4737,-0.0809,3,1
51.4766,-0.0767,3,1
51.3576,-0.1611,3,1
51.3549,-0.1969,3,1
51.512,-0.029,3,1
51.5268,-0.0633,3,1
51.5254,-0.0338,3,1
51.5154,-0.0713,3,1
51.4879,-0.0176,3,1
51.578,0.008,3,1
51.604,-0.0222,2,1
51.5581,0.0068,3,1
51.4636,-0.168,3,1
51.4572,-0.2198,3,1
51.4346,-0.1617,3,1
51.4271,-0.1668,2,1
51.4597,-0.219,3,1
51.5091,-0.1372,3,1
51.4967,-0.1447,3,1
51.5128,-0.1299,3,1
52.4754,-0.286,2,1
52.2259,0.1277,3,1
52.1519,0.1887,3,1
52.4336,0.2796,3,1
54.897,-2.8868,2,1
54.7214,-3.3053,3,1
54.3771,-2.8178,2,1
54.6047,-3.1076,3,1
53.3222,-1.6348,3,1
52.9749,-1.3091,3,1
50.5611,-3.665,2,1
50.5342,-3.6791,3,1
50.85,-3.3834,3,1
50.6907,-3.5066,3,1
51.0322,-4.1962,3,1
50.87,-3.3824,1,1
50.366,-3.7406,3,1
50.9409,-3.4774,2,1
50.698,-3.5423,3,1
50.6998,-3.4943,3,1
50.8027,0.055,3,1
50.8519,0.4676,3,1
50.7739,0.2995,3,1
51.5897,0.5321,2,1
51.5978,0.6292,3,1
51.9168,0.9091,3,1
51.992,0.5967,3,1
51.9027,0.1965,3,1
50.8643,-0.9992,3,1
50.8903,-1.1813,3,1
50.8507,-1.1798,3,1
50.9687,-1.5845,3,1
51.1224,-1.2517,1,1
50.9657,-1.3137,3,1
51.2232,-1.1577,3,1
50.7897,-1.676,2,1
51.1123,-1.5778,3,1
50.8982,-1.3134,3,1
51.2572,-0.7428,3,1
50.9206,-1.316,3,1
50.9132,-1.4909,2,1
51.2346,-0.7548,3,1
51.9142,-0.1783,3,1
51.6567,-0.3868,3,1
51.7613,-0.498,3,1
51.64,-0.3407,3,1
51.6429,-0.3212,3,1
51.7324,-0.3433,3,1
51.1736,0.2998,3,1
51.3395,1.0649,3,1
51.3337,0.774,3,1
51.3062,0.3745,3,1
51.44,0.2441,3,1
51.3103,0.4416,3,1
51.172,0.5263,3,1
51.2771,1.0935,3,1
51.0468,0.5119,3,1
51.2805,1.0762,2,1
51.1351,0.268,3,1
51.2779,0.1194,3,1
51.2768,1.0839,3,1
51.0754,0.4449,3,1
53.7323,-2.6709,2,1
53.7186,-2.6316,3,1
53.8823,-3.0223,3,1
54.0566,-2.841,2,1
53.721,-2.6545,3,1
53.582,-2.7851,2,1
53.6973,-2.6662,3,1
53.9019,-2.7766,2,1
52.457,-1.2121,2,1
52.8435,-0.7967,3,1
52.4931,-1.3044,1,1
53.2586,-0.7623,3,1
52.7615,0.0268,3,1
53.0333,-0.0671,3,1
53.2546,-0.521,3,1
52.7318,-0.4252,3,1
52.91,-0.658,3,1
52.7917,-0.2501,2,1
52.6458,1.7292,3,1
52.6351,1.2925,2,1
52.6454,1.2841,3,1
52.8818,1.2965,3,1
53.1402,-1.2505,3,1
52.9762,-1.118,3,1
53.0645,-0.8364,3,1
53.0688,-0.7976,3,1
53.0762,-0.8205,3,1
53.3559,-0.9778,3,1
51.9608,-1.201,3,1
51.5848,-1.4532,2,1
51.9749,-1.1888,3,1
51.6063,-1.2234,3,1
53.0312,-2.2169,3,1
52.3209,1.5982,3,1
52.2447,0.697,3,1
51.2177,-0.6468,3,1
51.2917,-0.0683,3,1
51.1791,-0.6525,3,1
51.3226,-0.2016,3,1
51.3987,-0.3491,3,1
51.3195,-0.5632,3,1
52.1082,-1.5471,2,1
52.494,-1.7146,3,1
52.3645,-1.4261,3,1
52.4578,-1.5549,3,1
52.2572,-1.5847,3,1
52.2587,-1.5304,2,1
52.3593,-1.279,3,1
50.9288,-0.8416,2,1
50.8304,-0.7549,3,1
50.8372,-0.3161,3,1
50.8681,-0.8882,1,1
50.9543,-0.1326,2,1
52.3731,-2.2682,3,1
52.3672,-2.3002,3,1
52.2679,-2.1583,3,1
52.3716,-1.9962,3,1
54.9019,-4.9649,1,1
55.8947,-3.0692,2,1
55.6139,-4.5924,2,1
55.263,-4.8263,1,1
55.8481,-4.4758,1,1
55.882,-3.5079,3,1
55.8783,-3.7594,3,1
55.8278,-3.7005,3,1
56.392,-3.4263,3,1
55.8896,-4.2888,3,1
52.9683,-4.2599,3,1
53.3226,-3.8289,3,1
53.1549,-3.1335,2,1
52.9687,-3.0457,2,1
52.0752,-4.4823,3,1
51.7347,-4.0847,3,1
51.8692,-4.2727,3,1
51.8503,-4.3249,3,1
51.683,-4.1353,3,1
51.531,-3.2245,3,1
51.6377,-3.3583,2,1
51.576,-3.0324,3,1
52.541,-3.4741,2,1
51.7678,-3.3568,3,1
54.703,-1.2924,3,1
54.6847,-1.2114,3,1
54.5925,-1.0576,3,1
54.5903,-1.3043,3,1
53.3723,-2.7239,3,1
53.3952,-2.5919,3,1
53.3869,-2.5919,3,1
53.8617,-3.0228,3,1
53.8192,-3.0456,2,1
53.816,-3.0368,3,1
53.7722,-0.3844,3,1
53.7552,-0.3486,3,1
53.7931,-0.3498,3,1
53.7452,-0.4834,2,1
54.1091,-0.4547,3,1
53.9621,-0.2742,3,1
53.5523,-0.0933,3,1
53.5743,-0.683,3,1
53.929,-1.1159,3,1
53.9646,-1.0887,2,1
52.8955,-1.4777,3,1
52.9303,-1.5119,3,1
52.9013,-1.5393,3,1
52.6651,-1.1288,2,1
52.9825,-1.196,3,1
52.084,-2.6583,2,1
52.0443,-2.7204,2,1
53.0207,-2.1604,2,1
51.4182,-2.4982,3,1
51.3078,-2.5094,1,1
51.4693,-2.5933,3,1
51.4426,-2.5504,3,1
51.457,-2.5942,3,1
51.4221,-2.5915,3,1
51.5053,-2.584,3,1
50.3738,-4.1398,3,1
50.4088,-4.1335,2,1
52.5898,-0.2539,3,1
52.5648,-0.2839,3,1
51.8924,-0.4299,3,1
51.5401,0.7004,2,1
51.5486,0.6296,3,1
51.48,0.2807,2,1
51.5146,0.4241,3,1
51.5026,0.3553,3,1
51.4778,0.3026,2,1
51.5364,0.4553,3,1
51.3893,0.5423,3,1
51.4371,-1.071,3,1
51.4112,-1.38,3,1
51.4264,-0.9484,3,1
51.4557,-0.9896,3,1
51.4474,-0.9845,3,1
51.5096,-0.5884,3,1
51.5508,-0.7779,3,1
51.4297,-0.8794,3,1
51.9934,-0.7381,2,1
51.9983,-0.7727,2,1
50.8439,-0.1234,3,1
50.8638,-0.1449,3,1
50.8238,-0.1433,3,1
50.8258,-1.0699,3,1
50.8478,-1.085,3,1
50.7978,-1.0803,3,1
50.9478,-1.3953,2,1
50.6891,-1.3429,2,1
54.6616,-1.6628,3,1
53.0694,-2.4945,3,1
53.1645,-2.2456,2,1
53.222,-2.4575,1,1
53.1615,-2.9076,3,1
53.2615,-2.9785,3,1
53.0259,-2.719,3,1
52.9773,-2.4026,3,1
52.4546,-2.8373,3,1
50.1369,-5.3237,3,1
50.3345,-4.7937,3,1
50.2636,-5.0555,3,1
51.0634,-1.7826,3,1
51.2015,-1.8842,3,1
51.3451,-1.6706,3,1
51.5471,-1.8856,3,1
52.1918,-0.2994,3,1
55.1098,-1.6672,3,1
50.7482,-1.828,3,1
50.7238,-1.8482,3,1
50.7499,-1.9508,3,1
50.6294,-2.4719,2,1
50.8306,-2.1355,3,1
51.578,-0.5356,3,1
51.5304,-0.5881,3,1
52.292,-0.7054,3,1
52.5078,-0.7039,2,1
52.435,-0.8614,3,1
52.2672,-0.897,3,1
52.2128,-0.9542,3,1
54.3046,-1.56,3,1
53.7975,-1.2518,3,1
54.4374,-1.6392,3,1
53.9697,-1.5274,3,1
51.1277,-3.0079,3,1
53.4434,-2.2392,3,1
53.4688,-2.2156,2,1
53.3991,-2.2672,2,1
53.5376,-2.1042,3,1
53.5389,-2.1379,3,1
53.5284,-2.1321,3,1
53.5493,-2.1001,3,1
53.5938,-2.2232,3,1
53.4358,-2.1287,2,1
53.4517,-2.0547,3,1
53.4738,-2.1383,2,1
53.3803,-2.3748,2,1
53.3999,-2.3952,2,1
53.4767,-2.8977,3,1
53.4504,-2.9363,2,1
53.4212,-2.9475,3,1
53.3975,-2.9469,3,1
53.4258,-2.9826,2,1
53.3974,-2.9465,3,1
53.4073,-2.914,3,1
53.441,-2.9327,3,1
53.5875,-3.0388,3,1
53.4031,-3.0591,3,1
53.3746,-3.0267,3,1
53.4044,-3.076,3,1
53.3879,-3.03,2,1
53.5196,-1.3149,3,1
53.4817,-1.1905,3,1
53.5622,-1.0287,3,1
53.6164,-1.1444,2,1
53.4616,-1.1935,3,1
53.4618,-1.3325,2,1
53.3796,-1.2312,2,1
53.3727,-1.4176,3,1
53.3907,-1.5034,3,1
53.4073,-1.4129,2,1
54.9739,-1.6425,3,1
54.9689,-1.5773,3,1
54.9918,-1.6152,3,1
54.9806,-1.5745,3,1
55.0125,-1.4794,3,1
54.904,-1.3703,3,1
52.469,-1.907,3,1
52.5092,-1.802,3,1
52.4695,-1.9433,3,1
52.5082,-1.9059,3,1
52.4364,-1.9057,3,1
52.4279,-1.9052,3,1
52.4693,-1.9339,3,1
52.4156,-1.5783,1,1
52.4992,-2.1608,3,1
52.4491,-2.1288,3,1
52.5433,-2.0159,3,1
52.3988,-1.8075,3,1
52.593,-2.011,3,1
52.6141,-2.0312,3,1
52.5549,-2.1009,3,1
52.6171,-2.1311,2,1
53.8433,-1.9635,3,1
53.8281,-1.7639,3,1
53.7936,-1.7702,3,1
53.8107,-1.7154,3,1
53.7036,-1.7778,3,1
53.7254,-1.8782,3,1
53.7224,-1.7764,2,1
53.723,-1.9444,3,1
53.7226,-1.8921,3,1
53.713,-1.677,3,1
53.7021,-1.6044,3,1
53.7933,-1.5592,3,1
53.8185,-1.4663,3,1
53.7155,-1.5352,3,1
53.8059,-1.5334,3,1
53.8008,-1.5435,3,1
53.8277,-1.6837,2,1
53.7001,-1.2771,2,1
53.665,-1.3257,3,1
51.5171,-0.0815,3,1
51.5134,-0.0894,3,1
51.5163,-0.0826,2,1
51.5614,0.1755,3,1
51.5512,0.1548,3,1
51.5852,-0.2123,3,1
51.6545,-0.1832,3,1
51.6167,-0.2447,2,1
51.5755,-0.2202,3,1
51.549,-0.2484,3,1
51.5358,-0.2444,3,1
51.544,-0.2006,3,1
51.4129,-0.068,3,1
51.3825,0.1078,3,1
51.5324,-0.1278,3,1
51.5214,-0.1315,2,1
51.5187,-0.1285,3,1
51.5157,-0.1268,3,1
51.5509,-0.1406,3,1
51.5552,-0.1448,3,1
51.3741,-0.0966,3,1
51.3883,-0.0898,3,1
51.3647,-0.097,3,1
51.5129,-0.2601,2,1
51.5265,-0.2776,3,1
51.5296,-0.2925,3,1
51.6284,-0.0411,3,1
51.6111,-0.1157,3,1
51.6107,-0.127,3,1
51.6109,-0.1361,3,1
51.6515,-0.0589,2,1
51.4612,0.0575,3,1
51.473,-0.0157,3,1
51.5481,-0.0479,3,1
51.5221,-0.0765,3,1
51.5518,-0.0206,3,1
51.4856,-0.2024,3,1
51.4843,-0.2018,3,1
51.6069,-0.0856,3,1
51.5759,-0.0857,2,1
51.606,0.2337,3,1
51.5469,0.1868,2,1
51.5774,0.2562,3,1
51.5826,0.1889,2,1
51.6034,-0.4124,3,1
51.487,-0.4355,3,1
51.4821,-0.2559,2,1
51.5255,-0.0879,3,1
51.5718,-0.1352,2,1
51.5521,-0.0855,3,1
51.5232,-0.0952,3,1
51.4979,-0.1979,3,1
51.3967,-0.267,3,1
51.4136,-0.2729,2,1
51.4939,-0.1183,3,1
51.4761,-0.1263,3,1
51.4752,-0.0236,3,1
51.4834,-0.0306,3,1
51.5244,0.0728,3,1
51.5154,0.0782,3,1
51.5526,-0.0108,3,1
51.537,0.0156,3,1
51.5353,-0.0057,3,1
51.5522,0.0468,3,1
51.5402,0.0006,2,1
51.5761,0.0428,3,1
51.5765,0.0388,3,1
51.4459,-0.329,3,1
51.4361,-0.3367,3,1
51.4214,-0.335,3,1
51.4755,-0.0668,3,1
51.5001,-0.0786,3,1
51.4943,-0.0949,3,1
51.4987,-0.0698,3,1
51.4713,-0.0823,3,1
51.3715,-0.1738,3,1
51.3532,-0.1495,3,1
51.3694,-0.2085,3,1
51.5274,-0.0329,3,1
51.516,-0.0622,3,1
51.5148,-0.0618,3,1
51.512,-0.0192,3,1
51.5185,-0.0305,3,1
51.5199,-0.0564,3,1
51.5592,0.0111,3,1
51.5782,-0.007,3,1
51.6036,-0.0219,3,1
51.4301,-0.1407,3,1
51.4462,-0.1984,3,1
51.4443,-0.2353,3,1
51.4649,-0.1879,3,1
51.4605,-0.2154,3,1
51.4628,-0.1853,3,1
51.4301,-0.1659,3,1
51.4569,-0.1993,2,1
51.5203,-0.1606,3,1
51.5225,-0.1737,3,1
51.5158,-0.1367,3,1
51.5137,-0.1702,3,1
51.5233,-0.1454,3,1
52.4757,-0.1545,3,1
52.3581,-0.1262,3,1
52.2132,0.1506,3,1
52.5798,0.0564,1,1
52.1923,0.1334,3,1
52.3982,0.2567,3,1
52.3803,-0.2559,3,1
54.2789,-3.2192,3,1
54.5219,-3.5799,2,1
54.5375,-3.0591,2,1
54.2007,-2.7608,3,1
52.8884,-1.2885,3,1
53.3299,-1.9842,3,1
53.0957,-1.3788,2,1
51.0783,-4.0564,3,1
50.7421,-3.178,3,1
50.5364,-3.897,3,1
51.0172,-4.2103,3,1
50.4895,-3.7682,3,1
50.7292,-3.4321,1,1
50.7752,0.0966,3,1
50.7873,0.2735,2,1
50.8539,0.4752,3,1
51.6169,0.6124,3,1
51.8804,0.6923,3,1
51.7785,0.6022,2,1
51.6509,0.0998,2,1
50.9282,-1.015,3,1
51.315,-0.8168,1,1
50.7904,-0.9878,3,1
50.8913,-1.0003,2,1
51.2548,-1.1179,3,1
50.9854,-1.3872,3,1
