la,lo,s,n
53.0951,-2.4421,3,1
53.199,-2.4097,3,1
53.1989,-2.4716,2,1
52.6314,-2.8884,2,1
52.6446,-2.7938,3,1
50.2121,-5.2953,3,1
50.2793,-5.1663,3,1
50.3051,-5.1028,3,1
50.4124,-4.8407,2,1
50.4944,-4.4831,3,1
50.2672,-5.0411,3,1
50.4477,-4.7445,3,1
51.0831,-1.7781,3,1
51.3199,-1.9251,2,1
51.3352,-2.0005,2,1
52.1313,-0.4554,3,1
52.1524,-0.4949,3,1
52.1537,-0.4281,3,1
52.0734,-0.6304,2,1
50.7411,-1.8081,3,1
50.7263,-1.8667,3,1
50.7198,-2.2575,3,1
50.9619,-2.4866,3,1
50.7377,-2.056,3,1
51.6894,-0.5915,3,1
52.3888,-0.7235,2,1
52.3193,-0.593,3,1
52.3959,-0.7245,3,1
52.2207,-0.9373,3,1
53.8378,-0.9913,3,1
54.1024,-1.3867,2,1
54.45,-1.3227,3,1
54.0079,-1.4674,3,1
53.7832,-1.0643,2,1
51.1222,-2.993,3,1
51.2886,-2.7906,3,1
53.5905,-2.5768,3,1
53.5951,-2.4458,2,1
53.6056,-2.3357,3,1
53.4561,-2.2324,3,1
53.4349,-2.2655,3,1
53.4186,-2.2318,2,1
53.5004,-2.1965,3,1
53.5256,-2.1321,3,1
53.509,-2.3567,3,1
53.5089,-2.2561,3,1
53.4243,-2.1061,3,1
53.4792,-2.1414,3,1
53.5363,-2.6823,3,1
53.5035,-2.6133,3,1
53.4109,-2.9614,2,1
53.3977,-2.7048,3,1
53.5689,-3.0478,3,1
53.3944,-3.0118,3,1
53.5169,-1.3679,3,1
53.5397,-1.5148,3,1
53.5997,-1.0074,2,1
53.4224,-1.2071,3,1
53.3897,-1.4557,3,1
53.3435,-1.3609,2,1
53.3912,-1.4508,3,1
53.3623,-1.3908,2,1
53.4124,-1.4945,3,1
53.3744,-1.4625,3,1
53.3351,-1.3328,3,1
54.9737,-1.5669,2,1
55.0011,-1.5706,3,1
54.9554,-1.4977,2,1
54.966,-1.5085,3,1
54.924,-1.4238,2,1
52.5126,-1.9207,3,1
52.467,-1.8995,3,1
52.5212,-1.834,3,1
52.4652,-1.9022,3,1
52.5287,-1.8742,3,1
52.4862,-1.9182,3,1
52.4392,-1.8346,1,1
52.5528,-1.9084,3,1
52.4732,-1.8754,3,1
52.4088,-1.9482,3,1
52.4525,-1.9138,2,1
52.4928,-1.8278,1,1
52.4339,-1.5107,3,1
52.4429,-1.5319,2,1
52.4046,-1.5323,3,1
52.5138,-2.0728,3,1
52.4524,-2.0447,3,1
52.5076,-2.0804,3,1
52.5179,-2.0929,3,1
52.4838,-2.016,2,1
52.527,-2.0707,3,1
52.5374,-2.0157,2,1
52.4729,-1.7314,3,1
52.4228,-1.7584,3,1
52.4693,-1.7521,3,1
52.5638,-1.9649,2,1
52.5848,-1.9784,3,1
52.5967,-2.1291,2,1
52.6126,-2.1148,3,1
52.6249,-2.1412,2,1
53.8362,-1.7885,3,1
53.7739,-1.7258,2,1
53.8272,-1.8242,3,1
53.7701,-1.7557,3,1
53.7815,-1.7214,3,1
53.794,-1.7571,3,1
53.6326,-2.0015,3,1
53.7215,-2.1087,3,1
53.7497,-1.378,2,1
53.9285,-1.3855,3,1
53.8489,-1.5926,3,1
53.7477,-1.6516,3,1
53.8126,-1.5637,2,1
53.8038,-1.5398,3,1
53.7077,-1.3678,2,1
53.666,-1.4562,3,1
53.6735,-1.5799,3,1
54.9333,-1.579,3,1
54.9623,-1.6851,3,1
54.9069,-1.5586,3,1
51.5133,-0.0895,3,1
51.5231,0.1364,3,1
51.5939,-0.2394,3,1
51.5968,-0.1981,3,1
51.6167,-0.15,3,1
51.5996,-0.2662,3,1
51.4509,0.1128,3,1
51.4507,0.1257,2,1
51.5657,-0.2655,2,1
51.5584,-0.2754,3,1
51.4199,-0.0614,3,1
51.4198,0.0185,3,1
51.3708,-0.0969,3,1
51.3971,-0.0871,3,1
51.5064,-0.2624,2,1
51.5349,-0.3472,3,1
51.5097,-0.3284,3,1
51.6826,-0.0397,3,1
51.6323,-0.1275,3,1
51.6595,-0.0539,3,1
51.6622,-0.0646,2,1
51.6507,-0.1494,3,1
51.66,-0.058,3,1
51.6368,-0.0505,3,1
51.6329,-0.127,2,1
51.6362,-0.0676,3,1
51.4902,0.072,2,1
51.4825,0.1117,3,1
51.525,-0.0814,3,1
51.5362,-0.0769,3,1
51.5559,-0.0745,3,1
51.4987,-0.2434,3,1
51.5947,-0.1466,3,1
51.5662,-0.102,3,1
51.5892,-0.079,3,1
51.602,-0.1049,3,1
51.578,-0.099,3,1
51.5702,-0.3707,3,1
51.59,-0.3447,3,1
51.5711,0.1812,3,1
51.573,0.1946,3,1
51.5218,0.213,3,1
51.5229,-0.436,3,1
51.4933,-0.4226,2,1
51.5868,-0.4051,3,1
51.4457,-0.3996,3,1
51.5406,-0.1094,3,1
51.5642,-0.1306,2,1
51.4833,-0.1854,2,1
51.5081,-0.1996,3,1
51.3821,-0.2842,3,1
51.3994,-0.3026,3,1
51.3826,-0.277,3,1
51.4774,-0.1018,3,1
51.4687,-0.0393,2,1
51.5173,0.0261,3,1
51.5386,0.0438,2,1
51.5172,0.0322,2,1
51.515,0.0062,3,1
51.5506,0.0475,3,1
51.5825,0.1174,3,1
51.5917,0.0833,3,1
51.5648,0.0659,3,1
51.4659,-0.2669,2,1
51.435,-0.3751,3,1
51.4733,-0.0712,3,1
51.5047,-0.0922,3,1
51.4875,-0.0953,3,1
51.4909,-0.0529,3,1
51.4634,-0.0547,3,1
51.3877,-0.1939,3,1
51.5148,-0.0625,3,1
51.5877,-0.0359,3,1
51.4509,-0.1478,3,1
51.4408,-0.1695,3,1
51.4208,-0.1393,3,1
51.52,-0.1729,2,1
51.4874,-0.144,3,1
51.5082,-0.1395,3,1
51.5083,-0.1369,2,1
51.5018,-0.1681,3,1
51.5159,-0.1641,3,1
52.2179,0.2582,3,1
52.1807,0.1517,2,1
52.6663,0.1733,3,1
52.1673,0.1576,2,1
52.6646,0.1547,3,1
54.5754,-3.5678,3,1
54.3215,-2.9399,3,1
54.7263,-2.7808,3,1
53.3228,-1.9839,3,1
53.1754,-1.6411,3,1
53.3454,-1.7339,2,1
53.2153,-1.3247,3,1
53.0577,-1.4153,3,1
52.9228,-1.2884,3,1
50.8137,-4.2525,3,1
50.6646,-3.4346,3,1
50.9763,-4.0738,3,1
51.0329,-3.841,3,1
50.9253,-3.3779,2,1
50.9684,0.0962,2,1
50.7539,0.2053,3,1
50.8755,0.5586,3,1
50.8411,0.4466,3,1
50.8159,0.245,3,1
51.095,0.0434,2,1
50.8435,0.4365,3,1
51.8172,0.7361,2,1
51.5752,0.3002,3,1
51.7703,0.4689,2,1
51.6176,0.6057,3,1
51.8505,0.5256,3,1
51.6144,0.6843,3,1
51.7869,0.5295,3,1
51.7875,0.1317,3,1
51.6556,-0.0053,3,1
51.8784,0.8556,3,1
51.8716,1.0554,2,1
51.7974,1.1526,3,1
51.9042,-2.0696,3,1
51.8237,-2.1705,2,1
50.851,-1.2291,2,1
51.2434,-0.9507,2,1
50.9098,-1.199,3,1
51.1074,-1.4413,3,1
51.7095,-0.0493,3,1
51.6815,-0.2328,3,1
51.8086,-0.1577,3,1
51.6196,-0.511,3,1
51.7561,-0.4267,3,1
51.7576,-0.016,3,1
51.8079,-0.0304,3,1
51.7518,-0.2455,3,1
51.8979,-0.2078,3,1
51.8152,-0.3528,3,1
51.8145,-0.1931,3,1
51.3638,1.1989,2,1
51.3846,0.2075,3,1
51.3332,0.5029,3,1
51.1491,1.274,3,1
51.3998,0.4433,3,1
51.4404,0.2772,3,1
51.3172,0.157,3,1
51.4457,0.2146,3,1
51.1881,0.0679,2,1
51.2026,0.063,3,1
51.4432,0.2377,2,1
51.4509,0.297,2,1
51.3469,0.7338,3,1
51.0857,1.1355,3,1
51.4305,0.3013,2,1
53.8287,-2.3305,2,1
53.6247,-2.9873,3,1
53.7998,-2.7249,3,1
53.7177,-2.6703,2,1
53.712,-2.6153,2,1
53.5562,-2.8305,3,1
53.577,-2.8769,3,1
53.5277,-2.7547,1,1
53.6956,-2.6807,2,1
53.7464,-2.6677,2,1
53.7457,-2.3557,3,1
53.718,-2.4306,3,1
52.6144,-1.1684,3,1
53.2533,-0.5342,3,1
53.1936,-0.5541,3,1
53.2451,-0.5294,3,1
52.9764,-0.0558,2,1
53.1296,-0.4875,3,1
53.2214,-0.5445,3,1
53.2306,-0.5297,2,1
52.9663,-0.0277,2,1
53.2108,-0.3174,3,1
53.401,-0.7793,3,1
53.1189,0.1043,3,1
53.4957,-0.0271,2,1
52.6006,0.2279,3,1
52.6549,1.2928,3,1
52.6253,1.2955,3,1
52.654,1.2775,3,1
52.4274,0.7337,3,1
52.6394,1.3362,3,1
52.452,0.8618,1,1
52.5869,1.6885,3,1
52.7613,0.3985,2,1
52.4648,0.9585,3,1
52.7566,1.2585,3,1
53.1255,-1.2369,3,1
53.0793,-0.8262,3,1
53.0984,-1.117,3,1
53.0856,-0.7991,2,1
52.0107,-1.4253,3,1
51.7626,-1.5845,3,1
51.7912,-1.4213,3,1
52.6957,-1.8235,3,1
52.6512,-1.835,3,1
52.0601,1.1463,3,1
52.2181,0.9492,3,1
52.0618,1.2025,3,1
52.0253,1.236,2,1
51.4224,-0.4406,3,1
51.3176,-0.6224,3,1
51.2364,-0.4014,2,1
51.2085,-0.8023,2,1
51.4618,-0.4939,3,1
51.2258,-0.7835,3,1
51.2055,-0.7191,2,1
51.3685,-0.3966,3,1
51.3235,-0.1982,3,1
51.3678,-0.6306,2,1
51.1844,-0.6171,3,1
51.1143,-0.6785,3,1
51.3086,-0.244,3,1
51.3709,-0.4013,3,1
51.3696,-0.3658,2,1
51.3327,-0.262,3,1
52.2623,-1.8951,3,1
52.4779,-1.4363,3,1
52.4623,-1.4955,3,1
50.9284,-0.3232,3,1
50.8383,-0.8072,3,1
56.1203,-3.8143,3,1
56.0569,-3.7743,2,1
57.2817,-3.6716,3,1
57.527,-3.8089,2,1
55.9494,-4.7632,3,1
55.6379,-4.794,2,1
55.6877,-3.7141,3,1
55.9715,-3.1733,2,1
56.6948,-2.5151,3,1
56.4863,-2.9509,3,1
55.9397,-4.2113,3,1
56.1815,-3.1467,3,1
55.8869,-4.2574,3,1
55.8691,-4.119,3,1
55.8689,-4.0433,3,1
53.3061,-3.7391,3,1
53.3236,-3.7926,2,1
53.229,-3.8265,3,1
53.3231,-3.8271,2,1
53.1205,-3.2308,3,1
53.2026,-3.1157,2,1
53.2864,-3.3194,3,1
53.0273,-3.0306,3,1
52.9918,-3.0378,3,1
53.0852,-2.9717,3,1
51.8214,-4.6594,3,1
51.6611,-3.8769,1,1
51.6194,-4.0245,3,1
51.5472,-3.3884,3,1
51.6369,-3.4523,3,1
51.8341,-3.0001,2,1
54.5418,-0.9821,2,1
54.5088,-1.3093,3,1
54.5432,-1.326,3,1
54.5253,-1.5659,2,1
53.3913,-2.451,3,1
53.7497,-2.4602,3,1
53.8233,-3.0175,3,1
53.7434,-0.3426,3,1
53.7922,-0.3509,2,1
53.736,-0.3604,3,1
53.5551,-0.0863,3,1
53.5625,-0.1101,2,1
53.5103,-0.5273,3,1
53.5769,-0.6393,2,1
52.6407,-1.1794,2,1
52.6584,-1.1596,3,1
52.6232,-1.1349,3,1
52.6452,-0.7729,3,1
52.9977,-1.1973,3,1
51.9225,-2.6757,2,1
52.0042,-2.798,3,1
51.3851,-2.3637,3,1
51.4579,-2.5632,3,1
51.4582,-2.5531,3,1
51.4487,-2.5842,2,1
50.3686,-4.1446,3,1
50.4774,-3.5335,3,1
50.4807,-3.5449,3,1
51.5661,-1.7747,3,1
51.5676,-1.8072,3,1
52.575,-0.2532,2,1
51.8789,-0.4405,2,1
51.5039,0.3248,3,1
51.4802,0.3527,3,1
51.5221,-0.7201,3,1
51.4363,-0.8958,3,1
52.0551,-0.7725,3,1
50.8327,-0.1491,2,1
50.8283,-0.1612,3,1
50.8,-1.0955,2,1
50.8098,-1.0781,2,1
50.9109,-1.4035,3,1
54.7697,-1.4647,3,1
54.7011,-1.6007,3,1
53.1793,-2.4359,3,1
53.3025,-2.4039,3,1
53.0396,-2.459,3,1
53.3151,-2.545,3,1
53.2046,-2.9034,2,1
53.1696,-2.9256,3,1
52.71,-2.7371,2,1
50.434,-4.7734,3,1
50.3766,-4.1983,3,1
50.3384,-4.7748,3,1
50.2274,-5.2689,3,1
51.4774,-2.1322,3,1
51.476,-2.0973,3,1
51.9128,-0.6567,3,1
55.0861,-1.4814,2,1
55.087,-1.5826,3,1
55.2975,-1.7148,3,1
50.7263,-1.8412,3,1
50.7265,-1.8619,3,1
50.7497,-1.8243,2,1
50.7451,-1.7352,3,1
50.7334,-2.0713,3,1
50.6454,-2.5342,3,1
50.8684,-1.8699,3,1
51.5269,-0.6657,3,1
51.6369,-0.7713,3,1
51.5224,-0.6893,1,1
51.6102,-0.6451,3,1
52.49,-0.6769,1,1
52.3157,-0.5416,2,1
52.2166,-0.8894,3,1
52.237,-1.0404,3,1
52.1988,-0.8773,2,1
52.0017,-1.273,3,1
51.9975,-1.1809,1,1
52.278,-0.864,2,1
52.2115,-0.7734,3,1
52.1057,-0.9408,1,1
54.2294,-0.3638,3,1
54.2894,-1.5931,3,1
54.0731,-1.0002,3,1
50.9417,-2.6861,2,1
51.0354,-2.8192,3,1
51.0276,-3.1109,2,1
53.5447,-2.3902,2,1
53.5489,-2.5233,3,1
53.4987,-2.2549,3,1
53.5717,-2.1737,3,1
53.387,-2.1807,3,1
53.4248,-2.326,3,1
53.5412,-2.5997,3,1
53.4398,-2.9928,3,1
53.4494,-2.9438,2,1
53.4075,-2.98,3,1
53.3711,-2.8739,2,1
53.4931,-2.9536,3,1
53.5467,-1.4747,2,1
53.5948,-1.4813,2,1
53.4944,-1.27,2,1
53.4708,-1.304,2,1
53.4201,-1.3051,3,1
53.3787,-1.2071,3,1
53.4155,-1.4454,3,1
53.397,-1.6671,1,1
53.3485,-1.4779,2,1
55.0442,-1.5498,3,1
54.8705,-1.4578,2,1
52.4267,-1.8886,2,1
52.4735,-1.9307,3,1
52.4811,-1.8955,3,1
52.4727,-1.8753,3,1
52.4722,-1.9684,3,1
52.474,-1.8513,3,1
52.4726,-1.8754,3,1
52.4429,-1.9423,3,1
52.4696,-1.7923,3,1
52.4418,-1.9787,3,1
52.4299,-1.8696,3,1
52.4988,-1.8595,2,1
52.409,-1.5428,3,1
52.4925,-2.1227,2,1
52.5007,-2.1515,3,1
52.4862,-2.1293,2,1
52.5099,-1.9621,3,1
52.4867,-1.7495,3,1
52.568,-1.9796,3,1
52.5971,-2.0318,3,1
52.5851,-2.1383,2,1
53.8437,-1.961,3,1
53.8049,-1.7536,2,1
53.87,-1.8907,2,1
53.7813,-1.7578,2,1
53.6394,-1.965,3,1
53.7218,-2.1014,3,1
53.6427,-1.7842,3,1
53.6184,-1.7173,1,1
53.7026,-1.5979,2,1
53.7733,-1.547,2,1
53.8067,-1.6365,3,1
53.7932,-1.601,3,1
53.7909,-1.5756,3,1
53.8217,-1.5134,3,1
53.7096,-1.3328,3,1
53.6503,-1.6028,2,1
54.8944,-1.5592,3,1
51.5608,0.1529,3,1
51.5896,-0.2352,3,1
51.609,-0.2583,3,1
51.6165,-0.1768,3,1
51.4172,0.1163,2,1
51.4506,0.1095,3,1
51.4387,0.1343,3,1
51.5536,-0.2867,3,1
51.5383,-0.2819,3,1
51.5464,-0.2737,3,1
51.5459,-0.2519,3,1
51.5605,-0.2196,3,1
51.3203,0.0286,3,1
51.3988,-0.0443,3,1
51.4269,0.0537,3,1
51.5436,-0.1625,3,1
51.5241,-0.1442,2,1
51.5376,-0.1735,3,1
51.5541,-0.1392,3,1
51.3335,-0.1226,3,1
51.3055,-0.1238,3,1
51.3418,-0.0162,2,1
51.3607,-0.0856,3,1
51.4993,-0.3474,3,1
51.5471,-0.3408,3,1
51.5049,-0.262,2,1
51.5322,-0.3717,3,1
51.5306,-0.2926,3,1
51.5128,-0.3076,3,1
51.5421,-0.3798,3,1
51.614,-0.0867,3,1
51.6453,-0.0318,3,1
51.4847,0.0333,3,1
51.479,0.0105,3,1
51.5513,-0.0209,3,1
51.5607,-0.0488,3,1
51.5288,-0.0938,3,1
51.5732,-0.0886,3,1
51.5704,-0.0964,3,1
51.4843,-0.2104,3,1
51.514,-0.2459,3,1
51.5834,-0.1,2,1
51.6053,-0.0857,3,1
51.6088,-0.2854,3,1
51.5584,0.2227,2,1
51.5977,0.1559,3,1
51.5558,0.208,3,1
51.5895,0.2337,3,1
51.5909,-0.4815,2,1
51.5119,-0.4033,3,1
51.5296,-0.4819,3,1
51.5252,-0.3915,3,1
51.4815,-0.4501,3,1
51.4847,-0.3439,3,1
51.4873,-0.3152,3,1
51.4928,-0.2716,3,1
51.55,-0.1088,3,1
51.5476,-0.1057,3,1
51.5642,-0.1056,3,1
51.5393,-0.0934,3,1
51.5549,-0.1204,2,1
51.4877,-0.1951,3,1
51.5172,-0.2098,3,1
51.4411,-0.0929,3,1
51.4417,-0.106,3,1
51.4516,-0.1421,3,1
51.4643,-0.1312,3,1
51.4271,-0.0851,3,1
51.4685,-0.0986,2,1
51.4586,-0.0341,3,1
51.4421,-0.0082,3,1
51.4731,-0.0325,3,1
51.4764,-0.0281,3,1
51.406,-0.2371,3,1
51.5301,0.0377,3,1
51.5136,0.0097,2,1
51.5313,0.0443,3,1
51.5158,0.0114,3,1
51.5509,0.0926,3,1
51.5823,0.1176,3,1
51.4649,-0.2647,3,1
51.408,-0.3467,2,1
51.4677,-0.2771,3,1
51.4797,-0.0574,3,1
51.5047,-0.0916,3,1
51.4926,-0.0984,2,1
51.4893,-0.0785,3,1
51.497,-0.081,2,1
51.4775,-0.0988,3,1
51.3791,-0.2011,3,1
51.3853,-0.2106,3,1
51.512,-0.004,3,1
51.5153,-0.0084,3,1
51.5274,-0.0244,3,1
51.5228,-0.0402,3,1
51.4891,-0.0068,2,1
51.5143,-0.0557,3,1
51.4741,-0.1476,3,1
51.4445,-0.1674,3,1
51.4535,-0.1673,2,1
51.4569,-0.1993,3,1
51.4535,-0.1936,3,1
51.5025,-0.1499,3,1
51.51,-0.1332,3,1
51.5217,-0.1573,3,1
52.215,0.2219,2,1
52.3924,0.2422,3,1
52.1867,0.0752,2,1
52.2371,0.0575,3,1
54.6611,-2.7366,3,1
54.907,-2.9522,2,1
54.709,-3.499,2,1
54.9727,-2.8451,3,1
54.896,-2.9254,3,1
53.2309,-1.422,3,1
53.0182,-1.3345,3,1
52.7808,-1.5407,3,1
53.1385,-1.3513,3,1
53.2764,-1.2446,3,1
53.4694,-1.9835,3,1
50.6168,-3.768,2,1
51.182,-3.9093,3,1
50.682,-3.236,2,1
50.8079,-3.4253,2,1
50.5392,-3.6561,3,1
50.7273,-3.3986,2,1
50.8527,0.2513,3,1
50.9706,0.0801,3,1
50.8236,0.245,3,1
51.0309,0.4554,3,1
50.774,0.296,3,1
51.753,0.1014,3,1
51.8821,0.5572,3,1
51.6519,0.5287,3,1
52.0206,0.7006,3,1
51.8697,0.5038,3,1
51.8944,-2.1305,3,1
51.6225,-2.176,3,1
51.7969,-2.5986,2,1
50.8247,-1.2133,3,1
50.9753,-1.1819,2,1
50.8854,-1.3023,2,1
51.3295,-0.7882,3,1
51.3167,-0.8857,2,1
50.8535,-1.4993,2,1
50.9948,-1.4789,3,1
51.264,-1.0843,3,1
51.1612,-1.4034,1,1
50.8896,-1.6649,3,1
51.3065,-1.0333,1,1
51.6202,-0.4438,3,1
51.6253,-0.3953,3,1
51.8073,-0.3422,2,1
51.7082,-0.0413,3,1
51.6287,-0.3821,2,1
51.7627,-0.0036,3,1
51.6469,-0.3848,3,1
51.73,-0.3905,3,1
51.3096,0.4165,2,1
51.0806,1.0492,2,1
51.4346,0.763,3,1
51.3376,0.6415,3,1
51.1992,0.3941,3,1
51.3986,0.4536,3,1
51.4372,0.765,3,1
51.1874,1.3692,1,1
51.2197,1.4027,3,1
51.3001,0.4062,3,1
51.0731,1.1406,2,1
53.6225,-2.6118,3,1
53.7587,-2.6975,3,1
53.7363,-2.9566,2,1
54.0571,-2.7915,3,1
54.0513,-2.7983,3,1
54.059,-2.7688,3,1
53.8554,-2.8523,3,1
53.8223,-2.2342,3,1
53.789,-2.2575,3,1
52.5781,-1.3098,2,1
52.7178,-1.3538,3,1
52.502,-1.1889,3,1
53.3732,0.0015,2,1
53.1501,-0.5768,3,1
53.2951,0.0317,2,1
52.9077,-0.6744,3,1
53.178,0.1157,3,1
53.2236,-0.5434,3,1
52.9072,-0.1288,3,1
52.8044,-0.22,3,1
53.142,-0.2154,2,1
53.209,-0.1207,3,1
52.6582,1.2546,3,1
52.7012,0.7019,3,1
52.6798,1.3136,3,1
53.2452,-1.1916,3,1
53.0288,-0.8872,2,1
53.1995,-0.811,2,1
52.9277,-1.2783,3,1
52.9339,-1.1192,2,1
52.9664,-1.0823,2,1
52.8189,-1.0639,3,1
51.8243,-1.3941,3,1
51.6158,-1.2979,3,1
53.0552,-2.285,3,1
52.8199,-2.1182,3,1
52.7134,-2.005,3,1
52.5164,-2.1793,2,1
52.0465,1.1664,3,1
51.9789,1.3204,3,1
51.2732,-0.0676,3,1
51.2999,-0.4926,3,1
51.3477,-0.5408,2,1
51.3793,-0.5214,2,1
51.2403,-0.5759,3,1
51.2194,-0.6369,2,1
51.2377,-0.5662,2,1
51.3268,-0.6389,3,1
51.344,-0.6457,3,1
51.2424,-0.5042,3,1
51.334,-0.7202,3,1
52.4847,-1.7249,3,1
52.5648,-1.6483,2,1
52.4642,-1.487,1,1
52.3894,-1.2619,3,1
51.0045,-0.0973,3,1
51.1375,-0.0347,3,1
50.7813,-0.7898,2,1
50.8813,-0.5879,2,1
50.9778,-0.3428,3,1
52.3193,-2.5093,3,1
55.6321,-4.787,2,1
57.3832,-2.5956,2,1
55.9531,-3.1147,3,1
55.9589,-3.1718,3,1
55.8413,-4.4242,3,1
56.2316,-3.9055,2,1
55.8146,-4.3521,2,1
55.8498,-4.1435,3,1
55.8715,-4.1431,3,1
55.858,-4.0669,3,1
53.282,-4.2158,3,1
53.2985,-3.8078,1,1
52.2133,-4.1282,3,1
52.1054,-4.1266,3,1
51.781,-5.0821,3,1
51.7183,-5.0246,3,1
52.0254,-4.3892,3,1
51.8165,-4.1163,3,1
51.6373,-3.9382,3,1
51.6556,-3.796,3,1
51.7067,-3.8589,3,1
51.7165,-3.848,3,1
51.4062,-3.2664,3,1
51.4311,-3.2198,3,1
51.4004,-3.2837,3,1
51.5173,-3.1032,3,1
51.4992,-3.1915,2,1
51.6244,-3.4612,3,1
51.6797,-3.2136,3,1
51.7359,-3.1454,2,1
51.7964,-3.2016,3,1
51.7835,-3.26,3,1
51.7527,-3.3625,3,1
53.3388,-2.7034,2,1
53.3884,-2.6207,3,1
53.728,-2.5027,3,1
53.7471,-2.4852,3,1
53.7167,-2.4841,3,1
53.7487,-2.4554,3,1
53.7289,-2.4984,2,1
53.8024,-3.0393,2,1
53.8516,-3.0411,3,1
53.8541,-3.0514,2,1
53.7803,-0.3456,3,1
53.9557,-0.2754,3,1
53.8281,-0.3994,2,1
53.6448,-0.3021,2,1
53.6869,-0.4411,2,1
53.989,-1.0731,3,1
53.956,-1.1226,2,1
52.8854,-1.4857,3,1
52.9295,-1.5031,3,1
52.0959,-2.6894,3,1
52.0809,-2.7053,2,1
51.4873,-2.5484,3,1
51.4428,-2.5999,3,1
51.4753,-2.769,2,1
51.4235,-2.8523,3,1
51.6126,-2.4846,2,1
50.4682,-3.5244,3,1
50.4344,-3.5655,3,1
51.5834,-1.7752,3,1
51.581,-1.8029,3,1
51.5074,-1.8233,3,1
51.5542,-1.7202,2,1
52.5768,-0.2466,2,1
51.9062,-0.4593,3,1
51.8731,-0.3997,3,1
51.8826,-0.4252,3,1
51.8784,-0.4059,3,1
51.9066,-0.4777,3,1
51.5457,0.64,2,1
51.5367,0.7427,3,1
51.375,0.5521,3,1
51.3726,0.499,3,1
51.4151,-0.7528,3,1
51.4315,-1.0905,2,1
51.4624,-1.0138,3,1
51.4546,-0.9848,3,1
51.5188,-0.5785,3,1
51.4825,-0.5202,3,1
51.5056,-0.7633,3,1
51.4116,-0.8296,3,1
52.1571,-0.7128,3,1
52.0124,-0.7507,2,1
50.8534,-1.0536,3,1
50.918,-1.428,3,1
50.6755,-1.2831,3,1
53.3153,-2.0183,3,1
53.3496,-2.1261,3,1
53.2666,-2.0804,3,1
53.0926,-2.4456,3,1
53.2989,-2.9703,3,1
52.53,-2.7536,3,1
50.2485,-5.2407,3,1
50.5711,-4.4155,3,1
50.2794,-5.167,3,1
50.3732,-5.1084,3,1
50.2532,-5.1573,3,1
50.4256,-4.2823,3,1
51.0879,-2.3024,3,1
51.239,-1.6396,1,1
52.124,-0.4852,3,1
52.0768,-0.5987,3,1
55.172,-1.5547,3,1
54.9698,-2.1051,3,1
55.0991,-1.5665,3,1
50.761,-1.8417,3,1
50.7594,-1.9256,3,1
50.7285,-1.7375,3,1
50.7371,-1.9918,3,1
50.7806,-1.8827,3,1
50.715,-2.4416,3,1
51.6204,-0.7843,2,1
51.6247,-0.7796,3,1
51.6262,-0.7343,3,1
51.9468,-0.8091,3,1
52.2923,-0.6213,3,1
52.2525,-0.809,2,1
54.0818,-1.3975,3,1
54.0442,-1.5575,3,1
53.8434,-0.9953,3,1
54.3956,-1.3109,3,1
54.2945,-1.8187,3,1
54.0041,-1.5357,3,1
