la,lo,s
54.7955,-3.0513,3
54.4426,-3.5242,3
54.661,-3.2297,3
54.3724,-0.6816,2
54.3371,-1.5938,2
53.9442,-1.5498,3
54.136,-1.2332,2
54.3737,-1.634,2
54.2276,-1.3257,3
54.0656,-0.8361,2
54.279,-0.947,3
53.9853,-1.5459,3
51.1457,-3.8098,3
51.0429,-2.4526,3
53.6022,-2.2536,3
53.4613,-2.2073,1
53.5466,-2.1279,3
53.4795,-2.2869,3
53.5166,-2.351,2
53.429,-2.1568,3
53.382,-2.1623,3
53.4342,-2.1571,2
53.4767,-2.9056,1
53.4109,-2.9806,3
53.432,-2.9576,3
53.4283,-2.9497,2
53.3577,-2.8997,3
53.3866,-2.9189,3
53.4711,-2.6216,3
53.4617,-2.7033,3
53.6497,-3.0029,3
53.4042,-3.0824,3
53.3964,-3.0234,2
53.5789,-1.4798,3
53.5166,-1.3681,3
53.4984,-1.0174,3
53.4599,-1.3445,3
53.3261,-1.4795,3
53.3656,-1.4056,2
53.3386,-1.4511,2
53.4111,-1.4883,3
53.3364,-1.513,3
53.3866,-1.5218,3
54.9207,-1.4025,3
52.4459,-1.8861,3
52.4588,-1.871,3
52.4819,-1.7776,3
52.4969,-1.9152,3
52.5084,-1.9489,3
52.5025,-1.9026,3
52.4825,-1.9367,3
52.4148,-1.9712,3
52.4344,-1.4951,3
52.4495,-1.4716,3
52.4964,-2.1335,3
52.4328,-2.1399,2
52.4844,-2.0742,2
52.45,-2.1305,3
52.4956,-2.1678,3
52.4957,-1.9559,3
52.4903,-1.9675,3
52.5507,-1.9434,3
52.4138,-1.8086,3
52.5764,-2.1278,3
52.5767,-2.1069,3
52.5833,-2.0977,3
53.764,-1.7628,3
53.8223,-1.8289,2
53.7923,-1.7291,3
53.8638,-1.9115,3
53.8052,-1.7507,3
53.7813,-1.8106,2
53.8088,-1.7728,3
53.7911,-1.8332,2
53.718,-1.8765,2
53.6517,-1.9401,3
53.7421,-1.8964,3
53.6306,-1.7422,3
53.7152,-1.6004,2
53.6109,-1.7786,3
53.7873,-1.537,3
53.8482,-1.5319,3
53.789,-1.5229,3
53.8275,-1.5666,3
53.812,-1.5253,3
53.8275,-1.547,2
53.758,-1.6647,3
54.9245,-1.6017,3
51.5165,-0.0771,3
51.557,0.1469,3
51.5783,-0.222,3
51.6274,-0.1614,3
51.6326,-0.1585,3
51.5894,-0.1998,3
51.4626,0.1056,3
51.4913,0.1218,3
51.5405,-0.2551,3
51.5516,-0.2219,3
51.5417,-0.2974,3
51.4207,-0.0298,2
51.3151,0.0332,3
51.3841,0.0132,3
51.4014,-0.0387,1
51.5496,-0.1636,3
51.5557,-0.1456,3
51.5216,-0.1134,3
51.3725,-0.0967,2
51.3856,-0.1211,3
51.3908,-0.1071,3
51.403,-0.0827,3
51.3647,-0.1185,3
51.3807,-0.1022,3
51.3917,-0.118,3
51.4065,-0.1256,3
51.3985,-0.0945,3
51.3822,-0.069,3
51.4091,-0.1222,3
51.3792,-0.1038,3
51.3209,-0.1382,3
51.3391,-0.0037,3
51.3794,-0.1039,3
51.3837,-0.0649,3
51.3667,-0.1014,3
51.5322,-0.2949,3
51.5038,-0.3558,3
51.6506,-0.0651,3
51.6666,-0.0156,2
51.6138,-0.0455,3
51.6711,-0.0276,3
51.6116,-0.1282,3
51.6449,-0.0321,3
51.6368,-0.0815,3
51.45,0.0296,3
51.5667,-0.0738,3
51.5389,-0.0564,3
51.54,-0.0538,3
51.5064,-0.2386,3
51.48,-0.1956,3
51.5063,-0.2307,3
51.5948,-0.0691,3
51.5983,-0.0961,3
51.577,-0.1172,3
51.5824,-0.0725,3
51.5741,-0.0957,3
51.5614,-0.3325,3
51.599,-0.2908,3
51.5633,0.2664,3
51.5837,0.2205,3
51.5803,0.204,3
51.5168,-0.4637,3
51.5633,-0.4441,3
51.538,-0.4825,3
51.5632,-0.3828,3
51.5721,-0.4214,3
51.4926,-0.4161,3
51.4894,-0.2641,3
51.4465,-0.4233,3
51.4669,-0.3702,3
51.5641,-0.1057,3
51.5662,-0.1336,3
51.5426,-0.0921,2
51.4856,-0.1735,3
51.5052,-0.1928,3
51.4951,-0.1828,2
51.3833,-0.2767,3
51.4004,-0.2536,3
51.4138,-0.2708,3
51.4007,-0.2653,3
51.4283,-0.0937,3
51.4601,-0.1292,3
51.4965,-0.1114,2
51.4576,-0.1358,3
51.4588,-0.0123,3
51.4508,-0.04,3
51.484,-0.032,3
51.4423,-0.0462,3
51.4225,-0.0026,2
51.4138,-0.1491,3
51.5386,0.0285,3
51.531,0.0374,3
51.5594,0.0702,3
51.5759,0.0606,3
51.5799,0.0543,3
51.5506,0.0746,3
51.6033,0.0506,3
51.5576,0.1023,3
51.4956,-0.1005,3
51.4712,-0.0698,3
51.3747,-0.1795,3
51.3703,-0.2103,3
51.388,-0.1825,3
51.5147,-0.0623,3
51.5133,-0.0517,3
51.5189,-0.0399,3
51.5977,0.0057,3
51.5693,-0.0038,3
51.5711,0.0104,3
51.471,-0.1696,3
51.5226,-0.1553,3
51.5047,-0.1232,3
52.5607,-0.1228,3
52.3408,-0.1517,3
52.671,0.1677,3
52.2079,0.1441,3
52.2038,0.1231,3
53.0192,-1.3289,3
53.259,-1.4348,3
53.4758,-1.9551,2
50.9567,-4.165,2
50.9838,0.2194,3
50.8619,0.5982,3
50.8472,0.2555,3
50.8627,0.5597,3
50.7645,0.287,3
50.7967,0.0588,3
50.7957,-0.0217,2
51.7394,0.5204,3
51.6791,0.7678,2
51.789,1.1587,2
51.583,0.5613,3
51.7863,1.1519,2
51.6,0.3109,3
51.8794,0.8789,3
51.6379,0.0332,3
51.575,0.5328,3
51.8629,0.8266,3
51.7176,0.4865,3
51.9877,-2.1253,3
51.8683,-2.1965,3
51.8463,-2.2301,3
51.9092,-2.0805,3
50.9228,-1.5241,3
50.8757,-1.0142,3
50.9055,-1.2949,3
51.3308,-0.7796,3
51.2775,-1.3438,3
50.9344,-1.4737,3
51.7667,-0.2177,3
51.8215,-0.3548,3
51.2931,1.1052,3
51.41,0.861,3
51.4469,0.2023,3
51.3886,1.394,3
51.0695,0.5072,2
51.4244,0.2368,3
51.3024,0.3927,2
51.0297,0.8696,1
51.4379,0.2257,3
51.3856,0.719,3
51.352,0.7092,3
51.2749,0.1017,2
51.3606,1.4284,3
51.2343,1.14,2
51.0764,1.1655,3
51.4299,0.2825,3
51.1306,0.2635,3
51.3694,0.2143,3
51.2675,0.5275,3
51.2042,0.2776,3
51.3378,0.2885,3
51.4406,0.3646,3
51.096,1.1988,2
53.8036,-2.9477,3
53.7762,-2.73,3
53.9011,-3.0272,3
53.7912,-2.8828,2
53.5656,-2.8678,3
53.7073,-2.6242,2
54.0458,-2.8003,2
54.1239,-2.7354,3
52.4837,-1.292,3
52.5714,-1.216,2
52.5705,-1.4811,3
52.4503,-1.1956,3
52.678,-1.1185,3
52.5763,-1.201,3
52.7541,-0.9106,3
52.5139,-1.3344,3
53.1983,-0.3952,3
53.1372,0.3008,2
53.3001,0.2842,2
53.3932,-0.7757,3
52.7767,-0.1658,3
52.9492,-0.6777,3
52.8374,0.1808,3
53.2638,-0.6357,1
52.6117,1.7241,3
52.406,0.7461,3
52.5994,1.7217,3
52.7412,0.427,3
52.6659,1.2726,2
52.6239,1.6011,3
52.3691,1.125,3
52.5887,1.2513,3
53.1331,-1.2616,3
53.0648,-0.8937,2
53.0182,-1.2281,3
53.1034,-1.2595,3
53.1592,-1.1932,2
53.1594,-1.1942,3
51.8897,-1.3825,2
51.6188,-1.3019,3
51.6706,-1.2997,2
52.8925,-2.1444,3
52.4664,1.701,3
52.249,0.7122,3
52.2385,0.7788,2
52.4868,1.7556,2
52.1009,0.4776,3
51.2268,-0.5715,2
51.4196,-0.4223,2
51.3785,-0.4341,3
51.2969,-0.3224,3
51.423,-0.4485,3
51.4142,-0.5483,2
51.2697,-0.6601,3
51.242,-0.7374,3
51.3407,-0.5206,3
51.3151,-0.3459,3
51.3366,-0.5102,3
52.1686,-1.9131,3
52.11,-1.4751,2
50.8218,-0.3189,3
50.8503,-0.6541,2
50.8739,-0.9184,3
52.4006,-2.2336,3
55.0321,-3.4049,2
55.7778,-4.3232,3
57.7068,-4.1928,2
57.4504,-4.173,2
57.8305,-4.1097,3
57.1444,-4.6426,2
55.7464,-4.6294,2
55.7976,-2.2102,3
55.6028,-2.7447,3
55.8403,-4.2283,3
56.143,-4.0686,2
55.9472,-3.1261,2
55.9157,-4.3213,3
56.1812,-3.1504,2
56.2011,-3.2198,2
56.2915,-3.1276,2
56.3956,-3.54,2
56.5759,-3.2048,3
55.8357,-4.1511,3
55.8709,-4.3307,3
55.8732,-4.2747,3
55.9263,-4.0449,2
52.9164,-4.5951,3
53.1681,-4.2377,3
53.309,-3.4256,3
52.2147,-4.1286,2
51.7994,-4.9729,2
51.7737,-5.0457,2
51.7657,-4.7411,2
52.0164,-4.0514,2
51.9557,-3.788,3
51.6415,-3.9488,3
51.6623,-3.8847,3
51.7399,-3.6363,3
51.4948,-3.5605,3
51.4462,-3.2629,3
51.541,-3.128,3
51.6333,-3.4519,3
51.5596,-3.267,3
51.6521,-3.0191,3
51.8341,-3.471,3
54.5003,-1.3163,3
53.3639,-2.7236,3
53.4143,-2.5722,3
53.4325,-2.5582,3
53.7243,-2.4867,2
53.723,-2.4614,3
53.7508,-2.5111,3
53.7511,-2.4874,3
53.7473,-2.4709,1
53.6827,-0.8098,2
53.7422,-0.8452,3
53.5658,-0.058,3
53.5743,-0.0613,3
53.551,-0.0174,2
53.6074,-0.6649,3
53.584,-0.6491,2
53.612,-0.425,1
52.9421,-1.4196,3
52.9502,-1.4094,2
52.6383,-1.1243,3
52.6343,-1.1233,3
52.9805,-1.2067,3
52.9532,-1.1578,3
52.9815,-1.1264,3
53.0039,-1.1949,3
52.0602,-2.7188,2
52.6873,-2.4893,3
52.7171,-2.5295,3
51.4528,-2.5775,3
51.4383,-2.6033,3
51.4837,-2.7687,3
51.4988,-2.4797,3
51.4818,-2.4582,3
51.5169,-2.4342,3
50.3569,-4.0845,3
50.3993,-4.1734,3
51.6036,-1.7817,2
52.5721,-0.216,3
51.8817,-0.4315,3
51.8877,-0.39,3
51.8838,-0.42,3
51.5496,0.7096,2
51.3963,0.4952,3
51.3469,0.5702,3
51.3579,0.6099,3
51.3966,-0.7617,3
51.4502,-0.9395,3
51.4682,-0.8612,3
50.8354,-0.1399,3
50.8603,-0.1215,3
50.8575,-0.153,3
50.8385,-1.0864,3
50.8013,-1.0863,3
50.8076,-1.0772,3
50.8119,-1.0764,3
50.8952,-1.3443,3
50.6305,-1.2054,2
54.8474,-1.5386,3
54.617,-2.0108,2
53.0685,-2.3351,3
53.2619,-2.8775,3
52.6626,-2.3205,2
50.0991,-5.2719,2
50.2638,-5.1027,3
50.1579,-5.275,3
50.1089,-5.5613,1
50.8274,-4.5288,3
50.1662,-5.0958,3
50.2165,-5.2908,2
51.0025,-2.1406,2
51.3514,-1.5819,3
51.5381,-1.8873,3
51.3603,-2.1204,3
52.2036,-0.298,3
51.9459,-0.5014,2
51.9728,-0.6417,3
52.048,-0.3143,3
51.9302,-0.4574,2
51.9195,-0.5318,3
55.0096,-1.9223,2
55.1537,-1.6695,3
54.9792,-1.9884,1
50.7349,-1.8685,2
50.7676,-1.8874,3
50.7238,-1.8865,3
50.7262,-1.8138,3
50.7265,-1.8761,3
50.701,-2.7244,3
50.9942,-2.1839,3
50.7336,-2.7847,3
51.8464,-0.669,3
51.561,-0.5146,3
51.8458,-0.9189,3
52.3645,-0.6938,3
52.4726,-0.7176,3
52.3001,-0.7011,3
52.2323,-0.9036,3
52.2621,-0.8248,3
52.2763,-0.8438,3
52.2034,-0.8857,3
54.605,-3.1452,2
54.9749,-3.0091,3
54.4827,-3.5404,3
54.7865,-3.1929,2
54.1017,-3.2501,3
54.1116,-3.203,3
54.1567,-3.2105,3
54.024,-1.5089,3
53.9653,-2.0491,2
53.9763,-1.5334,3
53.9292,-2.0268,3
54.1288,-0.4536,3
50.9612,-2.667,2
51.2365,-2.5047,3
51.1443,-2.7097,3
50.9566,-2.652,3
51.2247,-2.3016,3
53.5228,-2.2179,2
53.3959,-2.2479,3
53.5052,-2.2364,3
53.5118,-2.1416,3
53.5719,-2.2061,3
53.5015,-2.2692,2
53.4697,-2.3503,3
53.4096,-2.3434,3
53.4177,-2.8432,3
53.432,-2.8632,2
53.4408,-2.9327,3
53.4293,-2.9592,3
53.4146,-2.9083,3
53.4028,-2.9906,3
53.358,-2.8919,3
53.3966,-2.9634,2
53.4253,-2.9446,3
53.4071,-2.9956,3
53.4054,-2.9883,2
53.4269,-2.7579,2
53.4206,-3.0443,2
53.404,-3.059,3
53.3142,-2.9751,3
53.4901,-1.024,3
53.4987,-1.2839,3
53.5188,-1.1329,1
53.4588,-1.3446,2
53.339,-1.5529,3
54.9492,-1.3643,3
54.9035,-1.3874,3
54.8733,-1.4168,2
52.4595,-1.8718,3
52.506,-1.9325,3
52.5335,-1.8292,3
52.4455,-1.8169,3
52.4459,-1.8231,3
52.5124,-1.8523,2
52.4381,-1.8475,3
52.4813,-1.8999,3
52.4321,-1.8904,2
52.4629,-1.8837,3
52.4777,-1.8077,2
52.4289,-1.8834,3
52.4645,-1.8834,3
52.431,-1.5192,3
52.525,-2.0678,3
52.5043,-1.9914,2
52.5147,-2.0522,3
52.4918,-1.9794,3
52.4336,-1.7536,2
52.4156,-1.7796,2
52.6171,-2.0044,2
52.5579,-2.0707,2
53.8032,-1.8087,2
53.7951,-1.7516,3
53.8433,-1.9077,2
53.6294,-2.0254,3
53.6785,-1.7418,3
53.6297,-1.7858,2
53.6639,-1.823,3
53.671,-1.7863,2
53.7839,-1.5591,3
53.8063,-1.4608,3
53.6207,-1.5493,3
53.639,-1.5342,3
54.9561,-1.6735,3
51.5155,-0.0987,3
51.5412,0.1479,3
51.5601,0.1234,3
51.6054,-0.2078,3
51.653,-0.2036,3
51.6434,-0.1747,3
51.6226,-0.1839,3
51.6249,-0.1757,3
51.6558,-0.1849,3
51.4593,0.1105,3
51.5634,-0.2601,3
51.5537,-0.238,3
51.3769,0.1,3
51.3322,0.0033,3
51.4107,0.0098,3
51.4139,-0.0676,2
51.5419,-0.142,3
51.4075,-0.123,3
51.3773,-0.0992,3
51.3969,-0.1049,3
51.3823,-0.1063,3
51.5329,-0.3716,3
51.5425,-0.3774,3
51.4987,-0.2538,3
51.4978,-0.3961,3
51.5074,-0.3373,3
51.6134,-0.0534,3
51.5741,-0.0724,3
51.5515,-0.067,3
51.549,-0.0591,2
51.5395,-0.0717,3
51.5487,-0.0418,2
51.5499,-0.0684,3
51.547,-0.0511,3
51.4926,-0.2286,2
51.598,-0.106,3
51.6062,-0.0664,3
51.6051,-0.0703,3
51.5786,-0.1025,3
51.5916,-0.3185,3
51.566,-0.3511,3
51.5743,0.2005,3
51.4944,-0.4753,3
51.5029,-0.4073,3
51.49,-0.2826,3
51.4928,-0.4106,3
51.4779,-0.4044,3
51.5237,-0.1088,2
51.5569,-0.1384,2
51.5677,-0.1358,2
51.5333,-0.106,3
51.5307,-0.1014,2
51.5641,-0.1056,3
51.5264,-0.2152,2
51.5211,-0.2089,3
51.5041,-0.2163,2
51.4967,-0.2059,3
51.4127,-0.3049,3
51.4471,-0.1283,3
51.4445,-0.1221,3
51.4756,-0.1191,3
51.4385,-0.0637,3
51.4373,0.018,3
51.4622,-0.0085,2
51.4643,-0.044,3
51.4662,-0.0408,3
51.4656,-0.0363,3
51.4227,-0.0024,3
51.4465,-0.0191,3
51.4786,-0.0361,3
51.5471,0.0485,3
51.545,0.0318,3
51.5397,0.0327,3
51.4642,-0.2723,3
51.4739,-0.2924,3
51.479,-0.094,3
51.4993,-0.0537,2
51.4673,-0.0841,3
51.3534,-0.1718,2
51.3734,-0.1314,3
51.4958,-0.0116,3
51.5113,-0.0292,3
51.5328,-0.0552,3
51.4966,-0.0192,2
51.5132,-0.0283,3
51.5094,-0.0771,2
51.612,-0.0313,3
51.5615,0.0087,2
51.5694,-0.0239,3
51.4317,-0.1643,3
51.4542,-0.1925,2
51.5115,-0.1282,3
51.5028,-0.1532,3
51.5068,-0.1427,2
51.507,-0.1334,2
51.5297,-0.1673,3
51.5029,-0.1238,2
51.5134,-0.1129,3
51.5197,-0.1781,2
52.472,-0.0792,3
52.213,0.1257,3
52.1753,0.1126,3
52.4532,0.319,3
52.3358,-0.183,3
52.3328,-0.2473,3
53.0976,-1.3902,3
52.9316,-1.2948,3
53.0878,-1.6044,2
52.8552,-1.4488,3
53.2311,-1.4224,3
50.5756,-3.4804,3
51.0615,-3.9829,3
50.8895,-4.3933,3
51.0188,-3.8376,2
50.8618,0.5571,3
50.9045,0.4544,3
50.9667,0.2564,3
50.8446,0.4156,3
51.91,0.8495,2
51.706,-0.0033,3
51.9158,0.5861,3
51.8092,0.6381,2
51.751,0.5132,3
51.6724,0.1193,3
51.9311,1.2484,3
51.6395,0.2137,3
51.5661,0.542,3
51.9005,0.2009,3
51.8732,0.9084,3
51.6736,0.3076,2
52.0258,0.5479,3
51.5671,0.5965,2
51.6127,-2.1983,2
50.924,-1.8076,3
50.846,-1.2114,2
50.9237,-1.1575,3
51.2716,-1.0988,3
51.0126,-1.1606,3
50.957,-1.3577,3
51.2768,-1.0736,2
51.1173,-1.038,3
51.0972,-1.329,3
50.8476,-1.215,3
51.3596,-1.3491,3
51.7436,-0.4161,3
51.7438,-0.2654,3
51.9737,-0.15,3
51.8891,0.161,3
51.918,-0.2114,3
51.7896,-0.2167,3
51.799,-0.4134,3
51.6322,-0.5163,3
51.641,-0.3982,3
51.7721,-0.317,2
51.2996,1.1228,3
51.35,0.3498,2
51.3808,1.3471,3
51.4313,0.3472,3
51.1291,0.7993,3
51.3565,1.0326,3
51.2783,1.1109,3
51.2608,0.6123,3
51.2313,0.4995,1
51.1265,0.8698,2
51.0635,1.0551,3
51.4413,0.305,3
51.1821,0.2636,2
51.4637,0.2319,2
54.0448,-2.7992,2
53.9012,-3.0384,2
53.7917,-2.7632,3
53.6259,-2.7459,2
53.8719,-2.8118,1
53.7704,-2.6525,2
53.8305,-2.2352,3
53.7687,-2.707,2
53.7884,-2.4475,2
52.5704,-1.3405,2
52.71,-1.1239,3
53.4463,0.1149,3
52.9645,-0.3189,2
53.226,-0.5449,3
52.7433,-0.012,3
53.2321,-0.5302,3
52.9014,-0.1137,1
53.1196,-0.4822,3
52.5919,1.7197,3
52.6165,1.1437,3
52.6229,1.2935,2
52.6856,1.2923,3
52.6188,1.2234,3
52.6478,1.2346,2
52.9065,-1.142,2
53.0487,-0.7812,3
53.1804,-0.9727,3
53.2926,-1.1134,3
51.7897,-1.271,3
51.772,-1.5934,3
51.8248,-1.3974,3
51.7939,-1.2853,3
51.7424,-1.1164,3
52.924,-2.2064,3
52.7416,-1.9143,2
52.8317,-1.8991,1
52.9621,-2.3018,3
52.6372,-2.0539,3
52.3494,1.0511,3
52.2092,1.5391,3
52.0331,1.1976,3
52.1149,0.9791,3
52.0642,1.2342,3
52.0635,1.2342,3
51.1544,-0.2193,3
51.339,-0.4928,3
51.2916,-0.1545,3
51.2715,-0.5775,3
51.2291,-0.3406,3
51.3658,-0.441,3
51.3654,-0.4313,3
51.4454,-0.4767,2
51.3324,-0.7248,2
51.34,-0.2573,3
51.1785,-0.6503,3
51.2687,0.0,3
51.3505,-0.5973,3
52.3636,-1.5146,1
52.3585,-1.2875,3
52.4901,-1.5706,3
52.5268,-1.5006,3
50.9919,-0.3405,2
50.828,-0.4119,3
50.9921,-0.3407,3
50.8313,-0.2399,3
51.1546,-0.1619,3
51.0879,-0.3055,3
50.8146,-0.4075,3
50.8296,-0.2566,3
50.8138,-0.349,2
52.1061,-2.285,3
52.2888,-2.0669,3
52.3554,-1.9851,2
52.3601,-2.0652,2
55.0821,-3.5811,2
55.9558,-2.9746,3
55.8082,-4.294,3
55.9485,-3.7494,2
55.6062,-4.6664,2
55.4383,-4.6041,2
55.7474,-3.8479,3
55.632,-3.8833,3
56.4115,-4.3183,2
57.1667,-2.0933,2
55.9855,-3.4214,3
55.9604,-3.3016,3
56.4686,-2.9347,3
55.8621,-4.3122,2
55.8284,-4.2477,3
53.2793,-3.8343,3
52.9751,-3.1769,3
53.1597,-3.1263,3
51.6151,-3.9471,3
51.6436,-3.4817,3
51.6805,-3.1341,1
52.353,-3.3123,2
51.7504,-3.3965,3
54.6603,-1.2097,3
54.5926,-1.059,3
54.5685,-1.6998,3
53.394,-2.5784,3
53.3692,-2.5944,3
53.4067,-2.5806,3
53.6946,-2.4637,3
53.6842,-2.4649,3
53.8004,-3.011,3
53.8149,-3.0307,3
53.7953,-3.0288,3
53.7683,-0.3505,3
53.7568,-0.3533,3
53.7652,-0.3525,2
53.7501,-0.39,2
53.7593,-0.4471,3
53.7975,-0.4076,3
53.8451,-0.5025,3
53.5508,-0.0838,3
53.5651,-0.0823,3
53.533,-0.0235,3
53.9634,-1.1177,3
53.9513,-1.141,3
52.9184,-1.4217,3
52.9179,-1.4417,3
52.9485,-1.1807,3
52.9796,-1.1752,2
52.9472,-1.1837,3
52.9553,-1.1381,3
52.2248,-2.7438,2
52.1778,-2.7146,3
52.9872,-2.1321,3
51.4579,-2.5628,3
51.456,-2.606,3
51.4539,-2.5933,3
51.4627,-2.5709,3
51.3434,-2.7819,2
51.4534,-2.4938,3
51.4313,-2.4816,3
51.5525,-1.7828,3
52.6337,-0.4762,3
52.5736,-0.248,3
51.919,-0.4522,3
51.8775,-0.4156,3
51.4822,0.267,3
51.3826,0.4978,3
51.3959,0.4915,3
51.4607,-1.0253,3
51.5298,-0.5721,3
51.4961,-0.5461,3
51.5284,-0.6323,3
51.5544,-0.7749,3
50.8241,-0.1446,3
50.8255,-0.1574,2
50.8221,-0.1313,3
50.8421,-1.0234,3
50.9243,-1.3682,3
50.9145,-1.4518,3
50.8971,-1.3976,2
54.8675,-1.698,3
54.8412,-1.3373,3
54.8058,-1.6573,2
53.3087,-2.3553,3
53.0658,-2.5174,3
53.1794,-2.8972,2
53.205,-2.8436,2
53.212,-2.9282,3
53.2129,-2.9016,3
52.5456,-2.4086,1
52.3798,-2.4892,3
50.8311,-4.5453,3
50.5272,-4.9888,2
50.2315,-5.2366,3
50.4238,-4.9404,3
50.3113,-5.0933,2
50.4597,-4.6942,3
50.1643,-5.1209,3
50.1342,-5.491,3
49.9152,-6.2992,3
51.2495,-2.1894,3
51.4816,-2.1964,2
52.1568,-0.4539,3
51.9065,-0.5142,2
52.0297,-0.4943,3
50.7344,-1.8695,2
50.6912,-1.9363,3
50.732,-1.8199,3
50.7741,-1.8314,3
50.7632,-2.023,3
50.607,-2.4597,2
50.8153,-2.725,2
51.6416,-0.753,2
51.5013,-0.5223,2
52.3004,-0.6172,3
52.3059,-0.5932,3
52.304,-0.6991,3
52.3039,-0.6868,3
52.333,-0.8964,3
52.0795,-0.8572,3
54.5341,-3.5605,3
54.3349,-2.757,3
54.2787,-0.4121,3
54.1245,-1.6452,2
54.2272,-1.3248,3
53.8706,-1.0602,1
54.1993,-0.3577,3
51.2302,-2.3263,3
51.3244,-2.7965,2
51.0695,-2.6829,2
50.9457,-2.6467,3
51.2603,-2.519,3
53.5752,-2.4219,3
53.5821,-2.4301,3
53.5629,-2.4175,3
53.5728,-2.4432,3
53.4847,-2.2393,3
53.446,-2.257,3
53.5093,-2.1914,2
53.4343,-2.228,2
53.4592,-2.2448,2
53.4703,-2.2633,3
53.4893,-2.371,3
53.3803,-2.2184,3
53.4982,-2.0658,3
53.4616,-2.0742,3
53.4199,-2.3038,3
53.423,-2.3401,2
53.5487,-2.6271,2
53.4007,-2.9614,3
53.3836,-2.9241,3
53.4544,-2.7414,3
53.6343,-2.9737,3
53.5288,-2.9307,3
53.4544,-2.9916,2
53.6472,-3.0072,3
53.4682,-1.5078,3
53.4951,-1.3359,3
53.4167,-1.5418,3
53.4196,-1.4556,3
53.4193,-1.4974,3
53.3809,-1.4485,2
55.0639,-1.6393,3
52.4224,-1.8365,3
52.4152,-1.8875,3
52.4287,-1.8545,3
52.4785,-1.8079,3
52.4924,-1.8663,3
52.4451,-1.5303,3
52.4984,-2.0679,3
52.5021,-2.0264,3
52.5511,-1.9497,2
52.4879,-1.9665,3
52.486,-1.9602,3
52.4888,-1.7437,3
52.6005,-1.8922,3
52.5963,-1.9357,3
52.5697,-1.9927,3
52.5856,-2.1024,3
53.8207,-1.7132,3
53.7738,-1.7302,3
53.7742,-1.7607,2
53.7889,-1.7537,2
53.8318,-1.7133,1
53.7152,-1.8854,2
53.6869,-1.7816,3
53.7401,-1.8284,2
53.6377,-1.9986,3
53.6608,-1.6292,3
53.8163,-1.6274,1
53.8081,-1.4535,3
53.8916,-1.6338,3
53.796,-1.5419,2
53.7168,-1.5125,3
53.6686,-1.5915,2
54.9472,-1.5735,3
51.5171,-0.1091,3
51.6038,-0.1902,3
51.5964,-0.2473,3
51.543,-0.2035,2
51.5704,-0.234,3
51.3823,0.0082,2
51.3856,0.0428,3
51.4155,-0.0264,3
51.3893,0.0174,3
51.3933,-0.1139,3
51.3981,-0.0768,3
51.3603,-0.0977,3
51.3829,-0.1079,3
51.3464,-0.0512,3
51.3816,-0.1279,3
51.378,-0.1027,2
51.5376,-0.283,3
51.5557,-0.3362,3
51.5447,-0.3729,2
51.501,-0.2852,3
51.6558,-0.0315,3
51.6151,-0.1007,3
51.6446,-0.0329,3
51.6125,-0.1405,2
51.4922,0.0383,3
51.567,-0.0523,3
51.5342,-0.0733,3
51.5485,-0.0709,3
51.5729,-0.0932,2
51.4779,-0.1897,3
51.6053,-0.0596,3
51.5824,-0.0739,3
51.5862,-0.0871,3
51.5803,-0.3326,3
51.5655,0.1764,3
51.5615,0.2221,2
51.5614,0.2112,3
51.5522,-0.4498,3
51.4701,-0.3565,3
51.4781,-0.3628,3
51.4441,-0.4132,3
51.4676,-0.3674,3
51.4604,-0.3959,3
51.5705,-0.1271,2
51.5615,-0.1246,3
51.5505,-0.1103,3
51.4948,-0.1924,3
51.411,-0.2478,3
51.4106,-0.2953,3
51.4638,-0.1147,3
51.471,-0.105,3
51.4544,-0.1199,2
51.4244,-0.1231,3
51.4307,-0.1295,3
51.4522,-0.1415,3
51.4823,-0.1128,2
51.459,-0.0031,3
51.4175,-0.2155,2
51.556,0.0643,3
51.5253,0.0745,3
51.5465,0.028,3
51.5327,0.0221,3
51.5627,0.0632,3
51.5769,0.0271,2
51.5829,0.0397,3
51.4927,-0.0985,3
51.4926,-0.0837,2
51.3786,-0.1922,3
51.3589,-0.1497,2
51.3852,-0.1686,3
51.3806,-0.2176,2
51.5274,-0.0368,3
51.5185,-0.0576,3
51.5145,0.0036,3
51.5829,-0.0185,3
51.6232,-0.0059,3
51.5768,0.0117,3
51.4728,-0.1487,2
51.4471,-0.1491,3
51.4716,-0.1685,3
51.4479,-0.1898,3
51.4292,-0.165,3
51.522,-0.1729,2
51.5244,-0.161,3
51.5152,-0.1302,3
51.5101,-0.1348,2
51.5021,-0.1422,3
51.5147,-0.1442,3
51.5023,-0.1459,3
52.2018,0.1181,3
52.2282,0.1238,2
52.2188,0.1311,3
52.3901,0.15,3
52.8948,-1.631,3
52.9561,-1.4644,3
53.4458,-1.9172,2
53.1312,-1.5816,3
52.7716,-1.566,3
53.1205,-1.3415,3
51.0201,-4.2075,3
50.7803,-3.0728,3
50.3768,-4.0365,1
50.9987,0.6279,3
50.9334,0.4819,2
51.0829,0.1395,2
51.0524,0.1524,3
50.9377,0.1247,3
50.8409,0.4774,3
50.8754,0.5668,3
50.8743,0.6195,3
51.8898,0.921,3
51.5966,0.6969,3
51.8855,0.9388,3
51.8776,0.9308,2
51.5873,0.5679,3
51.8722,0.2004,3
51.9975,0.1949,3
