la,lo,s
53.8036,-1.6202,3
53.7656,-1.567,3
53.8619,-1.5382,3
53.7252,-1.5848,3
53.7767,-1.5164,3
53.6898,-1.312,2
53.7125,-1.3338,3
54.9378,-1.5851,3
54.9491,-1.7362,2
54.9459,-1.6798,3
51.5164,-0.1049,3
51.551,0.1235,3
51.5545,0.1178,3
51.6034,-0.2709,2
51.5759,-0.2175,3
51.6301,-0.1736,2
51.59,-0.2545,3
51.4916,0.1292,3
51.4652,0.0907,3
51.5624,-0.2804,3
51.5588,-0.3166,3
51.5698,-0.2951,3
51.5504,-0.236,3
51.3749,0.1166,3
51.4017,0.049,2
51.5237,-0.1373,1
51.5504,-0.1408,3
51.5409,-0.1376,3
51.5435,-0.1515,3
51.5563,-0.1781,3
51.5427,-0.148,2
51.3952,-0.1102,2
51.4021,-0.1064,3
51.3881,-0.1114,3
51.5188,-0.3754,3
51.5125,-0.3194,2
51.5579,-0.346,3
51.5018,-0.388,3
51.5315,-0.2934,3
51.5301,-0.3642,3
51.6097,-0.11,3
51.6107,-0.1372,2
51.6218,-0.0616,3
51.6314,-0.0455,3
51.664,-0.0806,3
51.6129,-0.0369,2
51.6384,-0.0465,3
51.5011,0.1198,3
51.4865,0.067,3
51.4809,0.0804,3
51.4888,0.0883,3
51.5683,-0.0942,3
51.552,-0.0518,3
51.5462,-0.0784,3
51.5502,-0.03,3
51.5038,-0.2201,3
51.5,-0.2381,3
51.5032,-0.2434,2
51.5927,-0.0996,3
51.5982,-0.0789,3
51.578,-0.0827,3
51.5861,-0.3817,2
51.5383,0.2812,3
51.5573,0.2435,3
51.5932,0.185,3
51.5016,-0.4229,2
51.5593,-0.3983,3
51.5585,-0.4687,3
51.516,-0.3988,3
51.5316,-0.1112,3
51.5318,-0.1099,1
51.5441,-0.1072,3
51.525,-0.1107,2
51.4831,-0.1858,3
51.5084,-0.2031,3
51.5172,-0.2058,3
51.5195,-0.211,3
51.4841,-0.1755,2
51.3736,-0.295,3
51.4142,-0.25,3
51.4849,-0.1095,2
51.4655,-0.128,3
51.4342,-0.1038,3
51.4253,-0.0047,3
51.4458,-0.0174,3
51.4754,-0.0386,3
51.4753,-0.0288,3
51.4184,-0.1779,3
51.4171,-0.1794,3
51.5462,0.0071,3
51.5346,-0.0039,3
51.5112,0.0685,3
51.5937,0.0251,3
51.4943,-0.0892,2
51.4667,-0.0558,3
51.5052,-0.0896,3
51.4997,-0.0095,3
51.5193,-0.059,3
51.5329,-0.024,3
51.5115,-0.0256,3
51.5168,-0.0428,3
51.5326,-0.0572,3
51.5074,-0.0156,3
51.509,-0.0178,3
51.5689,-0.0293,2
51.4607,-0.1659,2
51.4343,-0.1622,3
51.5149,-0.1806,3
51.5031,-0.1498,3
51.518,-0.1516,2
51.5158,-0.1428,3
51.5197,-0.1635,3
51.51,-0.1916,3
52.1439,0.1469,2
52.3389,-0.022,3
52.1884,0.175,3
52.2905,0.1265,3
52.2107,0.1149,3
52.0786,0.002,3
52.2767,-0.0151,3
52.2664,0.1908,3
52.2001,0.1369,3
52.7025,0.1408,3
52.9083,-1.2976,3
52.9583,-1.3291,3
52.8971,-1.3507,3
50.7087,-3.4552,3
50.7195,-3.5346,2
50.7074,-3.5375,3
50.7394,-3.4707,3
50.5791,-3.6351,3
50.7398,-3.995,3
50.6422,-4.3137,2
50.4715,-3.6138,3
50.7407,-3.9617,2
50.4314,-3.691,3
51.0291,-4.2071,3
50.6169,-3.4227,3
51.007,-3.7505,2
50.7314,-3.5429,2
51.009,0.6148,3
50.8214,0.2753,3
50.7742,0.2692,3
50.8651,0.5828,3
50.7888,0.3007,3
51.7574,0.4464,3
51.8863,0.9384,3
51.717,0.4862,3
51.9169,0.7645,2
51.5692,0.4851,3
51.6015,0.6104,3
51.7614,-2.3432,3
51.8904,-2.323,2
51.7155,-2.5492,3
51.9972,-2.113,3
51.9207,-2.116,3
51.806,-1.8776,3
51.7272,-2.5289,3
51.6124,-2.3466,3
51.229,-1.1266,3
50.8139,-0.9782,3
51.1737,-0.8464,1
51.2861,-0.7789,2
50.8643,-1.0215,2
51.3048,-0.7757,3
51.354,-1.4236,3
50.8909,-0.9581,3
51.294,-0.7719,2
50.8105,-1.2142,3
51.199,-1.1942,3
50.7982,-1.1251,3
51.0446,-1.3043,3
51.0069,-0.9375,2
51.294,-0.7534,3
51.0034,-0.9194,3
51.2546,-1.17,3
52.0453,-0.0549,3
51.807,0.1374,2
51.8905,-0.1952,2
51.7139,-0.3687,3
51.7118,-0.376,3
51.6573,-0.4152,3
51.6641,-0.362,3
51.9401,-0.2684,3
51.924,-0.211,3
51.7743,-0.2997,3
51.7485,-0.4336,2
51.4378,0.2257,3
50.9882,0.9432,3
51.3532,0.7229,3
51.436,0.1774,3
51.3126,0.4524,3
51.441,0.7595,3
51.3149,0.8945,3
51.1306,0.1732,3
51.4335,0.3667,3
51.3621,0.2666,3
51.2053,1.3036,3
54.0105,-2.7943,3
53.7121,-2.2029,2
53.8827,-2.7806,2
53.7612,-2.7518,2
53.9192,-3.0145,3
53.8184,-2.2224,3
54.0647,-2.8351,3
53.8436,-2.216,3
53.6969,-2.3177,3
52.67,-1.1834,1
52.5824,-1.0123,3
52.5588,-1.1581,3
52.54,-1.2504,3
52.8005,-1.2742,3
52.8133,0.0023,2
53.1686,-0.2309,2
52.9076,-0.3375,3
52.9178,-0.6711,3
53.1481,-0.541,3
52.939,-0.0737,3
53.1453,-0.6676,3
53.241,-0.5474,3
53.2081,-0.1119,3
52.9135,-0.6459,3
52.6131,1.2756,3
52.4867,0.5594,2
52.7957,1.2521,3
52.7464,0.2677,3
52.6881,1.2674,3
52.884,0.6644,2
52.61,1.2041,3
52.6292,1.248,3
52.6615,1.2886,3
52.9409,-1.2592,3
53.2312,-0.8979,3
53.0784,-0.7689,3
52.9518,-0.9528,2
53.2353,-1.1551,2
51.5414,-0.905,3
52.8103,-1.6391,3
53.1369,-2.1699,2
52.173,1.2029,2
52.1755,1.0107,3
52.378,0.6534,3
51.4432,-0.5299,3
51.3404,-0.3948,3
51.3177,-0.7582,2
51.4319,-0.4668,3
51.2911,-0.0751,3
51.2629,-0.5516,2
51.3187,-0.5721,3
51.3042,-0.032,2
51.342,-0.4853,3
51.2963,-0.3333,3
51.2812,-0.0841,3
51.3361,-0.2651,3
52.0842,-1.5364,3
52.1991,-1.5343,2
50.7892,-0.6814,3
50.8024,-0.6181,3
50.9475,-0.3067,2
50.8078,-0.5787,3
50.8544,-0.2392,3
51.1257,-0.0048,3
51.1314,-0.0037,3
50.9993,-0.7736,3
51.0636,-0.5158,2
50.9018,-0.1801,3
52.1251,-2.3316,3
52.2096,-2.3604,3
52.0525,-2.1386,2
52.0528,-2.187,3
52.4408,-2.0997,3
52.1625,-2.3095,3
55.2785,-3.444,3
55.9553,-2.7762,3
55.9244,-3.0533,2
55.8037,-4.2952,1
58.2177,-6.407,2
57.6532,-2.9926,2
57.1019,-2.2444,3
55.9509,-3.1706,2
55.9533,-3.2074,2
55.8966,-3.7031,2
56.1621,-3.0966,2
55.885,-4.2596,3
55.8343,-4.2459,2
53.3957,-4.3566,3
51.6831,-4.9208,3
51.8684,-4.279,3
51.4582,-3.3836,1
51.4962,-3.2104,3
51.4692,-3.1874,3
51.4701,-3.1862,3
51.4863,-3.2861,3
51.8007,-3.5524,3
52.2767,-3.015,3
52.2319,-3.0919,3
51.7333,-3.3636,1
54.5661,-1.1511,3
54.5355,-1.302,3
54.5689,-1.32,3
54.6048,-1.3006,3
54.4723,-1.3235,3
53.3352,-2.57,3
53.3557,-2.6148,3
53.3869,-2.5956,3
53.3926,-2.4491,3
53.7231,-2.4858,3
53.8181,-3.0543,2
53.8241,-3.0543,3
53.7857,-3.0233,3
53.7827,-0.3873,1
53.7578,-0.2814,3
53.7787,-0.2937,3
53.7504,-0.298,3
54.1104,-0.1663,3
53.7146,-0.8676,3
53.5771,-0.1751,3
53.5625,-0.1116,2
53.5662,-0.6156,3
53.5748,-0.464,3
53.6096,-0.3245,3
53.9496,-1.0992,3
53.9545,-1.0495,3
52.9048,-1.4745,3
52.6386,-1.1206,2
52.6504,-1.1109,2
52.9566,-1.1423,3
52.9618,-1.1884,3
52.9786,-1.1701,2
53.0155,-2.1693,3
52.9716,-2.0921,3
53.0503,-2.1757,3
51.4598,-2.5934,3
51.4764,-2.5392,3
51.4141,-2.5598,3
51.4528,-2.5935,3
51.4768,-2.7105,3
51.5525,-2.4666,2
51.4428,-2.5015,3
50.384,-4.172,3
51.5787,-1.7286,2
51.601,-1.7935,3
51.5484,-1.7555,3
52.5772,-0.2181,2
51.5615,0.6809,3
51.5682,0.6429,3
51.489,0.3372,2
51.3598,0.5605,3
51.3649,0.5187,3
51.3924,0.5706,3
51.3684,0.5196,2
51.4172,-1.1176,1
51.419,-1.0301,3
51.4942,-0.5055,3
51.5244,-0.6153,3
51.5222,-0.607,3
51.4832,-0.583,3
51.4381,-0.9013,3
52.03,-0.6801,3
50.8568,-0.1811,3
50.837,-0.1154,3
50.8331,-0.1435,2
50.8352,-0.1012,3
50.8311,-0.1364,3
50.8216,-0.1508,3
50.922,-1.4488,3
50.94,-1.3794,3
50.9052,-1.4052,3
50.7189,-1.1464,3
50.6709,-1.2536,3
50.619,-1.2245,2
54.8219,-1.5231,3
53.2238,-2.121,3
53.1654,-2.2002,3
53.3124,-2.6804,2
53.0575,-2.7655,2
52.6677,-2.3331,2
52.706,-2.9398,3
52.595,-2.5405,1
50.1618,-5.3575,3
50.589,-4.3325,3
50.2934,-4.9246,3
50.4627,-4.7363,3
51.0665,-1.7888,2
51.2747,-1.9907,3
51.8877,-0.5231,3
51.9816,-0.4967,2
54.9805,-2.5415,2
55.1273,-1.5071,3
55.7433,-2.0022,2
50.7537,-1.8825,3
50.7407,-1.8156,3
50.7272,-1.9377,3
50.6075,-2.4852,2
50.968,-2.3071,3
50.6958,-2.4032,3
50.9858,-2.1554,3
50.6998,-2.4457,3
51.85,-0.7734,3
51.8092,-0.8084,3
51.626,-0.7165,3
51.8748,-0.751,3
52.4995,-0.6462,3
52.3838,-1.0347,3
52.2408,-0.8439,3
52.2113,-0.9499,3
52.2911,-1.1076,3
54.9152,-2.7843,2
54.8883,-2.9456,3
54.6584,-2.7688,2
54.3512,-2.474,2
54.2305,-2.6941,2
54.4375,-1.794,3
54.2079,-1.0529,3
54.2233,-1.3202,3
54.331,-1.4427,2
51.3178,-2.3098,2
51.1476,-2.7168,3
50.9429,-2.6787,3
53.5536,-2.4055,3
53.5614,-2.4073,2
53.5729,-2.4439,3
53.4497,-2.1796,3
53.4757,-2.238,3
53.5516,-2.0914,2
53.5527,-2.1315,3
53.4893,-2.1008,3
53.4514,-2.0276,2
53.3842,-2.3606,3
53.5604,-2.6443,3
53.396,-2.8209,3
53.3498,-2.866,3
53.4475,-2.9759,2
53.4166,-3.1071,3
53.43,-3.0489,3
53.5441,-1.4931,2
53.3733,-1.4386,3
53.334,-1.3408,2
53.382,-1.4838,3
53.3463,-1.491,3
54.9947,-1.5833,3
54.97,-1.6081,3
55.0219,-1.4917,3
55.0279,-1.5232,3
55.0366,-1.5373,3
54.9089,-1.4634,3
52.5043,-1.8305,3
52.5355,-1.8412,2
52.4945,-1.821,3
52.4082,-1.917,3
52.4389,-1.9357,3
52.4622,-1.8746,3
52.5473,-1.8691,2
52.4634,-1.7863,3
52.5334,-1.8808,3
52.4569,-1.9464,3
52.491,-1.8577,3
52.5065,-1.909,3
52.4496,-1.4994,2
52.4885,-2.1636,2
52.5457,-2.1056,3
52.4905,-1.9803,2
52.5556,-1.9354,3
52.5171,-2.066,3
52.5402,-2.0032,3
52.4722,-2.0633,3
52.5448,-1.9421,3
52.4796,-1.7517,2
52.6031,-1.921,2
52.5686,-2.1012,1
53.8014,-1.7067,3
53.7867,-1.7191,3
53.8212,-1.7238,2
53.7687,-1.7503,3
53.8482,-1.9193,3
53.7843,-1.8946,3
53.7823,-1.7829,2
53.7008,-1.927,2
53.6658,-1.9503,3
53.7362,-2.0376,3
53.7316,-2.1531,3
53.6332,-1.7974,3
53.7244,-1.6609,2
53.7325,-1.6543,3
53.6447,-1.9049,3
53.6371,-1.8253,3
53.5429,-1.8443,2
53.6526,-1.8167,3
53.7569,-1.5268,3
53.8014,-1.6679,2
53.8148,-1.5614,3
53.8096,-1.5172,3
53.738,-1.3095,3
53.709,-1.4772,3
53.6651,-1.4338,3
54.956,-1.6083,2
51.5101,-0.0817,2
51.5956,-0.253,3
51.6118,-0.2805,3
51.457,0.1532,3
51.5587,-0.2535,3
51.5727,-0.2946,3
51.5653,-0.2249,3
51.5718,-0.2948,3
51.5377,-0.2478,3
51.5342,-0.242,3
51.4376,0.0412,3
51.3965,0.0283,3
51.5552,-0.2108,3
51.5418,-0.1792,2
51.5588,-0.1463,3
51.5305,-0.1215,3
51.5566,-0.1785,3
51.389,-0.0902,2
51.4189,-0.0943,3
51.4075,-0.1214,3
51.3704,-0.1059,3
51.3975,-0.0787,3
51.4024,-0.1189,2
51.539,-0.3866,3
51.5141,-0.3008,3
51.535,-0.3419,3
51.6407,-0.0697,3
51.6126,-0.1097,3
51.6524,-0.0854,3
51.666,-0.0508,3
51.688,-0.0778,3
51.4919,0.0384,3
51.4895,0.0122,3
51.4863,0.0788,3
51.5454,-0.0759,3
51.5485,-0.0577,3
51.4744,-0.207,3
51.5028,-0.2249,3
51.5992,-0.0809,3
51.5838,-0.1299,3
51.5912,-0.1042,2
51.5797,-0.0992,2
51.5876,-0.0637,3
51.6046,-0.0994,3
51.6052,0.2269,3
51.5867,0.1728,3
51.6158,0.2544,2
51.4992,-0.4736,3
51.6045,-0.4164,2
51.4719,-0.3284,2
51.4932,-0.326,3
51.4662,-0.3644,3
51.541,-0.1095,2
51.5489,-0.1105,3
51.5635,-0.1048,3
51.5683,-0.1104,3
51.491,-0.1811,3
51.5006,-0.2113,2
51.5021,-0.187,3
51.4877,-0.1951,2
51.4999,-0.196,3
51.369,-0.2965,3
51.4681,-0.1277,3
51.4361,-0.1314,3
51.4692,-0.1343,3
51.4513,-0.1219,2
51.506,-0.1106,3
51.4627,-0.0102,3
51.4315,-0.0161,3
51.4618,-0.0354,2
51.4758,-0.0471,3
51.4034,-0.2412,3
51.4073,-0.1637,2
51.5197,0.0561,3
51.5416,0.0607,3
51.5197,0.0557,3
51.5534,0.0875,3
51.6067,0.1112,3
51.5012,-0.0932,3
51.501,-0.1048,3
51.4708,-0.0941,3
51.4567,-0.0453,3
51.3635,-0.168,3
51.3521,-0.1435,3
51.5275,-0.0202,3
51.5252,-0.0339,3
51.5263,-0.059,3
51.5953,0.0122,3
51.5751,-0.0134,2
51.5998,-0.0295,3
51.5611,-0.0149,3
51.6001,-0.0018,3
51.4613,-0.1564,3
51.4479,-0.2152,3
51.435,-0.1577,3
51.446,-0.2355,3
51.4641,-0.1683,3
51.4894,-0.1307,2
51.5158,-0.1642,3
51.5022,-0.1521,3
51.5011,-0.1584,3
52.5622,-0.139,3
52.3381,-0.1576,2
52.3318,-0.0493,2
52.2433,-0.248,3
52.2369,0.2481,3
52.3309,-0.1854,3
52.8802,-1.7012,3
53.1908,-1.3047,3
53.2557,-1.4653,2
50.7165,-3.5343,3
50.9139,-3.4924,3
50.4982,-3.5784,3
50.45,-3.5923,3
50.7834,-2.996,3
50.5636,-4.1856,3
50.3776,-4.0249,3
50.7963,-3.0968,2
50.7734,-3.9783,3
51.0665,-4.0849,3
51.0397,0.1281,2
50.856,0.5905,2
50.8229,0.2714,3
50.8635,0.2504,3
50.8214,0.2214,3
51.7589,0.1152,2
51.9263,0.7055,3
51.5793,0.4777,3
51.868,0.5825,3
51.852,0.5762,3
51.8979,0.9091,2
51.7267,0.4634,3
51.8998,0.553,2
52.0205,0.1965,2
51.5326,0.5759,3
51.8021,0.6434,2
51.6457,0.3407,2
51.891,-2.104,3
51.8782,-2.1702,3
51.9854,-2.0723,3
51.7365,-2.2059,3
51.9954,-2.1414,3
51.8249,-2.584,2
51.7524,-2.3105,3
50.7982,-1.1261,2
51.2932,-0.7471,2
51.2106,-1.4684,3
50.7556,-1.6549,3
50.9173,-1.2274,3
50.984,-1.3848,3
50.9195,-1.5821,2
51.289,-1.053,3
51.27,-1.08,3
50.8574,-1.2824,2
50.864,-1.022,3
50.8524,-1.0196,3
51.0628,-1.3131,2
50.862,-1.2372,2
51.0905,-1.1621,3
51.9727,-0.2237,3
51.6697,-0.3689,3
51.6811,-0.3936,3
51.6465,-0.3811,2
51.7437,-0.3538,3
51.6529,-0.4489,3
51.9081,-0.1699,3
51.6611,-0.4014,3
51.9305,-0.2182,3
51.8663,0.0596,3
51.6653,-0.3619,3
51.6302,-0.3899,3
51.2724,0.0558,3
51.2066,1.1987,3
51.1483,0.6386,2
51.1522,0.3289,3
51.2612,0.5298,3
51.4101,0.7595,3
51.4544,0.2444,3
51.2026,0.1202,3
51.1913,0.3755,2
51.3697,1.4218,3
51.1671,0.8973,3
51.0847,0.6916,2
51.1202,0.9484,2
51.4331,0.4091,2
53.9195,-3.0178,2
53.8802,-3.0321,2
53.9161,-2.8291,3
53.761,-3.0237,3
53.7822,-2.7454,2
53.7611,-2.4282,2
53.7823,-2.8945,3
53.773,-2.3857,1
53.8213,-2.2353,3
53.7559,-2.4439,2
53.7439,-2.441,3
54.1074,-2.7647,2
52.5978,-1.3637,3
53.1752,0.3485,3
53.1133,-0.1567,2
52.8017,0.0804,3
52.9345,-0.6297,2
53.0741,0.2083,3
53.2364,-0.4516,3
52.5998,1.7152,3
52.4708,0.6406,2
52.8299,0.7365,2
52.6669,1.1011,2
52.6333,1.2968,3
52.557,1.4326,3
52.6229,1.2936,3
52.6483,0.6868,3
52.58,1.1358,3
53.1478,-1.1571,2
52.9271,-1.1295,3
53.1764,-1.0745,2
53.0676,-1.0709,3
53.0217,-1.0211,3
53.1266,-1.1645,3
53.1473,-1.2908,3
53.2354,-1.1552,2
53.2141,-1.1468,3
51.5514,-1.1733,3
51.7595,-1.2133,2
51.6367,-1.1509,3
51.8563,-1.4159,3
52.7815,-2.2631,2
52.723,-2.0195,3
53.0546,-2.2807,2
52.4834,1.7105,3
52.4872,1.7316,3
52.444,0.6168,3
51.3069,-0.4107,3
51.3447,-0.4351,2
51.2094,-0.1704,3
51.3693,-0.3959,2
51.327,-0.7674,2
51.3786,-0.3478,2
51.3701,-0.6869,3
51.4355,-0.4661,3
51.3596,-0.2793,3
52.1928,-1.705,3
52.3802,-1.25,3
52.5205,-1.4675,3
50.849,-0.84,3
50.8152,-0.7515,3
51.0615,-0.3346,3
50.9544,-0.1281,3
50.9957,-0.3792,3
50.8299,-0.3968,3
50.8235,-0.4108,3
50.9965,-0.5748,2
50.8146,-0.4801,2
50.8293,-0.3803,3
52.1864,-2.2395,3
52.4308,-2.0156,3
52.1683,-2.2419,3
55.4642,-4.2316,2
55.9335,-2.8413,3
57.8022,-3.9596,2
55.8733,-3.1443,2
55.9676,-3.1874,3
55.9687,-3.2345,3
55.9702,-3.2081,3
55.9317,-3.2507,3
55.961,-3.4143,3
55.8748,-4.3933,2
55.9982,-4.5881,2
56.629,-2.7992,3
55.967,-4.176,2
56.1696,-3.0814,2
56.0748,-3.4045,2
56.094,-3.4143,2
56.2448,-3.3752,2
56.5936,-3.1391,3
55.8134,-4.324,3
55.8829,-4.3636,3
55.7819,-3.9712,3
55.8343,-4.1049,3
55.8374,-4.0052,2
53.1402,-4.2731,3
53.3226,-3.802,3
53.1158,-3.1021,3
53.0946,-3.0017,3
52.2616,-4.2062,2
51.5405,-3.5831,3
51.5298,-3.573,3
51.5003,-3.2086,3
51.6829,-3.376,3
51.7311,-3.4919,3
51.6494,-3.136,2
51.5878,-2.9848,3
52.52,-3.4686,3
51.9474,-3.4254,2
52.1681,-3.5324,3
54.5875,-1.3243,1
54.5642,-1.3161,2
54.5155,-1.5646,2
53.3432,-2.7121,3
53.3923,-2.586,3
53.3999,-2.5942,2
53.3682,-2.5808,3
53.7976,-3.0541,3
53.7501,-0.39,3
53.753,-0.2744,2
53.5601,-0.1504,3
53.9576,-1.0115,3
52.9347,-1.4475,3
52.9493,-1.4828,3
52.6341,-1.129,3
52.6397,-1.1179,3
52.9094,-1.1699,2
52.9498,-1.1464,3
52.9865,-1.1805,3
52.952,-1.1223,3
52.0255,-2.7231,2
52.6349,-2.4664,2
52.7129,-2.5426,3
52.6835,-2.4656,3
53.0237,-2.13,3
52.9915,-2.1582,3
52.962,-2.1946,1
51.4964,-2.6206,3
51.4328,-2.845,3
50.3803,-4.1515,3
50.4177,-4.1212,3
51.516,-1.7276,3
51.5642,-1.8411,3
51.5619,-1.7712,2
52.6122,-0.213,3
52.6311,-0.3707,3
52.5657,-0.2461,2
52.5897,-0.2252,2
52.5873,-0.2556,3
51.8821,-0.425,3
51.503,0.366,1
51.4907,0.322,3
51.3752,0.5069,2
51.348,0.5887,3
51.3954,0.4958,3
51.4609,-1.0106,3
51.5081,-0.5951,3
51.4112,-0.6853,3
51.9898,-0.76,3
50.835,-0.1263,3
50.9392,-1.3912,2
50.5891,-1.2799,3
50.6425,-1.3826,2
54.8642,-1.5633,2
53.2776,-2.4427,3
53.1858,-2.8944,3
53.2453,-2.9307,3
52.9475,-2.6652,3
52.6268,-2.2977,3
52.3785,-2.4823,3
50.4358,-4.2647,3
51.3551,-1.7803,3
51.3202,-2.2181,3
51.5154,-1.9677,3
51.3513,-1.7862,2
52.1516,-0.4431,3
52.1368,-0.4786,3
51.8898,-0.5188,2
51.8872,-0.5114,3
55.1589,-1.6031,3
54.9227,-2.0987,3
50.7461,-1.8781,3
50.7489,-1.8879,3
50.773,-1.8199,3
50.7322,-1.9222,3
50.7192,-2.442,3
51.5629,-0.5473,2
51.8099,-0.7761,3
51.5399,-0.502,3
52.3996,-0.726,2
52.457,-0.7201,2
52.2457,-0.8089,3
52.2475,-0.838,3
54.6562,-3.3718,3
54.6565,-2.7371,3
54.2685,-0.4154,3
54.0614,-2.3013,2
54.4426,-0.7846,2
53.9954,-1.5363,3
51.2043,-2.6525,3
51.2275,-2.9619,2
50.943,-2.6698,3
53.5348,-2.2868,3
53.3612,-2.2946,3
53.4659,-2.2155,3
53.5294,-2.0699,3
53.5459,-2.1995,3
53.4914,-2.3523,3
53.4832,-2.2643,3
53.4989,-2.2729,2
53.3924,-2.2351,2
53.4013,-2.1539,3
53.3826,-2.2019,3
53.4731,-2.1308,3
53.5458,-2.6823,2
53.3701,-2.907,3
53.41,-2.9298,3
53.4145,-2.9317,3
53.4487,-2.9834,2
53.377,-3.1153,3
53.5411,-1.3496,2
53.5921,-0.9853,3
53.4715,-1.0716,2
53.3677,-1.5019,2
53.4224,-1.6012,3
54.9776,-1.4663,3
54.9257,-1.4611,3
54.8146,-1.4613,3
52.5029,-1.907,3
52.4721,-1.95,3
52.4656,-1.7778,3
52.4841,-1.8919,2
52.4625,-1.8229,3
52.445,-1.8593,3
52.4765,-1.8998,3
52.5123,-1.9049,2
52.5138,-1.8745,3
52.4529,-1.8781,3
52.3807,-1.5372,3
52.55,-2.0857,3
52.4953,-2.0867,2
52.53,-2.0328,3
52.4829,-1.9569,3
52.4062,-1.8004,3
52.5679,-2.0067,3
52.5773,-2.0013,3
52.5997,-2.0025,3
52.5823,-2.0179,3
52.6088,-2.1111,3
52.5836,-2.1221,3
53.803,-1.7405,3
53.789,-1.767,3
53.7817,-1.7691,3
53.7237,-1.9436,3
53.72,-1.9024,3
53.6735,-1.6298,3
53.7464,-1.693,3
53.6394,-1.7601,3
53.7067,-1.6541,3
53.7101,-1.6269,3
53.695,-1.6203,3
53.7214,-1.7095,3
53.8279,-1.5469,2
53.7992,-1.509,3
53.8304,-1.4952,3
53.7934,-1.5942,3
53.6745,-1.5703,3
54.9464,-1.5463,3
51.5163,0.1004,3
51.6227,-0.1766,3
51.6086,-0.2693,2
51.6213,-0.2547,3
51.5824,-0.2007,3
51.4414,0.1707,3
51.4916,0.1519,3
51.588,-0.252,3
51.5473,-0.2332,3
51.585,-0.2824,3
51.3897,-0.0269,2
51.3753,0.1004,3
51.5405,-0.1938,3
51.3788,-0.0763,3
51.4032,-0.1191,3
51.352,-0.0381,3
51.3443,-0.1063,3
51.5128,-0.3077,2
51.5424,-0.3433,3
51.5141,-0.3001,3
51.5302,-0.2956,3
51.5322,-0.2468,3
51.554,-0.3301,3
51.5337,-0.2482,2
51.5023,-0.3857,3
51.5557,-0.3592,3
51.6318,-0.0579,3
51.4982,0.0019,3
51.5053,0.1115,3
51.4896,0.0678,3
51.5307,-0.0772,3
51.5402,-0.0577,2
51.4985,-0.2372,3
51.5094,-0.223,3
51.5319,-0.244,3
51.5044,-0.2181,3
51.5967,-0.1079,3
51.5894,-0.0637,3
51.5819,-0.0997,3
51.6,-0.3238,2
51.563,-0.3336,3
51.5973,-0.3326,3
51.4481,-0.4021,3
51.4749,-0.3974,2
51.4981,-0.4069,2
51.5375,-0.107,3
51.4997,-0.2099,3
51.4845,-0.1838,3
51.4908,-0.1572,2
51.4979,-0.2022,2
51.502,-0.1851,3
51.4911,-0.1632,3
51.4247,-0.3044,2
51.4086,-0.2739,3
51.4835,-0.111,3
51.4438,-0.1194,2
51.4741,-0.1127,3
51.463,-0.1343,3
51.4646,-0.1036,3
51.4687,-0.0266,3
51.4428,-0.0131,3
51.4439,-0.026,3
51.4214,-0.2076,3
51.5187,0.0219,3
51.5304,-0.0127,3
51.5068,0.075,3
51.5255,0.0296,3
51.5339,0.0598,3
51.5261,0.0735,3
51.5034,-0.0916,2
51.4932,-0.1036,3
51.4755,-0.0924,3
51.4855,-0.054,3
51.4875,-0.1056,3
51.3712,-0.1694,3
51.3548,-0.1486,3
51.3777,-0.2445,3
51.3834,-0.1336,3
51.5058,-0.0264,3
51.5109,-0.0669,3
51.5306,-0.0414,3
51.527,-0.0107,3
51.5814,-0.0385,3
51.604,-0.0165,3
51.5662,-0.0349,3
51.4454,-0.151,3
51.4489,-0.2382,3
51.4572,-0.1652,3
51.5208,-0.2005,3
51.5169,-0.1627,3
51.5201,-0.1907,2
51.4973,-0.1339,3
51.5022,-0.152,3
52.1935,0.188,2
52.4391,0.3017,3
52.2377,0.1569,3
52.4347,-0.1211,3
52.5513,0.088,3
53.1244,-1.4594,2
53.0601,-1.4039,3
53.1487,-1.6029,1
52.8743,-1.679,3
51.0188,-3.8369,3
50.6719,-3.6515,3
50.5958,-3.6489,3
50.3536,-3.5768,3
50.8295,-3.7744,2
50.2928,-3.815,3
50.8796,0.2865,3
50.881,0.589,3
50.8558,0.4582,3
51.082,0.2628,3
50.7969,0.2778,3
51.8759,0.9587,3
51.7516,0.0879,3
51.7905,1.1488,3
51.928,0.699,3
51.6274,0.4192,3
51.5945,0.534,3
51.7992,1.1242,2
51.5911,0.2868,3
51.6808,-0.0032,2
51.7987,1.1316,2
51.8869,0.894,3
51.9142,-2.0919,3
51.7465,-1.8841,3
51.8361,-2.2717,2
52.0353,-1.7325,2
51.8725,-2.29,3
51.7857,-2.1955,3
51.3164,-0.9201,2
50.9735,-1.3574,3
50.9166,-1.2002,3
50.8096,-1.139,3
51.2495,-1.1183,3
50.8527,-1.1895,3
50.9164,-1.5113,3
50.8803,-1.2453,3
51.2825,-1.0753,3
50.8711,-0.9694,3
51.1728,-1.224,2
51.6416,-0.3587,2
51.7168,-0.0812,3
51.6717,-0.3963,3
51.7579,-0.4778,1
51.6925,-0.1789,3
51.9032,-0.1853,3
51.6674,-0.361,1
51.0996,1.2061,3
51.1295,0.1936,3
51.1388,0.2922,3
51.1562,0.3032,3
51.0738,1.0891,3
51.1609,0.8969,3
51.3275,0.6625,3
51.1435,0.2602,3
51.1428,1.3193,2
51.3474,0.1943,3
51.3149,1.3526,3
51.3739,1.3078,3
