Data;Ora;Luogo;Feriti;Tipo;Latitudine;Longitudine
01/04/2023;22:20;VIALE STRASBURGO altezza del civico 282;0;C;38,163936;13,319262
02/04/2023;02:00;PIAZZA TONNARAZZA altezza (inters.) VIA TIRO A SEGNO;1;F;38,112178;13,378355
02/04/2023;09:10;FORO UMBERTO I intersezione VIA LINCOLN;1;F;38,11517;13,376147
02/04/2023;15:00;VIA GULI' SIMONE COM. in prossimit? di via MONTALBO;0;C;38,138962;13,367764
02/04/2023;16:00;VIA CALA altezza del civico 64;0;C;38,118683;13,368075
03/04/2023;07:30;VIALE LEONARDO DA VINCI altezza del civico 176;1;F;38,127891;13,326871
03/04/2023;09:15;VIA DELLA LIBERTA' intersezione VIA SCROFANI SAVERIO;0;C;38,142606;13,344009
03/04/2023;10:40;VIA VAL DI MAZARA intersezione con VIA TRINACRIA;0;C;38,149173;13,338109
03/04/2023;11:05;CORSO CALATAFIMI di fronte al civico 1000;0;C;38,09523;13,311057
03/04/2023;13:10;VIALE REGIONE SICILIANA N.O. altezza 486;0;C;38,123831;13,32947
03/04/2023;15:00;VIA CASTELLANA di fronte al civico 152;1;F;38,125499;13,294424
04/04/2023;08:50;VIA EINAUDI LUIGI altezza del civico 101;3;F;38,178793;13,311259
04/04/2023;11:30;VIALE REGIONE SICILIANA N.O. altezza (spec.) de saliba;1;F;38,132832;13,330575
04/04/2023;13:15;PIAZZA GIULIO CESARE di fronte maurolico;1;F;38,110039;13,365619
04/04/2023;16:00;VIA CUCCIA SIMONE altezza del civico 28;0;C;38,140103;13,343811
05/04/2023;00:20;VIA GENOVA altezza del civico 2;0;C;38,116065;13,363693
05/04/2023;07:40;PIAZZA EINSTEIN ALBERT lato MONTE DIREZ. CT;0;C;38,128696;13,328921
05/04/2023;10:15;VIA CAPPELLO SALVATORE intersezione VIALE DEI PICCIOTTI;0;C;38,105441;13,381821
05/04/2023;11:00;VIA RIZZO AMMIRAGLIO di fronte al civico 35;1;F;38,144275;13,365414
05/04/2023;12:00;VIA VITTORIO EMANUELE altezza del civico 462;0;C;38,113878;13,356993
05/04/2023;13:15;CORSO DEI MILLE di fronte via mosto;1;F;38,069978;13,416926
05/04/2023;15:00;VIA ROMA intersezione con VIA LOMBARDI ELIODORO;1;F;38,121644;13,361085
05/04/2023;18:40;VIA CASTELLANA altezza del civico 182;0;C;38,125475;13,293775
05/04/2023;20:35;VIA DIRILLO intersezione VIA AQUINO;1;F;38,074952;13,303172
06/04/2023;03:00;VIA MARINAI ALLIATA angolo VIA SALINE;0;C;38,192342;13,329356
06/04/2023;07:00;VIA CROCIFISSO A PIETRATAGLIATA altezza del civico df 92;0;C;38,10287;13,324072
06/04/2023;07:35;VIALE REGIONE SICILIANA N.O. carreggiata centrale DIREZIONE CT;1;F;38,131859;13,330065
06/04/2023;09:00;VIA TOSELLI PIETRO MAGG. intersezione con VIA STREVA VINCENZO GEN.;0;C;38,138288;13,35114
06/04/2023;09:30;VIA S.LORENZO in prossimit? di civico 300/A;0;C;38,166866;13,316073
06/04/2023;10:00;VIALE REGIONE SICILIANA N.O. altezza 3450;1;F;38,13507;13,330344
06/04/2023;15:10;VIA DI BLASI E. GIOVANNI intersezione VIA SALERNITANO ROMUALDO;1;F;38,124905;13,316023
06/04/2023;21:40;VIALE REGIONE SICILIANA intersezione VIA DI BLASI E. GIOVANNI;1;F;38,122408;13,329247
06/04/2023;23:20;VIA MONTEPELLEGRINO altezza del civico 195;0;C;38,141759;13,357842
07/04/2023;08:20;FORO UMBERTO I di fronte al civico 20;1;F;38,116921;13,373675
07/04/2023;08:20;VIALE STRASBURGO altezza del civico 538;0;C;38,16118;13,32244
07/04/2023;09:00;VIA MESSINA MARINE di fronte al civico 241;1;F;38,105932;13,38735
07/04/2023;09:45;VIA BELGIO intersezione con VIALE STRASBURGO;1;F;38,151757;13,331234
07/04/2023;11:30;VIALE REGIONE SICILIANA N.O. altezza (spec.) sauro;1;F;38,124928;13,329587
07/04/2023;13:15;VIA ROMA intersezione con VIA GRAVINA AMMIRAGLIO;1;F;38,125059;13,358698
07/04/2023;13:30;VIA PERPIGNANO di fronte al civico 294;2;F;38,1197;13,325954
07/04/2023;14:00;VIALE MARGHERITA DI SAVOIA intersezione VIA MATER DOLOROSA;0;C;38,176207;13,336171
07/04/2023;15:45;VIA MARINUZZI ANTONIO intersezione con CORSO TUKORY;1;F;38,109547;13,362739
07/04/2023;17:52;VIALE REGIONE SICILIANA N.O. altezza ***;0;C;38,142142;13,331218
07/04/2023;22:30;VIALE REGIONE SICILIANA S.E. di fronte al civico 2269;0;C;38,086122;13,352048
08/04/2023;06:30;LUNGOMARE COLOMBO CRISTOFORO di fronte al civico 2241;1;F;38,184069;13,363499
08/04/2023;10:40;VIA S.LORENZO altezza del civico 56;1;R;38,158863;13,330364
08/04/2023;13:30;PIAZZA PALLAVICINO altezza del civico 43A;2;F;38,172253;13,327226
08/04/2023;21:00;VIA DEGLI EMIRI altezza del civico 50;0;C;38,113908;13,330993
09/04/2023;02:15;VIA ARCHIRAFI intersezione VIA ANTONIO DI RUDINI';0;C;38,11188;13,371782
09/04/2023;09:00;VIALE REGIONE SICILIANA S.E. carr. centrale DIR CT D.F.;1;F;38,090154;13,383094
09/04/2023;17:30;VIA PATTI pressi VIA P. 40;6;F;38,173572;13,316855
09/04/2023;18:30;VIA MONTEPELLEGRINO altezza del civico 165;2;F;38,140644;13,358048
09/04/2023;20:00;VIA NENNI PIETRO s.n.c.;1;F;38,154398;13,320717
09/04/2023;21:40;VIA CAVOUR CAMILLO intersezione con VIA SETTIMO RUGGERO;0;C;38,121244;13,357892
09/04/2023;23:45;VIALE REGIONE SICILIANA S.E. altezza 266;0;C;38,100674;13,331367
10/04/2023;01:00;VIA CARINI altezza del civico 80;0;C;38,120848;13,353066
10/04/2023;12:40;VIA LUTHER KING MARTIN altezza CIV. 9;2;F;38,147832;13,355615
10/04/2023;13:05;VIA MESSINA MARINE intersezione con VIA PALUMBO GIULIO;4;F;38,089231;13,450306
10/04/2023;21:30;VIA DEI CANTIERI di fronte al civico 5;2;F;38,136105;13,359478
10/04/2023;22:15;CORSO DEI MILLE altezza del civico 571;0;C;38,100841;13,383072
11/04/2023;06:45;VIA CALCANTE altezza (spec.) 23;1;F;38,187056;13,295435
11/04/2023;07:10;VIALE DE MAURO MAURO altezza del civico 2499;1;F;38,127583;13,302598
11/04/2023;09:45;VIALE COLONIA MARINA intersezione VIALE PRINCIPESSA IOLANDA;0;C;38,193956;13,334334
11/04/2023;11:00;VIA CAVOUR CAMILLO altezza del civico 133;0;C;38,12143;13,358568
11/04/2023;13:50;PIAZZA CASCINO ANTONINO GEN. intersezione VIA MONTEPELLEGRINO;2;F;38,142243;13,357721
11/04/2023;14:45;VIA EMPEDOCLE intersezione con VIA DALIA;1;F;38,129122;13,357155
11/04/2023;18:20;VIALE REGIONE SICILIANA N.O. altezza del civico 9599;1;F;38,179022;13,293418
11/04/2023;19:15;VIA MESSINA MARINE altezza del civico 272;1;F;38,098447;13,407775
12/04/2023;07:30;VIA BESIO GIACOMO altezza del civico 20;1;F;38,137583;13,310766
12/04/2023;08:20;VIALE REGIONE SICILIANA N.O. altezza del civico 961;4;F;38,111878;13,329794
12/04/2023;10:00;PIAZZA INGASTONE di fronte al civico 22;0;C;38,11532;13,345963
12/04/2023;10:30;VIALE REGIONE SICILIANA S.E. carr. centrale dir. Trapani;0;C;38,086928;13,356146
12/04/2023;10:50;VIA BASILE ERNESTO altezza parco Cassar?;1;F;38,095818;13,342551
12/04/2023;11:00;VIA CRISPI FRANCESCO di fronte HOTEL PRESIDENT;1;F;38,128456;13,361517
12/04/2023;11:20;PIAZZA VERDI GIUSEPPE di fronte al civico 59;0;C;38,120979;13,357196
12/04/2023;12:30;VIA PRINCIPE DI PATERNO' intersezione VIA SCIUTI GIUSEPPE;1;F;38,139044;13,339178
12/04/2023;14:10;VIA MOSTACCI JACOPO intersezione VIA SCOBAR CRISTOFARO;1;F;38,127237;13,332293
12/04/2023;14:50;VIA CRISAFULLI ELIA intersezione con VIA MARINI FILIPPO;3;F;38,100711;13,349591
12/04/2023;16:05;VIA PECORAINO FILIPPO altezza parch. FORUM;0;C;38,089712;13,409461
12/04/2023;17:30;VIALE REGIONE SICILIANA S.E. altezza del civico 2293;1;F;38,123988;13,329477
12/04/2023;20:45;VIA BENNICI GIUSEPPE intersezione con VIALE DEI PICCIOTTI;1;F;38,10781;13,377738
13/04/2023;06:45;VIA VAL DI MAZARA intersezione VIA AUSONIA;3;F;38,14845;13,335766
13/04/2023;07:20;VIA MESSINA MARINE altezza del civico 73;0;C;38,108211;13,381223
13/04/2023;14:15;VIA SAURO NAZARIO intersezione con VIA BALCESCU NICOLA;1;F;38,123161;13,331819
13/04/2023;17:20;VIALE MARGHERITA DI SAVOIA altezza del civico 80;0;C;38,181646;13,334241
13/04/2023;18:00;CORSO CALATAFIMI altezza del civico 1100;1;F;38,093434;13,30736
13/04/2023;19:45;VIALE REGIONE SICILIANA altezza p.le J. Lennon;1;F;38,131778;13,330392
13/04/2023;19:55;VIALE REGIONE SICILIANA N.O. nr. 3014;0;C;;
14/04/2023;07:00;VIA TERRASANTA altezza del civico 89;1;F;38,130696;13,344392
14/04/2023;07:45;VIA GIOIA FLAVIO intersezione con VIA POLIZIANO ANGELO;1;F;38,122216;13,333651
14/04/2023;09:05;PIAZZA GIOVANNI PAOLO II PAPA altezza (inters.) VIA CASSARA' ANTONINO;1;F;38,151171;13,338902
14/04/2023;13:00;VIA BAGOLINO SEBASTIANO intersezione con VIA MARABITTI;1;F;38,137409;13,361481
14/04/2023;16:15;VIALE REGIONE SICILIANA N.O. altezza (spec.) VIA PORTELLO;1;F;38,112686;13,329673
14/04/2023;19:30;VIALE REGIONE SICILIANA S.E. in prossimit? di sott.loggia;1;F;38,107032;13,330257
14/04/2023;20:15;PIAZZA CAPONNETTO ANTONINO intersezione VIA DEI CANTIERI;1;F;38,13594;13,358636
15/04/2023;00:01;VIA DALLA CHIESA C. A. GEN. altezza del civico 20;1;F;38,131999;13,35386
15/04/2023;08:15;VIA SALAMONE MARINO SALVATORE altezza del civico 13;0;C;38,108324;13,361403
16/04/2023;00:30;VIA FOSCOLO UGO intersezione con VIA DI BLASI FRANCESCO PAOLO;1;F;38,139645;13,344826
16/04/2023;01:00;CORSO CALATAFIMI altezza del civico 581;0;C;38,104766;13,334432
16/04/2023;01:10;VIA MATTEI altezza del civico 1;1;F;38,194792;13,321546
16/04/2023;07:00;CORSO CALATAFIMI di fronte al civico 701;0;C;38,102629;13,329255
16/04/2023;09:00;VIALE REGIONE SICILIANA N.O. altezza (spec.) SOTT. BELGIO;1;F;38,148621;13,326442
16/04/2023;14:00;VIA MARCONI GUGLIELMO intersezione con VIA CUSMANO GIACOMO;0;C;38,124907;13,348385
16/04/2023;18:40;VIA ORETO intersezione con VIA DELL'ORSA MINORE;1;F;38,097138;13,373287
16/04/2023;20:00;VIA MONTE ERCTA altezza del civico 1803;0;C;38,187464;13,342512
16/04/2023;21:20;VIALE REGIONE SICILIANA N.O. altezza ponte lazio;1;F;38,139236;13,330915
17/04/2023;02:45;VIA PIGNATELLI ARAGONA altezza del civico 86/A;1;F;38,121205;13,354667
17/04/2023;07:30;VIALE REGIONE SICILIANA N.O. carr. centrale dir TP;1;F;38,110922;13,329714
17/04/2023;07:40;PIAZZA EINSTEIN ALBERT s.n.c.;0;C;38,128616;13,328953
17/04/2023;08:50;PIAZZA EINSTEIN ALBERT lato monte;0;C;38,128783;13,328934
17/04/2023;11:40;VIA UDITORE intersezione con VIA ACI;1;F;38,131521;13,324153
17/04/2023;17:20;VIA CAVOUR CAMILLO altezza del civico 20;1;F;38,122049;13,361048
17/04/2023;22:50;VIA UDITORE intersezione con VIA GIARDINA GIACOMO;1;F;38,129014;13,326547
18/04/2023;02:15;CORSO CALATAFIMI altezza del civico 251;0;C;38,108229;13,342944
18/04/2023;07:20;PIAZZA TURBA EUCLIDE GEN. di fronte al civico 66;0;C;38,101341;13,338653
18/04/2023;08:20;VIALE LEONARDO DA VINCI intersezione con VIA CASALINI;1;F;38,12682;13,313653
18/04/2023;12:15;VIA PRINCIPE DI PATERNO' intersezione con VIA DI MARCO DOMENICO;0;C;38,140988;13,343968
18/04/2023;12:45;VIALE REGIONE SICILIANA altezza del civico 926;1;F;38,096374;13,335942
18/04/2023;13:10;VIA PITRE' GIUSEPPE altezza (spec.) gualtiero;1;F;38,110549;13,328627
18/04/2023;13:30;VIA TRIESTE altezza del civico 35;0;C;38,110768;13,364972
18/04/2023;14:10;VIA MOROZZO DELLA ROCCA intersezione con VIA MONTEGRAPPA;3;F;38,105681;13,35331
18/04/2023;15:00;VIA PIANO DELL'UCCIARDONE altezza (spec.) p. della Pace;1;F;38,13179;13,359777
18/04/2023;15:00;CORSO RE RUGGERO in prossimit? di pressi;0;C;38,102629;13,329255
18/04/2023;16:10;VIA DELLA LIBERTA' intersezione VIALE LAZIO;1;F;38,143862;13,343214
18/04/2023;17:15;PIAZZA GENTILI ALBERICO intersezione VIA DUCA DELLA VERDURA;2;F;38,133909;13,350604
18/04/2023;17:20;VIALE REGIONE SICILIANA N.O. intersezione con VIA ROSSO DI S.SECONDO;1;F;38,12041;13,329071
19/04/2023;00:05;VIA LA LOGGIA GAETANO di fronte al civico 182;0;C;38,107111;13,332876
19/04/2023;08:00;VIALE DEL FANTE in prossimit? di 64;2;F;38,156557;13,337859
19/04/2023;09:45;VIA OLIO DI LINO altezza del civico 12;1;F;38,081875;13,322427
19/04/2023;10:30;VIALE REGIONE SICILIANA N.O. carr. laterale df n. 478 pc220;1;F;38,099098;13,332403
19/04/2023;17:40;VIA ZABAN VITTORIO altezza int. parch. MD;2;F;38,093384;13,402502
19/04/2023;18:00;VIA CASTELFORTE altezza del civico 24;1;F;38,173548;13,326747
19/04/2023;18:45;VIA CAVOUR CAMILLO intersezione con VIA VALENTI;1;F;38,121532;13,359243
19/04/2023;22:20;VIA IMERA intersezione con VIA LASCARIS COSTANTINO;2;F;38,117024;13,348812
19/04/2023;23:40;VIA RIZZO AMMIRAGLIO altezza del civico 78;0;C;38,14338;13,358608
20/04/2023;02:30;STRADA STATALE 624 altezza VIADOTTO ORETO;1;F;38,078347;13,32324
20/04/2023;08:00;VIALE DUCA DEGLI ABRUZZI s.n.c.;0;C;38,168484;13,328603
20/04/2023;09:10;VIA PELLICO SILVIO intersezione VIA TOMASI CARDINALE;1;F;38,115075;13,345488
20/04/2023;12:20;VIALE CAMPANIA nr. 29;1;F;38,145314;13,338956
20/04/2023;12:40;VIA CUSMANO GIACOMO intersezione con VIA MARCONI GUGLIELMO;1;F;38,124742;13,347942
20/04/2023;13:30;VIALE REGIONE SICILIANA pressi SVINCOLO;1;F;38,102314;13,330315
20/04/2023;15:10;VIA NOTARBARTOLO EMANUELE altezza del civico 1 E;1;F;38,133608;13,349244
20/04/2023;15:30;VIA VALDEMONE intersezione VIA TRINACRIA;1;F;38,147956;13,338296
20/04/2023;16:10;VIALE REGIONE SICILIANA carr. centrale DIREZIONE TP;1;F;38,110762;13,329712
20/04/2023;18:25;VIALE REGIONE SICILIANA altezza via Pitr?;3;F;38,110588;13,32961
20/04/2023;19:10;VIA CAPPUCCINI intersezione con VIA PITRE' GIUSEPPE;3;F;38,110582;13,339784
21/04/2023;01:00;VIALE MARGHERITA DI SAVOIA altezza (inters.) PIAZZA VALDESI;1;F;38,196582;13,331865
21/04/2023;08:40;VIA RAGUSA LITTORE intersezione VIALE CROCE ROSSA;1;F;38,147005;13,341137
21/04/2023;09:25;VIA ROMA in prossimit? di V. B.ALL'OLIVEL;2;F;38,121217;13,361303
21/04/2023;13:30;VIA RESTIVO EMPEDOCLE altezza (inters.) VIA VAL DI MAZARA;1;F;38,147689;13,333856
21/04/2023;15:00;VIALE MARGHERITA DI SAVOIA altezza del civico 107;0;C;38,177821;13,335598
21/04/2023;17:35;VIALE REGIONE SICILIANA S.E. altezza svincolo Brasa;1;F;38,094556;13,337597
21/04/2023;20:35;CORSO DEI MILLE di fronte al civico 528/A;1;F;38,101129;13,38281
21/04/2023;22:30;VIA IMERA intersezione VIA D'OSSUNA;2;F;38,115375;13,349455
22/04/2023;00:30;VIA DELLA LIBERTA' intersezione VIA GARGALLO TOMMASO;1;F;38,137881;13,347226
22/04/2023;03:00;VIA ALDISIO SALVATORE intersezione con VIA DANIMARCA;0;C;38,155567;13,330149
22/04/2023;03:00;FONDO LA MANNA intersezione VIA ANFUSO ANDREA;0;C;38,120021;13,331315
22/04/2023;03:10;VIALE REGIONE SICILIANA S.E. altezza del civico 314;0;C;38,100466;13,331755
22/04/2023;03:30;VIA PONTE DI MARE altezza del civico 149;1;R;38,110212;13,37888
22/04/2023;03:30;FORO UMBERTO I intersezione PIAZZA TUMMINELLO VINCENZO;0;C;38,112935;13,37785
22/04/2023;09:45;VIA ALLA FALCONARA altezza del civico 1F;2;F;38,115497;13,292643
22/04/2023;15:10;VIALE REGIONE SICILIANA S.E. altezza del civico 3290;2;M;38,087386;13,357846
22/04/2023;17:00;VIA NOTARBARTOLO EMANUELE altezza del civico 2/B;1;F;38,131368;13,340245
22/04/2023;21:00;VIA PADRE GIUSEPPE PUGLISI altezza del civico 40;0;C;38,102654;13,388437
23/04/2023;04:10;VIALE REGIONE SICILIANA N.O. altezza del civico 9880;1;F;38,173961;13,296589
23/04/2023;05:00;VIA BASILE ERNESTO di fronte via Piave;1;F;38,104654;13,350515
23/04/2023;06:40;VIA DELLA LIBERTA' intersezione VIA ARCHIMEDE;0;C;38,128266;13,353524
23/04/2023;10:20;VIA GIAFAR EMIRO intersezione VIA CIRINCIONE GIUSEPPE;1;F;38,097699;13,390785
23/04/2023;13:50;STRADA STATALE 624 altezza del km 2+VII;1;F;38,073616;13,324597
23/04/2023;16:45;VIA PALINURO di fronte al civico 69/71;1;F;38,204361;13,323234
23/04/2023;19:00;VIALE REGIONE SICILIANA N.O. carr. laterale -;1;F;38,170204;13,299986
23/04/2023;19:15;VIALE GIULIANO BORIS altezza del civico 43;1;F;38,14101;13,341543
23/04/2023;23:30;VIALE REGIONE SICILIANA S.E. altezza PONTE BONAGIA;1;F;38,087983;13,362852
24/04/2023;01:35;PIAZZA NISCEMI intersezione VIALE DEL FANTE;1;F;38,164089;13,331891
24/04/2023;02:20;VIA DELLA LIBERTA' intersezione VIA ARCHIMEDE;3;F;38,128271;13,35353
24/04/2023;08:00;PIAZZA GIULIO CESARE intersezione con VIA PALMERI NICCOLO';2;F;38,110426;13,367328
24/04/2023;08:05;VIA DELLA LIBERTA' intersezione con VIA DUCA DELLA VERDURA;1;F;38,133725;13,349793
24/04/2023;10:00;PIAZZA EINSTEIN ALBERT intersezione VIALE LEONARDO DA VINCI;2;F;38,128789;13,328862
24/04/2023;10:45;VIA STABILE MARIANO intersezione VIA WAGNER RICCARDO;2;F;38,123425;13,358866
24/04/2023;10:51;VIA VERGINE MARIA locali INT. CIMITERO R;2;F;38,163668;13,369775
24/04/2023;12:20;VIA SPADOLINI GIOVANNI s.n.c.;1;F;38,167654;13,30853
24/04/2023;12:30;VIA CRISPI FRANCESCO di fronte V. DELL'ARSENAL;0;C;38,134255;13,358795
24/04/2023;14:15;VIA CALA altezza P. DELLE DOGANE;4;F;38,119236;13,369094
24/04/2023;17:40;VIALE REGIONE SICILIANA N.O. altezza del civico 9488;0;C;38,178074;13,293664
24/04/2023;18:40;VIALE DEL FANTE intersezione PIAZZA SALERNO ALFREDO;2;F;38,154954;13,339007
24/04/2023;21:40;VIA PIANELL GIUSEPPE altezza del civico 9;1;F;38,098367;13,386516
24/04/2023;22:50;PIAZZA VALDESI altezza (inters.) VIALE REGINA ELENA;0;C;38,197212;13,331468
25/04/2023;11:30;VIALE LEONARDO DA VINCI intersezione con VIA CASALINI;1;F;38,126797;13,313645
25/04/2023;12:15;VIA MORELLO NUNZIO intersezione VIA RAPISARDI MARIO;0;C;38,134076;13,343419
25/04/2023;14:00;VIA AQUILEIA intersezione VIA DEL QUARNARO;2;F;38,142366;13,332618
25/04/2023;17:20;VIALE LEONARDO DA VINCI altezza del civico 645;3;F;38,126656;13,308066
25/04/2023;17:50;VIA AGOSTINO ANTONINO intersezione VIA EUGENIO L'EMIRO;2;F;38,113964;13,336396
25/04/2023;18:00;VIALE DUCA DEGLI ABRUZZI pressi PALAZZ.CINESE;2;M;38,16659;13,32996
25/04/2023;20:00;VIA MESSINA MARINE altezza del civico 811/b;2;F;38,095233;13,432566
26/04/2023;06:00;VIALE REGIONE SICILIANA N.O. carr. laterale dir.ct n. 1598;1;F;38,119401;13,328647
26/04/2023;08:00;PIAZZA EINSTEIN ALBERT intersezione con VIALE LEONARDO DA VINCI;1;F;38,128912;13,328856
26/04/2023;10:50;VIALE REGIONE SICILIANA N.O. intersezione VIA TRABUCCO;1;F;38,155324;13,31782
26/04/2023;12:00;VIA CRISPI FRANCESCO altezza del civico 150;1;F;38,126421;13,362765
26/04/2023;18:20;VIA CAPPELLO SALVATORE intersezione con VIALE DEI PICCIOTTI;2;F;38,105455;13,381802
26/04/2023;20:15;CORSO ALBERTO AMEDEO altezza (inters.) VIA IEVOLELLA VITO;1;F;38,113033;13,352186
27/04/2023;03:20;VIA CALA altezza porto salvo;1;F;38,11884;13,367158
27/04/2023;09:00;VIALE CROCE ROSSA altezza del civico 147;0;C;38,152933;13,337453
27/04/2023;09:00;VIA DELL'ORSA MINORE altezza del civico 298;1;F;38,091647;13,365415
27/04/2023;10:40;VIA TIRO A SEGNO altezza del civico 60;1;F;38,110999;13,376436
27/04/2023;10:50;VIA LA LOGGIA GAETANO altezza del civico 1;1;F;38,108026;13,336761
27/04/2023;10:55;VIA BASILE ERNESTO di fronte al civico 108/B;0;C;38,104913;13,351124
27/04/2023;11:25;VIA PITRE' GIUSEPPE intersezione VIA PALCHETTO;2;F;38,110509;13,331013
27/04/2023;16:00;VIALE DE GASPERI ALCIDE altezza del civico 219;0;C;38,148862;13,332299
27/04/2023;17:00;CORSO CALATAFIMI altezza del civico 1049;1;F;38,096025;13,312951
27/04/2023;17:55;VIA SCIUTI GIUSEPPE altezza del civico 41;1;F;38,133911;13,342357
27/04/2023;18:00;VIA DELLA LIBERTA' intersezione VIA D'ANNUNZIO GABRIELE;0;C;38,138795;13,346469
27/04/2023;18:20;VIALE NICOLETTI ROSARIO altezza Elenka;3;F;38,189642;13,293888
27/04/2023;21:45;CORSO CALATAFIMI altezza del civico 18;0;C;38,110666;13,348995
28/04/2023;07:35;FORO UMBERTO I pressi C.SO VITT.EMANU;0;C;38,119728;13,371394
28/04/2023;08:05;VIA SCIUTI GIUSEPPE altezza del civico 5;1;F;38,132776;13,343058
28/04/2023;08:30;ROTONDA BRASILE direzione DI VIALE MICHELANGELO;0;C;38,139647;13,330613
28/04/2023;09:00;CORSO TUKORY altezza del civico 274;1;F;38,107972;13,355644
28/04/2023;10:30;PIAZZA EINSTEIN ALBERT intersezione VIALE LEONARDO DA VINCI;0;C;38,12896;13,33115
28/04/2023;13:00;VIA LA MALFA UGO altezza DECO';0;C;38,163118;13,313482
28/04/2023;13:30;VIA PERPIGNANO di fronte al civico 227;0;C;38,119249;13,330571
28/04/2023;14:15;VIA GOETHE altezza del civico 76;1;F;38,122008;13,350446
28/04/2023;16:00;VIA ANDREA DA BURGIO altezza del civico 9;0;C;38,115818;13,295937
28/04/2023;18:30;PIAZZA DEL SACRO CUORE intersezione CORSO FINOCCHIARO APRILE CAMILLO;2;F;38,118399;13,342973
28/04/2023;19:45;VIA ROSCIGLIONE GIOVANNI intersezione VIA NETTUNO;2;F;38,195587;13,317289
29/04/2023;03:50;FORO UMBERTO I altezza (spec.) by pass civ.6;0;C;38,11655;13,374146
29/04/2023;12:20;VIALE PRINCIPESSA IOLANDA intersezione VIALE COLONIA MARINA;1;F;38,193974;13,334332
29/04/2023;19:30;VIA PEGASO altezza del civico 22;1;F;38,19826;13,280796
29/04/2023;20:25;VIALE REGIONE SICILIANA N.O. altezza del civico 1325;0;C;38,115195;13,32934
29/04/2023;22:10;VIA CUSMANO GIACOMO intersezione con VIA MARCONI GUGLIELMO;1;F;38,124744;13,347955
30/04/2023;00:30;VIALE DE GASPERI ALCIDE intersezione con VIA AUSONIA;2;F;38,14973;13,334668
30/04/2023;05:45;VIA MODICA altezza del civico 11;0;C;38,127336;13,299077
30/04/2023;10:00;VIALE MARGHERITA DI SAVOIA in prossimit? di CANC_GIUSINO;1;F;38,174369;13,336935
30/04/2023;10:15;PIAZZA MORDINI ANTONIO altezza del civico 8;0;C;38,129873;13,351593
30/04/2023;12:20;VIA LUTHER KING MARTIN intersezione con VIA DELLA FAVORITA;0;C;38,14762;13,35454
30/04/2023;12:30;VIA LUTHER KING MARTIN intersezione con VIA DELLA FAVORITA;0;C;38,14762;13,35454
30/04/2023;12:40;VIA LUTHER KING MARTIN intersezione con VIA DELLA FAVORITA;0;C;38,14762;13,35454
30/04/2023;18:15;CORSO CALATAFIMI altezza (inters.) VIALE REGIONE SICILIANA N.O.;1;F;38,10299;13,330121
30/04/2023;21:00;VIALE STRASBURGO intersezione con VIA INGEGNEROS GIUSEPPE;1;F;38,158001;13,325426
01/05/2023;04:00;VIA BISAZZA FELICE altezza del civico 83;0;C;38,125497;13,337339
01/05/2023;12:45;VIA SCIUTI GIUSEPPE altezza (inters.) VIA GIUSTI GIUSEPPE;0;C;38,135985;13,341108
01/05/2023;15:17;VIA UGDULENA GREGORIO altezza (inters.) VIA DELLA LIBERTA';0;C;38,13999;13,345743
01/05/2023;19:55;VIA DELLA LIBERTA' intersezione VIALE LAZIO;2;F;38,143856;13,343202
02/05/2023;00:50;VIA GIRARDENGO COSTANTE intersezione VIA GUERRA LEARCO;2;F;38,178998;13,318378
02/05/2023;08:15;VIA DELLA LIBERTA' intersezione VIA DUCA DELLA VERDURA;0;C;38,133718;13,349778
02/05/2023;09:10;VIA ROSSINI GIOACCHINO intersezione con VIA SCARLATTI ALESSANDRO;1;F;38,119464;13,358206
02/05/2023;09:15;LUNGOMARE COLOMBO CRISTOFORO altezza del civico 2982;2;F;38,18956;13,359034
02/05/2023;11:35;VIA DELL'AUTONOMIA SICILIANA altezza del civico 122;0;C;38,142319;13,355067
02/05/2023;14:00;VIA CRISTODULO AMMIRAGLIO altezza del civico 14;0;C;38,09598;13,425703
02/05/2023;16:40;PIAZZA LEONI altezza del civico 76;1;F;38,145349;13,345643
03/05/2023;06:30;VIA PERPIGNANO nr. 304/e;0;C;38,120043;13,322505
03/05/2023;07:45;VIA MARINUZZI ANTONIO intersezione con VIA BERGAMO;2;F;38,103176;13,366849
03/05/2023;09:26;VIA LA MALFA UGO altezza del civico 30;1;F;38,158294;13,317321
03/05/2023;10:50;VIALE DEI PICCIOTTI nr. 5/b;1;F;38,103755;13,384781
03/05/2023;12:30;VIA FIRENZE altezza del civico 6;0;C;38,115553;13,363892
03/05/2023;13:30;VIALE REGIONE SICILIANA N.O. di fronte al civico 1869;0;C;38,119967;13,329051
03/05/2023;17:30;CORSO RE RUGGERO intersezione con LARGO LA GRUTTA GIUSEPPE;0;C;38,108675;13,35416
03/05/2023;17:30;VIA NOTARBARTOLO EMANUELE altezza del civico 1/F;2;F;38,133585;13,349184
03/05/2023;18:45;PIAZZA NISCEMI intersezione con VIALE DEL FANTE;0;C;38,163254;13,332648
03/05/2023;19:15;VIA ERRANTE VINCENZO altezza del civico 22;1;F;38,108007;13,365362
04/05/2023;08:15;VIA BERNINI GIAN LORENZO s.n.c.;0;C;38,136284;13,322628
04/05/2023;08:40;VIA GALVANI LUIGI intersezione VICOLO SACRAMENTO;2;F;38,100245;13,389053
