la,lo,s,n
54.2058,-1.5819,3,1
54.0095,-1.373,3,1
54.1364,-0.7983,3,1
54.4175,-1.663,3,1
54.3058,-1.3995,3,1
53.9855,-1.5451,2,1
51.0119,-3.076,3,1
50.953,-2.7515,3,1
51.0227,-2.8695,3,1
51.0479,-3.0033,3,1
53.4951,-2.4951,3,1
53.5027,-2.4863,2,1
53.3851,-2.7885,3,1
53.3909,-2.9573,3,1
53.3534,-2.8968,3,1
53.4012,-3.1124,2,1
53.4313,-3.045,3,1
53.4082,-3.0369,3,1
53.4019,-3.098,3,1
53.3969,-3.0304,3,1
53.3818,-3.0519,3,1
53.5083,-1.4109,1,1
53.5105,-1.6842,2,1
53.5097,-1.4485,2,1
53.5166,-1.3785,3,1
53.5113,-1.032,2,1
53.4788,-1.2454,2,1
53.4794,-1.1502,3,1
53.4623,-1.0151,3,1
53.4641,-1.1524,2,1
53.4283,-1.4575,3,1
53.3741,-1.4796,3,1
53.3665,-1.4412,3,1
55.0611,-1.6361,3,1
55.0075,-1.5076,2,1
54.9839,-1.3916,3,1
54.9228,-1.4451,3,1
52.4495,-1.8761,3,1
52.4432,-1.8557,2,1
52.5137,-1.935,2,1
52.5313,-1.9279,3,1
52.5323,-2.0902,3,1
52.4991,-2.1819,3,1
52.5074,-2.0804,3,1
52.5014,-2.016,3,1
52.5518,-2.0197,3,1
52.5834,-2.0547,3,1
52.6562,-1.9538,3,1
52.5565,-1.9764,3,1
52.6037,-2.1042,3,1
53.9174,-1.9328,3,1
53.8134,-1.7257,3,1
53.6393,-1.7823,3,1
53.6209,-1.7975,2,1
53.8141,-1.3391,3,1
53.8313,-1.5881,3,1
53.732,-1.5784,2,1
53.9048,-1.6968,3,1
53.6362,-1.5314,2,1
51.6152,-0.2022,3,1
51.6133,-0.1854,3,1
51.5578,-0.2132,3,1
51.6453,-0.1774,3,1
51.4903,0.1614,2,1
51.5653,-0.2747,3,1
51.556,-0.2528,3,1
51.5759,-0.2959,3,1
51.3895,0.0495,3,1
51.3708,0.0967,3,1
51.3837,0.078,3,1
51.5247,-0.1163,3,1
51.3779,-0.1026,2,1
51.3841,-0.1212,3,1
51.3646,-0.0843,3,1
51.3333,-0.0762,3,1
51.373,-0.0874,3,1
51.351,-0.0401,3,1
51.3793,-0.1014,3,1
51.4981,-0.3057,3,1
51.5487,-0.3672,3,1
51.5095,-0.3172,3,1
51.5339,-0.3478,3,1
51.6161,-0.0759,2,1
51.643,-0.1451,3,1
51.6144,-0.1025,3,1
51.627,-0.0566,2,1
51.6136,-0.1234,3,1
51.652,-0.0833,3,1
51.6483,-0.0463,3,1
51.6398,-0.0633,2,1
51.4532,0.0366,3,1
51.5228,-0.0777,3,1
51.5474,-0.0757,3,1
51.4735,-0.2126,3,1
51.4998,-0.2395,3,1
51.5984,-0.1043,3,1
51.6101,0.2077,2,1
51.5134,0.1809,3,1
51.5334,-0.4146,2,1
51.5472,-0.4713,3,1
51.4663,-0.3893,3,1
51.4743,-0.3273,3,1
51.4743,-0.3442,3,1
51.4415,-0.3676,3,1
51.5462,-0.1012,3,1
51.5315,-0.1128,3,1
51.5467,-0.0893,3,1
51.5189,-0.2109,3,1
51.4949,-0.1849,3,1
51.4885,-0.1769,3,1
51.5014,-0.1925,3,1
51.4411,-0.0929,3,1
51.4852,-0.1252,3,1
51.4682,-0.1443,3,1
51.5058,-0.1145,2,1
51.433,-0.1038,3,1
51.4565,-0.0226,3,1
51.4286,-0.0286,3,1
51.4157,-0.1908,3,1
51.4017,-0.1532,3,1
51.5466,0.0255,3,1
51.5089,0.0479,3,1
51.5173,0.0327,3,1
51.5464,0.0251,3,1
51.5357,0.0583,2,1
51.5354,-0.0056,3,1
51.5578,0.0681,3,1
51.5727,0.0926,2,1
51.5589,0.0779,3,1
51.5654,0.1042,3,1
51.5935,0.0372,3,1
51.5049,-0.0956,3,1
51.5052,-0.1045,3,1
51.5023,-0.0817,3,1
51.4776,-0.0702,3,1
51.4834,-0.0648,3,1
51.3824,-0.1571,3,1
51.3867,-0.2101,2,1
51.5276,-0.0767,3,1
51.5282,-0.019,3,1
51.5122,-0.0166,3,1
51.579,-0.0305,3,1
51.6157,-0.0174,2,1
51.5678,0.0108,3,1
51.5786,-0.0067,3,1
51.5712,0.0157,3,1
51.4827,-0.1343,3,1
51.5284,-0.1813,3,1
51.5359,-0.1608,2,1
51.5244,-0.1494,3,1
51.5243,-0.2014,3,1
51.5192,-0.1689,3,1
51.5241,-0.2007,3,1
52.3239,-0.2066,3,1
52.4993,-0.0138,2,1
52.2064,0.1356,3,1
52.3379,-0.3282,3,1
52.1617,-0.208,3,1
54.1196,-3.2218,3,1
54.8575,-2.8801,3,1
54.3251,-2.8893,3,1
54.1158,-3.2282,2,1
53.231,-1.422,3,1
53.1981,-1.3247,3,1
52.7732,-1.5526,2,1
52.8829,-1.2894,3,1
52.8384,-1.4768,2,1
52.9238,-1.3103,3,1
51.0035,-3.524,3,1
50.9847,-3.5206,3,1
50.7073,-3.5435,3,1
51.0497,-3.93,3,1
50.7203,-3.5266,2,1
50.8286,-3.7196,3,1
50.7134,-3.4649,2,1
51.0835,-4.0553,3,1
50.7761,0.0939,3,1
50.9328,0.843,3,1
50.8051,0.0533,1,1
50.7799,0.2522,2,1
50.8664,0.572,2,1
50.8617,0.5567,3,1
51.8194,1.136,2,1
51.6196,0.1135,3,1
51.865,0.5653,3,1
51.5526,0.6113,3,1
51.625,0.1118,3,1
51.8875,0.8936,3,1
51.9568,0.2138,3,1
52.0263,0.7098,3,1
51.9252,0.9056,3,1
51.877,0.7533,3,1
51.6751,0.6887,3,1
51.787,0.9206,2,1
51.8498,-2.2583,3,1
51.8579,-2.2427,3,1
51.7361,-2.5097,3,1
51.7508,-1.9589,3,1
51.0653,-1.3374,2,1
50.8558,-1.13,3,1
51.1921,-1.6694,3,1
50.8092,-1.1532,3,1
50.8838,-0.9687,3,1
50.9194,-1.2864,2,1
50.9097,-1.3186,3,1
50.848,-1.2423,3,1
51.0748,-1.294,3,1
50.7931,-1.1351,3,1
51.7588,-0.3201,3,1
51.7314,-0.3177,3,1
51.8907,-0.1947,3,1
51.7392,-0.3955,3,1
51.7071,-0.0421,3,1
51.7609,-0.0328,3,1
51.6856,-0.2735,3,1
51.2679,1.0963,3,1
51.1266,0.7571,3,1
51.3039,0.6946,3,1
51.2683,1.064,3,1
51.4199,0.7667,2,1
51.2951,0.472,3,1
51.404,0.3995,3,1
51.3323,1.4206,2,1
51.0723,1.1215,3,1
51.319,0.4354,3,1
51.2657,0.4829,2,1
51.3386,1.3558,3,1
51.1787,0.6127,2,1
51.2184,0.6443,3,1
51.4307,0.2897,3,1
53.8261,-2.396,3,1
53.6982,-2.6923,3,1
53.75,-2.4054,3,1
53.7385,-2.9463,3,1
53.7788,-2.3841,2,1
54.1026,-2.7657,2,1
52.6777,-1.0627,3,1
52.6651,-1.1837,3,1
53.1283,0.2781,3,1
53.0233,0.0926,3,1
53.2527,-0.5073,3,1
52.8019,-0.1055,2,1
52.7516,0.3992,3,1
52.1551,-0.8986,3,1
52.4005,-0.8545,3,1
52.1845,-0.8088,3,1
52.1781,-0.8813,3,1
52.2525,-0.8699,2,1
53.0999,-1.2558,3,1
53.0364,-1.205,3,1
53.1092,-1.1265,3,1
52.9072,-1.1446,3,1
52.9626,-1.8334,3,1
52.6928,-2.1316,3,1
52.6624,-2.201,1,1
52.763,-2.1079,2,1
52.9324,-2.0878,3,1
52.807,-1.6262,3,1
52.8004,-1.6219,3,1
52.6857,-2.0321,3,1
52.1325,1.1606,2,1
52.1322,0.8787,3,1
52.0511,1.0687,3,1
51.987,1.0082,3,1
52.136,1.4349,3,1
52.3778,0.541,3,1
51.2689,-0.0134,3,1
51.2019,-0.8172,3,1
51.3724,-0.6814,3,1
51.2297,-0.1311,3,1
51.2377,-0.566,3,1
51.283,-0.4395,3,1
51.2665,-0.2052,3,1
51.3217,-0.4496,3,1
51.2464,-0.5781,3,1
51.4195,-0.4458,3,1
51.3168,-0.559,3,1
51.4215,-0.4363,3,1
51.4036,-0.5395,3,1
52.256,-1.5642,3,1
52.4633,-1.4829,3,1
50.9279,-0.1987,2,1
50.8296,-0.3852,2,1
51.0397,-0.7904,3,1
51.0488,-0.7699,3,1
50.9305,-0.5646,2,1
50.8556,-0.5776,3,1
50.9997,-0.7473,3,1
51.1312,-0.1862,2,1
52.1851,-2.2184,2,1
54.8618,-4.928,2,1
55.6312,-4.4329,2,1
55.9884,-3.7432,2,1
57.7495,-5.6045,1,1
55.6235,-4.6461,3,1
55.6542,-4.7736,2,1
55.5358,-2.6086,2,1
60.1053,-1.3364,2,1
55.8038,-4.1826,3,1
55.7761,-4.0337,3,1
56.1854,-4.2634,3,1
57.6815,-2.6907,3,1
57.3464,-2.1896,2,1
55.8217,-5.0542,2,1
55.9479,-3.1946,3,1
55.9491,-3.1831,3,1
55.7932,-4.6255,3,1
55.7986,-3.6744,2,1
56.5103,-2.7767,2,1
56.4784,-2.9875,3,1
56.4638,-2.9641,2,1
56.1103,-3.1674,3,1
56.097,-3.3504,3,1
55.8957,-4.2641,2,1
55.8248,-4.2613,1,1
55.8835,-4.1642,3,1
55.8227,-4.2912,2,1
55.8078,-4.0175,2,1
53.2791,-3.5615,3,1
53.1819,-3.4288,2,1
51.5762,-4.0205,3,1
51.4809,-3.1834,3,1
51.5846,-3.3225,3,1
51.6824,-3.3745,3,1
51.6406,-3.463,3,1
51.684,-3.1102,2,1
51.5878,-2.8102,2,1
52.4068,-3.587,3,1
54.5671,-1.2401,3,1
54.5758,-1.2348,2,1
53.3896,-2.7458,3,1
53.8192,-3.055,3,1
53.7717,-0.4505,3,1
53.779,-0.4095,3,1
53.7569,-0.0252,3,1
53.646,-0.578,2,1
53.6803,-0.4439,2,1
52.9132,-1.5111,3,1
52.9212,-1.483,2,1
52.6319,-1.1323,2,1
52.6297,-1.0953,3,1
52.5949,-1.1354,3,1
52.9817,-1.1576,3,1
52.9534,-1.1364,3,1
52.2042,-2.7303,3,1
52.0717,-2.8609,3,1
52.7449,-2.3992,3,1
53.01,-2.2087,2,1
52.9926,-2.1827,3,1
52.977,-2.174,2,1
51.3923,-2.3511,3,1
51.4121,-2.5096,3,1
51.3809,-2.3873,3,1
51.387,-2.3526,3,1
51.434,-2.5662,3,1
51.4555,-2.6064,3,1
51.4071,-2.5655,3,1
51.4214,-2.7512,3,1
51.5126,-2.5739,3,1
51.5078,-2.5764,3,1
50.3652,-4.1008,2,1
50.4074,-4.1955,3,1
50.4755,-3.5244,3,1
52.5871,-0.2466,3,1
52.559,-0.2293,2,1
52.5901,-0.2521,2,1
51.4768,0.3668,3,1
51.3824,0.5143,3,1
51.3692,0.5102,2,1
51.3648,0.5187,2,1
51.3815,-0.7017,2,1
51.4,-1.3203,3,1
51.378,-1.2487,3,1
51.5197,-0.5822,3,1
51.4221,-0.8865,3,1
52.065,-0.7935,3,1
52.0394,-0.8145,3,1
50.8469,-0.124,3,1
50.7938,-1.0622,3,1
50.84,-1.0279,2,1
50.7953,-1.0886,3,1
50.9131,-1.4027,3,1
50.9143,-1.3982,2,1
50.9223,-1.4333,3,1
50.6292,-1.1778,3,1
50.5966,-1.2796,3,1
54.8287,-1.7198,3,1
54.7595,-1.3275,3,1
54.8186,-1.396,2,1
53.3425,-2.2402,3,1
53.1492,-2.4331,1,1
53.3482,-2.2014,1,1
53.2112,-2.89,2,1
53.1926,-2.883,3,1
52.5052,-2.479,2,1
50.2551,-4.825,3,1
50.1458,-5.075,3,1
50.2058,-5.473,3,1
50.4108,-4.8383,3,1
50.4556,-4.635,2,1
50.3012,-5.1443,3,1
50.9894,-1.7437,3,1
51.2334,-1.6659,3,1
52.135,-0.4818,3,1
51.8604,-0.4308,3,1
52.0745,-0.2435,3,1
52.039,-0.3341,2,1
51.8597,-0.4144,3,1
51.89,-0.531,2,1
54.9608,-1.8327,2,1
50.7286,-1.7931,3,1
50.7231,-1.8406,3,1
50.8666,-1.8688,3,1
50.9081,-2.2569,2,1
51.675,-0.7201,3,1
51.6579,-0.7134,2,1
53.9924,-1.5264,3,1
53.9991,-1.4438,3,1
54.1388,-0.4516,3,1
54.3747,-1.72,3,1
53.9897,-1.5635,3,1
54.2463,-0.3746,3,1
54.3916,-1.6621,3,1
53.9914,-0.927,1,1
51.0726,-2.4114,3,1
51.2159,-2.5312,3,1
50.9946,-2.4121,3,1
51.1237,-2.7731,3,1
53.549,-2.439,3,1
53.5239,-2.1107,3,1
53.4933,-2.2593,3,1
53.4935,-2.2726,3,1
53.4085,-2.1492,3,1
53.4627,-2.0754,3,1
53.3976,-2.3701,3,1
53.4932,-2.497,3,1
53.4073,-2.9544,3,1
53.4308,-2.998,3,1
53.4442,-2.7359,2,1
53.5096,-1.4807,3,1
53.4977,-1.5483,2,1
53.5682,-1.4064,3,1
53.5589,-1.4533,3,1
53.5105,-1.0362,3,1
53.5474,-1.0741,3,1
53.446,-1.3473,1,1
53.3974,-1.3241,1,1
53.4163,-1.4246,3,1
53.3728,-1.4177,3,1
53.3923,-1.5296,2,1
53.4059,-1.415,3,1
53.3615,-1.4639,3,1
53.4363,-1.5386,3,1
55.0251,-1.5859,3,1
54.9883,-1.4263,2,1
54.8715,-1.3768,3,1
54.9324,-1.4474,2,1
52.5215,-1.8964,3,1
52.4378,-1.8284,3,1
52.4332,-1.9677,3,1
52.5166,-1.9012,3,1
52.452,-1.8963,2,1
52.509,-1.8469,3,1
52.4874,-1.9178,3,1
52.4321,-1.9839,3,1
52.4086,-1.5082,2,1
52.4518,-1.4781,2,1
52.4361,-1.4942,3,1
52.4085,-1.5153,3,1
52.4897,-2.0868,3,1
52.4653,-2.1507,3,1
52.4084,-1.8305,2,1
52.6174,-2.0031,3,1
52.5659,-2.0757,3,1
52.5709,-2.0952,3,1
52.5804,-2.1257,3,1
53.8089,-1.7296,3,1
53.8262,-1.8142,3,1
53.77,-1.7499,3,1
53.9392,-1.8706,2,1
53.7758,-1.7107,3,1
53.8345,-1.7787,3,1
53.6945,-1.6309,3,1
53.7203,-1.706,2,1
53.7265,-1.7203,3,1
53.6748,-1.6802,3,1
53.8347,-1.6513,3,1
53.8731,-1.6733,3,1
53.7983,-1.675,3,1
53.7925,-1.3737,3,1
51.5666,0.1334,3,1
51.588,-0.1641,3,1
51.5898,-0.2219,3,1
51.5949,-0.2606,3,1
51.6422,-0.1951,2,1
51.5823,-0.2456,3,1
51.6021,-0.2355,3,1
51.585,-0.1663,3,1
51.4141,0.1223,3,1
51.5603,-0.2362,3,1
51.5526,-0.2949,3,1
51.562,-0.2811,2,1
51.5599,-0.2969,3,1
51.389,0.1025,3,1
51.5224,-0.114,3,1
51.5457,-0.1558,3,1
51.3825,-0.1208,3,1
51.3952,-0.0845,2,1
51.3885,-0.0677,3,1
51.3803,-0.0868,2,1
51.5318,-0.3663,3,1
51.5083,-0.3429,2,1
51.5156,-0.2575,3,1
51.6124,-0.1176,3,1
51.6324,-0.1272,3,1
51.4909,0.0714,3,1
51.5446,-0.0543,3,1
51.5505,-0.0752,2,1
51.4788,-0.1936,3,1
51.4782,-0.1892,3,1
51.4692,-0.2103,3,1
51.6006,-0.1114,3,1
51.5752,-0.1427,3,1
51.5929,-0.0697,2,1
51.5928,-0.1062,3,1
51.5758,-0.3484,2,1
51.5248,-0.4354,3,1
51.5518,-0.1313,3,1
51.5222,-0.1061,2,1
51.5006,-0.1939,3,1
51.4834,-0.1672,3,1
51.5138,-0.1989,3,1
51.4276,-0.3066,3,1
51.4751,-0.1005,3,1
51.466,-0.1504,3,1
51.4738,-0.0476,3,1
51.4453,-0.0131,3,1
51.4385,0.0173,3,1
51.4652,-0.0183,3,1
51.3971,-0.1299,3,1
51.4205,-0.1758,2,1
51.4195,-0.202,3,1
51.5746,0.0837,2,1
51.434,-0.3296,3,1
51.4373,-0.372,3,1
51.4951,-0.101,3,1
51.4862,-0.0793,3,1
51.4924,-0.0594,2,1
51.4881,-0.0637,3,1
51.4277,-0.083,3,1
51.4806,-0.0836,2,1
51.4754,-0.0691,3,1
51.3408,-0.2024,3,1
51.5241,-0.0482,3,1
51.5123,-0.0032,2,1
51.5188,-0.0103,3,1
51.5277,-0.0169,3,1
51.59,-0.0133,3,1
51.5708,-0.0241,3,1
51.5589,-0.0074,3,1
51.6085,0.0003,3,1
51.6098,-0.002,3,1
51.4551,-0.2077,2,1
51.508,-0.1265,3,1
51.5276,-0.174,2,1
51.5269,-0.1637,3,1
51.5327,-0.1893,2,1
51.5038,-0.1487,3,1
51.5103,-0.1857,3,1
52.2829,0.0442,3,1
52.5438,0.1168,3,1
52.3127,-0.1357,3,1
52.072,-0.0307,3,1
52.2009,0.1584,2,1
52.4034,0.1157,3,1
54.9307,-2.8065,3,1
54.123,-3.2338,3,1
54.1328,-3.2341,3,1
54.1863,-3.0961,2,1
54.2627,-2.9608,2,1
52.7153,-1.5766,3,1
53.2586,-1.4357,3,1
53.1345,-1.5339,2,1
52.9695,-1.7531,3,1
52.9953,-1.3129,3,1
50.6976,-3.3889,3,1
50.7734,-4.3361,3,1
50.8914,0.2419,2,1
50.8543,0.5762,2,1
50.7724,0.2652,3,1
50.9293,0.3061,3,1
51.5709,0.6319,3,1
51.8004,0.6346,3,1
51.8631,1.0915,3,1
51.8753,0.551,3,1
51.6523,0.1937,3,1
51.7982,1.0247,3,1
51.8426,-2.218,2,1
51.876,-2.2409,3,1
51.7765,-2.2179,3,1
51.0122,-0.9193,3,1
50.8897,-1.3155,3,1
51.3087,-0.7501,3,1
50.8527,-0.9847,3,1
50.7264,-1.6037,3,1
51.6987,-0.3231,3,1
51.9526,-0.2759,3,1
51.7004,-0.4435,2,1
51.3894,1.4053,3,1
51.2769,0.185,3,1
51.1986,0.3307,2,1
51.3615,1.1205,3,1
51.4429,0.234,3,1
51.2818,1.0764,3,1
51.3516,1.1256,3,1
51.1134,0.4759,3,1
51.3111,0.2538,3,1
51.2679,0.4911,3,1
51.1415,1.2882,1,1
53.7213,-2.6719,3,1
53.7692,-2.7467,3,1
53.9636,-2.818,1,1
53.5533,-2.8993,3,1
53.788,-2.2587,3,1
53.7609,-2.3401,2,1
52.722,-1.0756,3,1
52.7462,-1.5001,3,1
52.9227,-0.0572,3,1
52.9991,-0.0217,3,1
52.7458,-0.1022,3,1
53.2291,-0.5341,3,1
52.9814,-0.0365,3,1
53.2178,-0.603,3,1
52.6528,1.3521,3,1
52.4909,0.853,3,1
52.8773,0.8457,3,1
52.6204,1.7274,2,1
52.8265,0.8362,3,1
52.7577,1.5309,2,1
52.2893,-0.6201,3,1
52.2924,-0.6076,3,1
52.0275,-1.138,3,1
52.2979,-0.6012,3,1
52.249,-0.8682,3,1
52.2877,-0.6892,2,1
52.2458,-0.8374,3,1
52.2017,-0.8989,3,1
52.2612,-0.8409,3,1
53.079,-0.8135,3,1
52.9757,-0.9486,2,1
52.9295,-1.2744,3,1
52.922,-1.0495,3,1
51.7395,-1.2218,3,1
51.7768,-1.2697,3,1
51.7522,-1.2977,3,1
51.7625,-1.1995,3,1
52.8595,-2.2542,2,1
52.7085,-1.817,3,1
53.0153,-2.2345,3,1
52.8372,-2.1491,2,1
53.0962,-1.8363,3,1
52.6543,-1.9718,3,1
52.4519,1.7166,3,1
52.2365,0.7277,3,1
52.3366,0.5339,3,1
52.14,1.1288,3,1
52.0713,1.1594,2,1
51.4322,-0.4551,3,1
51.4375,-0.5218,2,1
51.4288,-0.5434,3,1
51.4412,-0.5215,2,1
51.3674,-0.4085,3,1
51.4574,-0.4643,3,1
51.339,-0.2568,3,1
51.2017,-0.0566,2,1
51.4036,-0.3425,3,1
51.2665,-0.1013,3,1
51.4314,-0.5498,2,1
52.2937,-1.5352,3,1
50.7812,-0.6837,3,1
51.0151,-0.1217,2,1
51.0452,-0.4333,3,1
51.1184,-0.1428,3,1
50.8041,-0.667,3,1
52.3868,-2.2593,3,1
52.3062,-1.9451,3,1
52.2539,-2.2585,3,1
56.1199,-3.7895,3,1
54.8503,-4.3186,2,1
56.001,-3.8145,3,1
56.0196,-3.7046,3,1
57.3646,-4.0186,2,1
55.8902,-3.2008,3,1
55.4752,-2.5521,2,1
55.6695,-2.6958,3,1
55.4587,-4.629,2,1
55.8244,-4.1645,2,1
55.708,-3.9522,2,1
55.78,-4.0444,3,1
57.1599,-2.0797,2,1
55.9341,-3.1196,3,1
55.9458,-3.2055,3,1
56.0627,-3.5596,1,1
56.399,-3.4294,2,1
55.873,-4.3272,2,1
55.8568,-4.3611,2,1
55.8505,-4.2779,3,1
53.0525,-3.0328,2,1
52.0943,-4.6316,3,1
51.7224,-5.0328,2,1
51.6217,-3.9423,3,1
51.66,-3.9237,3,1
51.408,-3.305,3,1
51.5269,-3.1911,3,1
51.677,-3.4833,3,1
51.6743,-3.2241,3,1
51.76,-3.2312,3,1
51.8246,-3.0183,2,1
51.594,-3.0759,3,1
52.6655,-3.3,3,1
51.7516,-3.3729,3,1
54.5343,-1.2792,3,1
54.5445,-1.258,3,1
54.5908,-1.2857,2,1
53.7434,-0.3672,3,1
53.7815,-0.3012,3,1
53.8564,-0.4477,2,1
53.8126,-0.5281,3,1
53.5691,-0.0482,2,1
53.5623,-0.1191,2,1
53.587,-0.4147,3,1
53.9487,-1.074,3,1
53.9773,-0.9683,1,1
52.9329,-1.5255,3,1
52.9305,-1.5249,3,1
52.6116,-1.1366,3,1
52.6391,-1.1412,3,1
52.6454,-1.0608,3,1
52.9767,-1.1661,3,1
52.0673,-2.7221,3,1
53.0053,-2.1779,3,1
51.3544,-2.5367,3,1
51.3901,-2.3892,2,1
51.4198,-2.5715,3,1
51.4656,-2.5613,2,1
51.3351,-2.9468,3,1
51.5108,-2.5173,3,1
51.4929,-2.5098,3,1
50.4038,-4.157,2,1
50.3789,-4.1638,2,1
50.4302,-3.575,3,1
50.4851,-3.5423,3,1
51.5627,-1.7783,3,1
51.9053,-0.4607,3,1
51.8925,-0.4644,2,1
51.541,0.7064,3,1
51.5508,0.6596,3,1
51.3889,0.4758,2,1
51.4402,-0.9687,3,1
51.5197,-0.798,3,1
51.4295,-0.8791,3,1
50.8508,-0.2276,2,1
50.8319,-0.1341,3,1
50.8641,-0.1418,2,1
50.8271,-0.1346,3,1
50.8334,-1.0712,3,1
50.8028,-1.064,3,1
50.8157,-1.0717,2,1
50.8413,-1.0444,3,1
50.9071,-1.3431,3,1
50.8982,-1.404,1,1
50.6522,-1.1609,3,1
53.3129,-2.2378,3,1
53.1569,-2.9136,3,1
52.8654,-3.0454,3,1
50.2637,-5.057,3,1
50.1288,-5.5552,3,1
50.1689,-5.2807,3,1
50.6313,-4.3662,3,1
50.145,-5.3439,3,1
50.2361,-5.0667,3,1
50.297,-5.1228,3,1
51.3587,-1.5833,2,1
51.6261,-1.8875,3,1
51.8487,-0.4453,3,1
55.0977,-1.5682,3,1
50.7222,-1.9383,3,1
50.7259,-1.9014,3,1
50.5638,-2.4505,3,1
51.8101,-0.8205,3,1
51.6489,-0.6809,2,1
53.9477,-1.5426,3,1
54.0818,-1.3975,3,1
53.8558,-1.3464,3,1
51.036,-3.1074,3,1
50.9456,-2.6161,3,1
50.8733,-2.9221,3,1
53.5822,-2.4236,3,1
53.5498,-2.2622,3,1
53.4479,-2.2347,3,1
53.4075,-2.3079,2,1
53.4432,-2.1826,3,1
53.4725,-2.1506,2,1
53.5208,-2.2402,3,1
53.5382,-2.1257,2,1
53.5277,-2.1167,3,1
53.5052,-2.2476,3,1
53.4136,-2.0715,3,1
53.4572,-2.1383,2,1
53.431,-2.3192,3,1
53.5252,-2.4845,3,1
53.5468,-2.7035,3,1
53.5815,-2.5982,3,1
53.5718,-2.6386,3,1
53.5868,-2.6632,3,1
53.4132,-2.9387,3,1
53.4706,-2.7409,3,1
53.4699,-2.998,3,1
53.395,-3.026,2,1
53.4012,-3.1123,3,1
53.427,-3.0677,3,1
53.553,-1.3883,3,1
53.578,-1.4437,3,1
53.5313,-1.4532,3,1
53.5545,-1.0608,3,1
53.4949,-1.2666,2,1
53.511,-1.3098,3,1
53.4244,-1.1902,3,1
53.4215,-1.1803,2,1
53.4234,-1.5373,3,1
53.379,-1.4545,3,1
55.0107,-1.4968,3,1
54.9793,-1.3892,3,1
54.9136,-1.4434,3,1
54.9052,-1.5566,3,1
52.4547,-1.8775,3,1
52.4423,-1.819,3,1
52.4647,-1.8854,3,1
52.4448,-1.8328,3,1
52.506,-1.831,3,1
52.458,-1.8938,3,1
52.5175,-1.7997,3,1
52.4327,-1.4633,3,1
52.4433,-1.4625,3,1
52.481,-2.0421,3,1
52.5107,-1.9747,3,1
52.6487,-1.9336,2,1
52.57,-2.0006,3,1
52.5844,-2.0504,3,1
52.608,-1.9604,3,1
53.7909,-1.7817,2,1
53.7958,-1.7548,3,1
53.7512,-1.764,3,1
53.7242,-1.8908,3,1
53.7023,-1.7853,2,1
53.733,-1.6571,3,1
53.7915,-1.6149,3,1
53.8154,-1.514,3,1
53.8094,-1.5687,3,1
53.793,-1.5687,3,1
53.8127,-1.5214,3,1
53.6813,-1.4931,3,1
51.5897,-0.1995,3,1
51.5661,-0.2077,3,1
51.5772,-0.2064,3,1
51.6005,-0.1948,2,1
51.4843,0.1481,3,1
51.4607,0.1532,2,1
51.5373,-0.2986,3,1
51.4059,0.0339,3,1
51.3262,0.0632,3,1
51.5502,-0.1409,3,1
51.5698,-0.1482,3,1
51.3811,-0.1122,2,1
51.4187,-0.0816,3,1
51.5111,-0.3744,3,1
51.5426,-0.3785,3,1
51.5474,-0.3692,3,1
51.6428,-0.0629,3,1
51.6148,-0.0636,3,1
51.4765,0.0135,3,1
51.4527,0.0347,3,1
51.5449,-0.0569,3,1
51.5272,-0.0791,3,1
51.5736,-0.0724,3,1
51.5454,-0.0703,3,1
51.5956,-0.0687,3,1
51.5948,-0.0775,3,1
51.5821,-0.0745,3,1
51.5728,-0.3713,3,1
51.6023,0.18,2,1
51.5486,-0.3991,3,1
51.5118,-0.4333,3,1
51.5151,-0.3963,3,1
51.4365,-0.378,3,1
51.4626,-0.367,2,1
51.4421,-0.3916,3,1
51.4488,-0.4476,3,1
51.4526,-0.4055,3,1
51.547,-0.1122,3,1
51.5418,-0.0851,3,1
51.5231,-0.1077,3,1
51.5126,-0.2065,2,1
51.5147,-0.1955,3,1
51.4869,-0.1701,2,1
51.4888,-0.1658,3,1
51.4155,-0.1395,3,1
51.4639,-0.1325,2,1
51.4305,-0.1297,3,1
51.4409,-0.125,3,1
51.4652,-0.1163,3,1
51.4292,-0.1316,3,1
51.4594,-0.1336,3,1
51.4398,-0.0203,3,1
51.3886,-0.2098,3,1
51.5381,0.0426,3,1
51.5022,0.03,3,1
51.5301,0.0363,3,1
51.541,0.0021,3,1
51.5385,0.042,3,1
51.5602,0.0594,2,1
51.4552,-0.3386,3,1
51.4873,-0.0953,2,1
51.4857,-0.0706,3,1
51.4738,-0.0674,3,1
51.4834,-0.088,3,1
51.4959,-0.0829,3,1
51.5034,-0.0956,2,1
51.3698,-0.1878,2,1
51.3631,-0.1617,2,1
51.5132,-0.0445,2,1
51.5112,-0.0566,3,1
51.5277,-0.0225,3,1
51.5168,-0.0475,3,1
51.5325,-0.0571,2,1
51.5288,-0.0314,3,1
51.4952,-0.0155,3,1
51.5558,0.0142,3,1
51.5551,0.0096,2,1
51.4475,-0.1488,3,1
51.4765,-0.1483,3,1
51.459,-0.2098,3,1
51.5179,-0.1804,3,1
51.5279,-0.1823,3,1
51.5032,-0.1292,3,1
54.2807,-3.3718,2,1
53.189,-1.2805,3,1
52.8542,-1.4797,3,1
53.3069,-1.3461,1,1
50.7283,-3.5375,3,1
50.7237,-3.5167,3,1
50.9233,-4.2313,3,1
50.7547,0.2555,3,1
50.9385,0.6778,3,1
