la,lo,s,n
52.8977,-1.4312,3,1
52.9106,-1.4662,3,1
52.8895,-1.4512,3,1
52.9081,-1.5013,3,1
52.6296,-1.1171,3,1
52.9972,-2.1537,1,1
51.3876,-2.3628,3,1
51.4691,-2.5978,3,1
51.4646,-2.5717,3,1
51.4895,-2.6771,3,1
51.4765,-2.5388,3,1
51.4486,-2.5834,3,1
51.5382,-2.396,3,1
51.5352,-2.3909,3,1
50.3855,-4.0803,3,1
51.5982,-1.8084,3,1
52.5797,-0.2511,2,1
52.5781,-0.2212,3,1
51.8948,-0.4386,3,1
51.8917,-0.4551,3,1
51.534,0.7803,3,1
51.4771,0.3075,3,1
51.5198,0.4209,3,1
51.4825,0.267,3,1
51.4807,0.2687,3,1
51.384,0.5032,3,1
51.3774,0.5468,3,1
51.3942,0.4887,3,1
51.3805,0.5297,3,1
51.5344,-1.2941,3,1
51.3967,-1.3169,3,1
51.4189,-1.5105,2,1
51.4279,-0.9464,3,1
51.5073,-0.5712,3,1
51.4953,-0.5467,3,1
51.5231,-0.7233,3,1
51.4305,-0.8764,2,1
52.0466,-0.7586,3,1
51.9984,-0.7727,3,1
50.839,-0.1817,2,1
50.7928,-1.0994,3,1
50.9144,-1.4233,3,1
50.6862,-1.2469,3,1
54.6791,-1.7815,2,1
53.3022,-2.377,3,1
53.2935,-2.1428,2,1
53.2786,-2.7569,3,1
53.2731,-2.9175,3,1
53.1586,-2.6683,3,1
52.5666,-2.3258,3,1
52.6881,-2.7211,3,1
52.9091,-2.8978,2,1
52.8692,-3.0348,3,1
50.3276,-5.0729,2,1
51.2957,-2.1977,3,1
51.5448,-1.8551,3,1
51.2822,-2.1841,2,1
51.0817,-2.1715,3,1
51.078,-1.7972,3,1
51.0858,-1.7081,3,1
52.1753,-0.5222,3,1
52.1293,-0.5184,3,1
52.1476,-0.5015,2,1
55.0768,-1.4706,3,1
54.9825,-1.9007,3,1
50.721,-1.8932,3,1
50.7264,-1.9151,3,1
50.7392,-1.8637,3,1
50.7247,-2.7557,3,1
50.6517,-2.4664,2,1
50.874,-1.8643,3,1
50.9341,-2.3048,2,1
51.6164,-0.783,3,1
51.6226,-0.7265,3,1
51.7932,-0.897,3,1
52.4123,-0.8124,3,1
52.3084,-0.5929,3,1
52.2807,-0.7158,3,1
52.3859,-0.4958,3,1
52.3722,-0.7767,3,1
52.2021,-0.8921,3,1
52.289,-1.0017,2,1
52.2326,-1.0022,3,1
54.0711,-2.1653,2,1
54.2827,-0.4101,3,1
54.0039,-2.3003,3,1
51.0278,-3.12,2,1
51.0735,-3.1989,3,1
51.0901,-2.8814,3,1
53.5911,-2.3951,2,1
53.5678,-2.4018,3,1
53.5698,-2.3486,2,1
53.5951,-2.3108,2,1
53.5997,-2.2724,2,1
53.4868,-2.2424,3,1
53.4421,-2.2054,3,1
53.4579,-2.233,2,1
53.5791,-2.098,3,1
53.5357,-2.1156,2,1
53.4812,-2.3254,2,1
53.4883,-2.3789,3,1
53.4051,-2.3436,3,1
53.4641,-2.5724,2,1
53.5456,-2.6446,3,1
53.4152,-2.916,2,1
53.3942,-2.9356,3,1
53.4396,-2.6255,3,1
53.4615,-2.7613,3,1
53.4418,-2.7302,3,1
53.5431,-3.0483,2,1
53.5186,-3.0371,3,1
53.5635,-1.4596,3,1
53.5526,-1.1475,3,1
53.4786,-1.1465,3,1
53.586,-1.1923,2,1
53.4982,-1.2834,3,1
53.5966,-1.1613,3,1
53.5848,-1.1786,2,1
53.4374,-1.3604,3,1
53.4525,-1.3439,2,1
53.3902,-1.3602,3,1
53.3595,-1.3856,2,1
53.4391,-1.4912,3,1
54.9912,-1.615,2,1
54.9658,-1.6672,3,1
54.9877,-1.6811,3,1
54.991,-1.4912,3,1
55.0208,-1.5389,3,1
52.4898,-1.8539,3,1
52.4737,-1.8997,3,1
52.4752,-1.965,3,1
52.4859,-1.8307,3,1
52.3884,-1.9778,3,1
52.5205,-1.877,3,1
52.5356,-1.8973,2,1
52.4637,-1.9956,3,1
52.4784,-1.8125,3,1
52.5166,-2.1409,2,1
52.5057,-2.0554,3,1
52.5092,-2.0376,2,1
52.4658,-1.9844,3,1
52.6046,-1.9819,2,1
52.5837,-2.0428,3,1
52.5727,-2.1215,3,1
53.793,-1.7444,3,1
53.8605,-1.9051,3,1
53.7119,-1.8592,2,1
53.7186,-1.8629,2,1
53.7011,-1.6355,3,1
53.579,-1.8213,3,1
53.6892,-1.6332,3,1
53.744,-1.7172,3,1
53.799,-1.5818,2,1
53.796,-1.6211,3,1
53.8245,-1.5783,3,1
53.8351,-1.5435,3,1
53.9062,-1.6946,3,1
53.8217,-1.5781,2,1
53.8145,-1.6439,2,1
53.7531,-1.6086,3,1
53.6493,-1.3818,3,1
53.6181,-1.231,2,1
53.6922,-1.4163,2,1
54.9406,-1.5807,2,1
51.5339,0.1052,2,1
51.5935,-0.1861,3,1
51.6069,-0.1754,3,1
51.6006,-0.1946,2,1
51.5697,-0.2305,3,1
51.6176,-0.2451,3,1
51.5882,-0.252,3,1
51.4636,0.1507,3,1
51.4479,0.1246,3,1
51.5526,-0.2966,3,1
51.5595,-0.2538,3,1
51.5458,-0.2025,3,1
51.4103,-0.0251,3,1
51.4142,-0.0493,3,1
51.3527,0.0897,3,1
51.5347,-0.1378,3,1
51.3588,-0.0978,3,1
51.3991,-0.1024,3,1
51.3987,-0.0966,3,1
51.3866,-0.071,3,1
51.5096,-0.2725,3,1
51.5245,-0.3649,3,1
51.5298,-0.2936,3,1
51.6869,-0.0761,3,1
51.6236,-0.1038,3,1
51.6482,-0.131,3,1
51.644,-0.1095,3,1
51.4541,0.022,3,1
51.4711,0.0552,3,1
51.4475,0.0303,3,1
51.482,0.0405,2,1
51.4381,0.0788,3,1
51.5675,-0.073,3,1
51.5456,-0.0761,3,1
51.5581,-0.0693,3,1
51.5487,-0.0407,3,1
51.4944,-0.2304,3,1
51.4883,-0.2229,3,1
51.5907,-0.0926,3,1
51.5858,-0.1005,3,1
51.6079,-0.0543,3,1
51.5885,-0.0728,3,1
51.5789,-0.1171,3,1
51.5765,-0.1295,3,1
51.6201,-0.302,3,1
51.5837,-0.3738,3,1
51.5178,0.2104,3,1
51.5448,0.2939,3,1
51.5774,0.2562,3,1
51.5623,0.2201,2,1
51.4807,-0.4342,3,1
51.5174,-0.4005,3,1
51.4933,-0.4638,3,1
51.5609,-0.413,3,1
51.4874,-0.3156,3,1
51.4889,-0.3119,3,1
51.4598,-0.3312,3,1
51.523,-0.0911,3,1
51.5463,-0.0873,3,1
51.552,-0.1115,3,1
51.4834,-0.1673,3,1
51.5238,-0.2171,3,1
51.4902,-0.1701,3,1
51.4191,-0.1203,3,1
51.4694,-0.1114,3,1
51.4521,-0.1421,3,1
51.4552,-0.1194,2,1
51.4453,-0.1243,3,1
51.4814,-0.1272,3,1
51.4407,-0.0577,3,1
51.4814,-0.0264,3,1
51.4503,-0.0055,3,1
51.3973,-0.173,2,1
51.3995,-0.1596,3,1
51.5893,0.0817,3,1
51.5796,0.0731,3,1
51.5946,0.036,3,1
51.4416,-0.2921,3,1
51.4793,-0.2792,3,1
51.4761,-0.0785,3,1
51.4846,-0.0677,3,1
51.4807,-0.0671,3,1
51.377,-0.2383,3,1
51.5296,-0.0208,3,1
51.5203,-0.0746,3,1
51.5235,-0.0477,3,1
51.5211,-0.0501,2,1
51.511,-0.061,3,1
51.5574,-0.0063,3,1
51.5704,-0.025,3,1
51.4528,-0.1791,3,1
51.4682,-0.1504,3,1
51.4812,-0.1383,3,1
51.4987,-0.1259,2,1
51.5255,-0.1914,3,1
51.5224,-0.1565,2,1
51.5159,-0.1512,3,1
51.5244,-0.1976,3,1
51.497,-0.1255,3,1
51.4951,-0.1531,3,1
52.222,-0.1477,3,1
52.2216,0.1147,3,1
52.1821,0.1528,2,1
52.1622,0.1688,3,1
52.3988,-0.2618,3,1
52.2403,-0.1117,3,1
52.1794,0.1489,2,1
54.526,-3.5795,2,1
54.9421,-2.7397,3,1
54.9297,-2.9474,3,1
54.8798,-3.1935,2,1
54.2309,-2.7205,3,1
54.5692,-3.5654,3,1
54.5615,-3.5786,3,1
53.4956,-1.8621,3,1
53.2229,-1.2751,3,1
52.8202,-1.4437,3,1
53.213,-1.3418,3,1
53.2366,-1.3392,3,1
50.7275,-3.5347,3,1
50.4898,-4.149,3,1
50.2807,-3.6987,3,1
50.8279,0.2389,3,1
50.8441,0.3472,3,1
50.8868,0.1991,2,1
50.7971,0.0445,3,1
50.8552,0.5838,3,1
51.0401,0.1326,2,1
50.8453,0.4843,3,1
51.5674,0.5522,2,1
51.6813,0.1129,2,1
51.6312,0.1609,2,1
51.5828,0.4638,3,1
51.5857,0.4838,3,1
51.8069,0.2401,3,1
51.7778,1.1214,3,1
51.8755,0.923,3,1
51.6163,0.314,3,1
51.5173,0.5818,2,1
51.8833,1.0546,3,1
51.879,-2.1076,3,1
51.7106,-2.4742,3,1
51.6401,-2.36,2,1
51.9974,-2.3601,3,1
51.9012,-2.0112,3,1
50.7453,-1.5837,3,1
50.87,-0.9728,3,1
50.8497,-1.1483,2,1
50.9467,-1.5301,3,1
50.8568,-0.9858,3,1
51.6366,-0.3459,3,1
51.9393,-0.2634,3,1
51.9287,-0.2202,3,1
51.6663,-0.2817,3,1
51.6843,-0.412,3,1
51.8762,0.1332,3,1
51.7151,-0.1611,3,1
51.7565,-0.4194,3,1
51.6896,-0.3757,3,1
51.6488,-0.4071,3,1
51.3797,0.3898,3,1
51.1332,0.2635,2,1
51.1813,0.2655,3,1
51.2974,1.1189,3,1
51.3263,1.1944,3,1
51.3383,1.4217,3,1
51.4335,0.7606,3,1
53.7455,-2.3925,2,1
53.7152,-2.6596,3,1
53.795,-2.2408,2,1
54.0535,-2.884,3,1
54.0448,-2.7931,2,1
53.7222,-2.6863,3,1
53.8993,-2.4227,2,1
53.8606,-3.0208,3,1
53.7572,-2.7068,3,1
53.7844,-2.7783,3,1
52.7055,-1.2957,2,1
53.4089,-0.7789,3,1
53.2308,-0.5357,3,1
53.3435,-0.2233,3,1
53.1855,-0.6504,3,1
52.8579,-0.0329,2,1
52.9062,-0.6492,3,1
52.8799,-0.092,3,1
52.9729,-0.0213,2,1
53.1953,0.2953,3,1
52.8301,0.8485,3,1
52.3783,1.0909,3,1
52.4162,0.7475,3,1
52.5421,0.896,3,1
53.0305,-1.2128,3,1
53.0068,-1.1122,2,1
51.8264,-1.3676,3,1
51.6054,-1.256,3,1
52.0697,1.1512,3,1
52.1425,1.2597,2,1
52.0481,0.7241,3,1
52.0278,1.1245,3,1
52.0708,1.1337,2,1
51.3541,-0.6597,3,1
51.1752,-0.5984,3,1
51.3499,-0.7114,3,1
51.3321,-0.4181,3,1
51.2395,-0.3457,2,1
51.2468,-0.329,2,1
51.3526,-0.492,3,1
51.3381,-0.5169,2,1
51.3095,-0.2993,3,1
51.3286,-0.4129,3,1
51.3618,-0.4565,2,1
51.3195,-0.2062,2,1
52.4043,-1.2553,3,1
52.3798,-1.2647,3,1
52.4676,-1.6177,3,1
52.6098,-1.5927,3,1
52.3594,-1.2776,3,1
50.8353,-0.2534,3,1
51.0126,-0.0945,3,1
50.8307,-0.7701,2,1
51.1245,-0.1891,2,1
50.9843,-0.9137,3,1
50.9798,-0.4878,3,1
50.9931,-0.3461,3,1
51.1262,-0.0161,3,1
50.8141,-0.5583,3,1
50.7968,-0.6513,2,1
50.8402,-0.2829,3,1
52.4068,-2.2386,2,1
52.3236,-2.2269,3,1
52.3607,-2.17,3,1
52.2988,-1.9445,3,1
52.1348,-2.2141,3,1
55.194,-3.8786,3,1
55.9432,-4.7913,3,1
55.7628,-4.1513,3,1
55.9617,-3.2859,3,1
55.9258,-3.1535,3,1
56.4683,-2.9393,3,1
56.122,-3.486,2,1
56.1191,-3.1655,2,1
55.8694,-4.2668,3,1
55.8695,-4.2942,2,1
55.8598,-4.1908,2,1
55.8936,-4.0468,2,1
53.3765,-4.5192,2,1
53.3181,-3.7768,3,1
53.2055,-2.9573,3,1
52.5055,-4.0529,2,1
51.8106,-3.9991,3,1
51.5657,-3.541,3,1
51.614,-3.4476,2,1
51.7392,-3.4872,3,1
51.6087,-3.4091,2,1
52.7422,-3.0355,3,1
54.5636,-1.2612,3,1
53.3704,-2.7808,3,1
53.7279,-2.4486,3,1
53.7488,-2.4652,3,1
53.7317,-2.4545,3,1
53.8051,-3.0528,2,1
53.7327,-0.4145,3,1
53.7481,-0.3284,3,1
53.7551,-0.3485,3,1
53.7542,-0.4353,2,1
53.5714,-0.1254,2,1
53.4851,-0.9069,3,1
53.5446,-0.5511,3,1
53.5742,-0.6692,3,1
53.9574,-1.0782,3,1
53.9542,-1.0948,3,1
53.9538,-1.0753,3,1
53.9921,-1.008,2,1
52.8807,-1.4638,3,1
52.9374,-1.4516,3,1
52.8938,-1.4929,3,1
52.6283,-1.1495,3,1
52.945,-1.1319,3,1
52.9226,-1.1658,3,1
52.0567,-2.7131,2,1
53.0236,-2.1562,2,1
51.3893,-2.3587,2,1
51.3671,-2.6122,3,1
51.4666,-2.591,3,1
51.4747,-2.5843,3,1
51.3917,-2.826,3,1
51.4139,-2.6433,3,1
51.5357,-2.5635,3,1
51.4403,-2.5088,3,1
51.5573,-2.347,3,1
51.5429,-2.4334,3,1
51.5065,-2.5545,3,1
50.3671,-4.1044,2,1
50.3776,-4.1384,2,1
51.5675,-1.8073,3,1
51.5558,-1.7745,3,1
52.5488,-0.238,3,1
52.5721,-0.2471,3,1
52.5788,-0.2391,3,1
51.8606,-0.4168,2,1
51.4866,0.2869,2,1
51.4784,0.3231,3,1
51.5171,0.418,2,1
51.4303,0.4998,3,1
51.3674,0.5796,3,1
51.4013,0.5004,3,1
51.4029,-1.282,3,1
51.4566,-0.9758,3,1
51.4946,-0.5039,2,1
51.4654,-0.5764,3,1
51.411,-0.819,2,1
50.8496,-0.1858,3,1
50.8389,-0.178,3,1
50.7875,-1.0561,3,1
50.9068,-1.3969,3,1
50.6863,-1.4174,2,1
50.7551,-1.2766,3,1
54.5056,-2.1476,2,1
54.7156,-1.5183,3,1
54.8297,-1.7513,2,1
54.519,-2.0117,2,1
53.0938,-2.4468,3,1
53.2392,-2.9515,3,1
53.2565,-2.9101,3,1
53.2188,-2.5156,3,1
53.2504,-2.9674,3,1
50.3414,-4.7802,3,1
50.4927,-4.6914,2,1
51.3659,-1.8395,3,1
51.5142,-2.1224,3,1
52.0971,-0.4615,3,1
51.8896,-0.5259,2,1
51.9049,-0.5533,3,1
51.9104,-0.5529,2,1
51.9162,-0.6671,3,1
55.5704,-1.805,2,1
55.6127,-1.8305,3,1
50.7408,-1.9291,3,1
50.7447,-1.7591,3,1
50.7416,-1.8907,3,1
50.8065,-1.9454,3,1
50.8784,-1.9754,3,1
50.6883,-2.1112,3,1
50.8587,-2.1376,3,1
50.8982,-1.9871,3,1
51.7695,-0.9606,3,1
51.663,-0.6086,3,1
51.6135,-0.7779,3,1
51.9453,-1.0273,2,1
51.5872,-0.7579,3,1
52.0415,-1.1364,3,1
54.3465,-1.3302,2,1
54.3204,-1.9044,3,1
54.272,-0.3984,2,1
51.0663,-3.1985,3,1
50.9639,-2.4522,2,1
53.5887,-2.4444,3,1
53.5447,-2.2767,3,1
53.5367,-2.1117,3,1
53.5538,-2.1958,3,1
53.5122,-2.3403,3,1
53.5086,-2.2822,2,1
53.5802,-2.7115,3,1
53.4726,-2.5567,2,1
53.4221,-2.861,3,1
53.4845,-2.8834,3,1
53.39,-2.9246,3,1
53.4363,-2.9724,2,1
53.4077,-2.9735,3,1
53.4458,-2.9287,3,1
53.4149,-2.7123,3,1
53.3668,-3.0875,3,1
53.3321,-3.0604,3,1
53.4402,-3.0528,3,1
53.4175,-3.0259,3,1
53.5166,-1.2812,3,1
53.5816,-1.4128,2,1
53.6333,-0.9516,2,1
53.4733,-1.1621,1,1
53.5271,-1.1316,3,1
53.4449,-1.2928,3,1
53.487,-1.5955,2,1
53.469,-1.4875,2,1
53.4167,-1.4116,3,1
53.3697,-1.472,3,1
53.4414,-1.4809,3,1
55.0436,-1.4425,3,1
54.9514,-1.4381,3,1
54.8237,-1.4644,3,1
54.9063,-1.3878,3,1
54.8929,-1.4377,3,1
54.8723,-1.4411,2,1
52.5032,-1.9188,3,1
52.4632,-1.863,3,1
52.437,-1.8927,3,1
52.5531,-1.8848,3,1
52.4668,-1.842,3,1
52.501,-1.9328,3,1
52.4732,-1.8754,3,1
52.4083,-1.4929,3,1
52.5133,-2.0633,3,1
52.4587,-2.1147,2,1
52.5463,-2.0496,3,1
52.4959,-1.9713,3,1
52.4621,-2.0117,3,1
52.5433,-2.0159,3,1
52.5536,-1.933,2,1
52.5069,-1.9767,3,1
52.4135,-1.7842,2,1
52.3691,-1.8122,3,1
52.6278,-1.9353,3,1
52.5907,-1.9966,3,1
52.5887,-1.9962,3,1
52.5844,-1.9945,3,1
52.5904,-2.1287,3,1
53.7942,-1.7582,3,1
53.7711,-1.7328,3,1
53.8081,-1.955,3,1
53.8236,-1.7595,3,1
53.7568,-1.7381,3,1
53.7964,-1.8275,3,1
53.7554,-1.8121,3,1
53.6605,-1.8365,2,1
53.6214,-1.8807,3,1
53.7426,-1.7333,3,1
53.6257,-1.6748,3,1
53.8114,-1.523,2,1
53.8017,-1.5247,3,1
53.8484,-1.5347,3,1
53.7268,-1.5857,3,1
53.7904,-1.5445,2,1
53.829,-1.3431,3,1
53.6299,-1.2404,2,1
53.6932,-1.3054,3,1
53.7092,-1.3939,2,1
54.9462,-1.5347,2,1
54.9616,-1.6945,3,1
51.5128,-0.0957,3,1
51.5863,0.1416,3,1
51.5771,-0.1967,3,1
51.6067,-0.1525,3,1
51.6047,-0.1487,3,1
51.6136,-0.2501,3,1
51.6453,-0.1515,3,1
51.5821,-0.2112,3,1
51.4263,0.1027,3,1
51.4187,0.1181,3,1
51.5411,-0.2226,3,1
51.3959,0.1122,3,1
51.4107,-0.0251,3,1
51.5492,-0.1531,3,1
51.5395,-0.1449,3,1
51.5177,-0.1201,1,1
51.5317,-0.1404,3,1
51.5535,-0.2018,3,1
51.526,-0.1347,3,1
51.3986,-0.1033,3,1
51.3961,-0.0692,2,1
51.4125,-0.0884,3,1
51.3871,-0.0981,3,1
51.5359,-0.3921,3,1
51.5088,-0.3345,3,1
51.5193,-0.2624,3,1
51.6254,-0.1051,3,1
51.6202,-0.1317,3,1
51.6422,-0.1051,3,1
51.6396,-0.048,3,1
51.453,0.0269,3,1
51.5436,-0.0762,3,1
51.561,-0.0482,3,1
51.4834,-0.2172,3,1
51.5814,-0.0937,3,1
51.5859,-0.085,3,1
51.6054,-0.0856,3,1
51.6096,-0.356,3,1
51.62,-0.3591,3,1
51.5252,0.1812,3,1
51.5838,0.1747,3,1
51.56,0.2297,3,1
51.5228,-0.4215,3,1
51.5283,-0.3902,3,1
51.5248,-0.4495,3,1
51.4506,-0.4068,3,1
51.483,-0.4096,3,1
51.4907,-0.3813,3,1
51.4975,-0.2503,3,1
51.4869,-0.253,3,1
51.4775,-0.4037,3,1
51.5608,-0.1238,3,1
51.5636,-0.1284,2,1
51.5398,-0.0945,3,1
51.5631,-0.102,2,1
51.5339,-0.111,2,1
51.4935,-0.1787,3,1
51.5087,-0.1984,2,1
51.4926,-0.16,3,1
51.4498,-0.1229,3,1
51.4704,-0.107,3,1
51.5015,-0.108,2,1
51.4223,-0.1059,3,1
51.4334,-0.1197,3,1
51.4674,-0.1052,3,1
51.4343,-0.1065,3,1
51.4938,-0.1062,3,1
51.4392,-0.1258,3,1
51.4681,-0.0247,3,1
51.4535,-0.0343,3,1
51.4422,-0.0102,3,1
51.4445,-0.0241,3,1
51.4455,-0.053,3,1
51.4399,-0.0019,3,1
51.3909,-0.1343,3,1
51.5377,0.0324,3,1
51.538,-0.0021,2,1
51.5189,0.0384,3,1
51.5251,0.0297,3,1
51.5523,0.0522,3,1
51.5447,0.0533,3,1
51.4285,-0.3515,3,1
51.4325,-0.3409,3,1
51.462,-0.2862,2,1
51.4984,-0.0617,3,1
51.5022,-0.1024,3,1
51.362,-0.1893,3,1
51.3489,-0.2067,3,1
51.3631,-0.172,3,1
51.3713,-0.2086,3,1
51.3625,-0.1802,3,1
51.5261,-0.0307,3,1
51.5289,-0.0623,3,1
51.5188,-0.0615,3,1
51.6107,0.0192,3,1
51.5909,-0.0084,3,1
51.5716,-0.0217,3,1
51.5518,-0.0017,3,1
51.5667,0.0103,3,1
51.4254,-0.1399,3,1
51.4462,-0.1497,3,1
51.4604,-0.2163,3,1
51.4206,-0.1467,3,1
51.4489,-0.1729,3,1
51.5137,-0.1341,3,1
51.5304,-0.2151,3,1
51.5081,-0.1467,3,1
51.4914,-0.149,3,1
51.4967,-0.1514,3,1
51.4854,-0.1364,2,1
51.5279,-0.216,3,1
52.2075,0.1196,3,1
54.6318,-3.5512,3,1
54.7207,-2.8684,3,1
54.8365,-2.8886,2,1
53.147,-1.3304,3,1
53.184,-1.3761,3,1
53.1739,-1.6901,3,1
52.96,-1.3084,3,1
52.9004,-1.276,2,1
52.8714,-1.5005,3,1
50.745,-3.4577,3,1
50.5376,-3.6454,3,1
50.452,-3.5909,3,1
51.1982,-4.0249,3,1
50.5458,-3.5805,3,1
50.637,-4.3229,3,1
50.9526,0.4837,3,1
50.8219,0.3429,2,1
50.8406,0.4696,2,1
50.8678,0.5556,3,1
50.9302,0.5255,3,1
51.9233,0.9312,3,1
51.6895,0.0182,3,1
51.88,0.7838,3,1
51.7618,0.0771,3,1
51.7529,0.1008,2,1
51.5662,0.439,3,1
51.8421,0.5774,3,1
51.7603,-2.3236,3,1
51.7489,-2.2979,2,1
51.9061,-2.0993,3,1
51.8494,-2.2587,3,1
51.8435,-2.6025,3,1
50.8776,-1.0347,3,1
51.1359,-0.9771,3,1
51.2665,-1.0989,3,1
50.9171,-1.5075,1,1
50.9577,-1.7588,3,1
51.2525,-1.1046,2,1
51.2032,-1.6017,2,1
50.8995,-1.0582,2,1
51.1477,-0.987,3,1
50.8807,-1.0332,3,1
51.1748,-1.3403,3,1
51.1527,-1.2392,2,1
51.2056,-1.4783,2,1
50.7805,-1.7886,3,1
50.7479,-1.6514,3,1
50.9162,-1.2809,3,1
51.6545,-0.406,3,1
51.7163,-0.133,3,1
51.9304,0.0872,2,1
51.695,-0.1772,3,1
51.9048,-0.2075,3,1
51.8008,-0.1813,3,1
51.7011,-0.4444,3,1
51.7614,-0.2216,2,1
51.1374,0.2667,3,1
51.1226,0.5585,3,1
51.3461,1.3301,3,1
51.2857,0.1122,2,1
51.436,0.3348,3,1
51.3061,0.3298,3,1
51.0229,0.6923,3,1
51.2629,0.6154,3,1
51.307,0.4308,3,1
53.7888,-2.4748,3,1
53.5524,-2.7976,3,1
54.0285,-2.7952,2,1
53.7653,-2.6312,3,1
53.7652,-2.6324,2,1
53.7483,-2.3916,2,1
52.6644,-0.9268,2,1
52.5857,-1.1617,2,1
52.5641,-1.3233,2,1
52.5456,-1.3673,2,1
52.5308,-0.937,3,1
52.4859,-1.1979,3,1
52.6728,-0.1545,3,1
53.4875,-0.3648,2,1
52.9266,-0.6342,3,1
52.4947,1.2388,3,1
52.653,1.1653,2,1
52.8999,0.6469,1,1
52.657,0.7752,3,1
52.6908,1.3188,2,1
52.6628,1.0816,3,1
52.5338,1.2606,3,1
52.6412,1.3423,3,1
52.7151,1.2144,3,1
52.4082,0.7332,2,1
52.6515,1.3106,3,1
53.2405,-1.0361,3,1
53.0887,-1.2696,2,1
53.0578,-1.2844,3,1
53.0147,-0.9913,3,1
53.1168,-0.9948,2,1
53.1502,-1.2019,3,1
51.7745,-1.3805,2,1
51.6047,-1.271,3,1
51.7987,-1.2826,1,1
51.8975,-1.1161,2,1
51.7411,-1.0605,3,1
52.6038,-1.6442,3,1
52.4562,1.7115,3,1
52.0479,1.1808,3,1
52.0229,0.81,3,1
52.1688,1.0276,3,1
52.0253,1.2534,3,1
52.1071,1.106,3,1
51.1661,-0.3097,3,1
51.2468,-0.131,3,1
51.1987,-0.5899,3,1
51.2488,-0.3128,3,1
51.372,-0.4784,3,1
51.1754,-0.1296,3,1
51.2283,-0.6243,3,1
51.2386,-0.576,3,1
51.3031,-0.3219,3,1
51.2569,-0.1931,2,1
51.2479,-0.5704,3,1
51.0893,-0.7218,3,1
51.1702,-0.1673,3,1
52.2099,-1.7256,3,1
52.4637,-1.4951,3,1
52.2614,-1.6242,1,1
50.84,-0.5405,2,1
50.7817,-0.7273,3,1
50.7951,-0.6719,3,1
51.1223,-0.1993,3,1
50.8135,-0.5312,2,1
51.1598,-0.1629,2,1
51.0035,-0.5454,3,1
50.8303,-0.3921,3,1
50.8127,-0.3585,3,1
52.4136,-2.1502,3,1
52.0142,-2.036,2,1
52.2753,-2.157,2,1
52.1576,-2.2656,3,1
55.4104,-4.2047,3,1
58.17,-3.5323,3,1
57.2398,-4.5533,3,1
57.6986,-3.2593,2,1
55.7687,-2.1741,3,1
55.598,-3.7823,1,1
55.827,-4.2068,3,1
56.1702,-3.9693,3,1
55.9284,-3.1599,2,1
55.9735,-3.2418,2,1
55.8956,-4.4564,3,1
55.9833,-3.5283,2,1
55.8284,-3.7057,1,1
56.6672,-2.9892,2,1
56.4855,-2.8916,3,1
55.932,-4.2712,1,1
55.8596,-4.2705,3,1
55.9139,-4.3556,2,1
55.8975,-4.3451,3,1
55.8715,-4.3245,3,1
53.2066,-3.0232,2,1
53.2893,-3.1996,2,1
52.3889,-3.9825,3,1
52.0758,-4.4818,2,1
51.7552,-5.0207,3,1
51.4481,-3.1897,3,1
51.414,-3.2905,3,1
51.4825,-3.2102,3,1
51.6653,-3.3502,3,1
51.5739,-3.4332,3,1
51.7803,-3.2178,3,1
54.6883,-1.2083,3,1
54.5555,-1.341,2,1
53.3365,-2.7358,3,1
53.4002,-2.5966,3,1
53.7794,-2.4774,3,1
53.7611,-0.3013,3,1
53.7436,-0.3785,3,1
53.744,-0.338,3,1
53.7829,-0.428,3,1
53.7969,-0.249,3,1
53.7591,-0.2156,3,1
54.12,-0.4545,2,1
53.8269,-0.4362,3,1
53.5472,-0.1113,2,1
53.5421,-0.0925,3,1
53.9963,-1.0906,3,1
54.0218,-1.0811,3,1
52.8904,-1.4201,3,1
52.9165,-1.4737,2,1
52.6415,-1.0916,2,1
52.6318,-1.1355,3,1
52.6422,-1.1052,2,1
52.949,-1.1332,3,1
52.9452,-1.148,2,1
52.9443,-1.1787,3,1
52.0895,-3.0749,2,1
52.7369,-2.3396,2,1
51.3804,-2.3877,3,1
51.4603,-2.5936,3,1
51.4561,-2.5613,2,1
51.4828,-2.5874,3,1
51.358,-2.9222,3,1
51.5024,-2.4706,3,1
51.5381,-2.5663,3,1
50.4007,-4.1357,3,1
50.3752,-4.1098,3,1
50.3703,-4.1256,2,1
51.5746,-1.7534,3,1
51.5855,-1.809,3,1
51.5743,-1.7545,2,1
52.5959,-0.2455,3,1
52.5386,-0.2926,3,1
51.8822,-0.4104,3,1
51.5508,0.7145,2,1
51.3732,0.5976,3,1
51.336,0.5853,3,1
51.3848,0.5058,3,1
51.4017,-0.7464,3,1
51.4326,-0.9624,2,1
51.4549,-0.9815,3,1
51.5235,-0.7152,3,1
51.4695,-0.7633,3,1
51.4909,-0.6816,2,1
51.4557,-0.8978,3,1
52.0755,-0.7056,2,1
50.8336,-0.0895,3,1
50.8389,-0.1787,2,1
50.8212,-0.1366,3,1
50.85,-0.2101,3,1
50.8247,-0.1478,3,1
50.8476,-0.1848,3,1
50.8574,-0.1041,2,1
50.8501,-1.1034,3,1
50.9111,-1.4257,3,1
50.9202,-1.4411,2,1
50.9051,-1.4032,2,1
50.6324,-1.1705,2,1
50.7205,-1.3139,3,1
54.7772,-1.5731,2,1
54.6381,-1.7001,3,1
