la,lo,s,n
50.751,-1.9256,3,1
50.7361,-1.9624,3,1
50.7427,-2.0104,3,1
50.7542,-1.8006,3,1
50.7177,-1.873,3,1
50.6095,-2.4819,2,1
50.607,-2.4598,3,1
50.9503,-2.5203,3,1
50.6069,-2.4597,3,1
51.6361,-0.7682,3,1
51.7788,-0.9235,3,1
52.3582,-0.7039,3,1
52.3462,-0.6561,3,1
52.3581,-0.5374,3,1
52.2525,-0.8642,2,1
52.1647,-0.8517,3,1
54.3579,-1.7074,3,1
54.2857,-0.4098,2,1
51.021,-3.0943,3,1
51.2765,-2.5772,3,1
51.2551,-2.2892,3,1
51.1292,-2.9972,1,1
53.5785,-2.4267,2,1
53.567,-2.3354,3,1
53.5427,-2.2894,2,1
53.4791,-2.2489,2,1
53.6139,-2.1767,3,1
53.6133,-2.1429,3,1
53.5505,-2.1974,2,1
53.59,-2.1476,3,1
53.5948,-2.2229,2,1
53.492,-2.2761,3,1
53.3697,-2.2299,3,1
53.5864,-2.6614,3,1
53.4609,-2.8685,2,1
53.4291,-2.8731,2,1
53.4045,-2.9503,3,1
53.4097,-2.9178,3,1
53.3955,-2.9711,2,1
53.4081,-2.9486,3,1
53.4223,-2.969,2,1
53.4678,-2.7956,3,1
53.4584,-2.6231,3,1
53.4561,-2.9755,3,1
53.465,-3.0072,3,1
53.3385,-2.983,3,1
53.3705,-3.0813,3,1
53.4863,-1.1882,3,1
53.5287,-1.1526,3,1
53.372,-1.4755,3,1
54.9797,-1.5725,3,1
54.8997,-1.3814,2,1
52.4614,-2.0131,3,1
52.4763,-1.8593,3,1
52.4795,-1.877,3,1
52.4778,-1.9273,3,1
52.4424,-1.8684,3,1
52.4864,-1.8928,2,1
52.5172,-1.9014,3,1
52.5125,-1.8522,3,1
52.4145,-1.9734,3,1
52.4628,-1.8868,3,1
52.4708,-1.8946,3,1
52.4423,-1.899,3,1
52.408,-1.9755,3,1
52.4824,-1.8923,3,1
52.4971,-1.8234,3,1
52.4818,-1.8935,3,1
52.4095,-1.4573,2,1
52.4557,-2.1112,3,1
52.4626,-2.0199,3,1
52.496,-1.974,3,1
52.5244,-2.0025,2,1
52.5023,-1.9911,3,1
52.5497,-2.0077,3,1
52.3857,-1.7982,3,1
52.5787,-1.9806,3,1
52.5908,-2.1128,3,1
52.5601,-2.0578,2,1
52.5775,-2.0663,3,1
53.7625,-1.7325,2,1
53.8054,-1.7695,3,1
53.7801,-1.7857,3,1
53.6259,-1.8148,3,1
53.6361,-1.8032,3,1
53.8057,-1.684,3,1
53.811,-1.5497,3,1
53.8197,-1.5762,2,1
53.8229,-1.6628,3,1
53.808,-1.6496,3,1
53.6573,-1.4296,3,1
53.7011,-1.2778,3,1
53.624,-1.5787,2,1
53.7083,-1.2572,3,1
53.6307,-1.3739,3,1
53.6829,-1.4868,2,1
51.5184,-0.0796,3,1
51.5911,-0.2464,3,1
51.6218,-0.1766,2,1
51.5615,-0.2035,3,1
51.6191,-0.1602,3,1
51.6117,-0.1616,3,1
51.5975,-0.2118,3,1
51.4553,0.1521,3,1
51.4604,0.1313,3,1
51.4732,0.1567,3,1
51.4898,0.151,2,1
51.4588,0.1311,3,1
51.5364,-0.2524,3,1
51.5607,-0.3008,3,1
51.5555,-0.214,3,1
51.3476,0.0425,2,1
51.3951,0.1086,2,1
51.4095,0.0288,3,1
51.4138,-0.0366,3,1
51.5391,-0.1946,3,1
51.3057,-0.1238,3,1
51.4188,-0.1042,3,1
51.3514,-0.061,3,1
51.3677,-0.0991,3,1
51.378,-0.1045,3,1
51.5493,-0.3656,3,1
51.5513,-0.3609,3,1
51.5085,-0.267,3,1
51.5096,-0.2918,3,1
51.5084,-0.323,3,1
51.6812,-0.0338,3,1
51.6791,-0.0198,3,1
51.6196,-0.0913,3,1
51.6555,-0.0379,3,1
51.6254,-0.0425,3,1
51.6665,-0.0429,2,1
51.5548,-0.0893,3,1
51.5272,-0.0779,3,1
51.5497,-0.0245,3,1
51.484,-0.1974,2,1
51.496,-0.2084,3,1
51.5165,-0.2269,3,1
51.4726,-0.2012,3,1
51.5149,-0.241,3,1
51.4909,-0.2069,2,1
51.59,-0.0819,3,1
51.5977,-0.0535,3,1
51.5786,-0.0731,3,1
51.5997,-0.05,2,1
51.599,-0.0623,2,1
51.5837,-0.1,3,1
51.5882,-0.3436,3,1
51.603,-0.3387,3,1
51.5691,-0.3518,3,1
51.5773,-0.3335,2,1
51.5855,0.2272,3,1
51.5251,0.17,3,1
51.5253,-0.39,3,1
51.5605,-0.3804,3,1
51.4652,-0.3634,2,1
51.447,-0.4097,3,1
51.4929,-0.2709,3,1
51.4776,-0.4045,3,1
51.5561,-0.117,3,1
51.5512,-0.1104,2,1
51.4971,-0.1683,3,1
51.4124,-0.3054,2,1
51.4101,-0.2899,3,1
51.4151,-0.2808,3,1
51.4197,-0.2891,3,1
51.4665,-0.1493,3,1
51.4596,-0.1166,3,1
51.4661,-0.1292,2,1
51.4594,-0.1168,3,1
51.5008,-0.1189,3,1
51.4467,-0.1243,2,1
51.4797,-0.1116,3,1
51.4415,-0.1061,3,1
51.4697,-0.028,3,1
51.4432,-0.0271,3,1
51.4633,-0.0298,3,1
51.4396,-0.0507,2,1
51.4091,-0.2285,3,1
51.5334,-0.0076,3,1
51.561,0.0829,3,1
51.6028,0.0349,3,1
51.4629,-0.2836,3,1
51.4868,-0.2874,3,1
51.4237,-0.3211,2,1
51.4076,-0.3227,3,1
51.4687,-0.2666,3,1
51.4912,-0.0491,3,1
51.4834,-0.074,3,1
51.4904,-0.0549,3,1
51.4931,-0.0491,3,1
51.4926,-0.0697,2,1
51.3477,-0.1479,3,1
51.5119,-0.0094,3,1
51.5095,-0.0738,3,1
51.5207,-0.0748,3,1
51.5853,0.0065,2,1
51.5737,-0.0155,3,1
51.5786,-0.0067,3,1
51.4207,-0.1457,3,1
51.4458,-0.1457,3,1
51.4677,-0.1704,3,1
51.5231,-0.1511,3,1
51.5099,-0.1569,2,1
51.5271,-0.2132,3,1
51.5145,-0.1595,3,1
51.5346,-0.1609,3,1
51.5206,-0.2003,3,1
51.522,-0.1598,2,1
52.2447,0.0498,3,1
52.3405,-0.1686,3,1
54.3548,-2.7641,3,1
54.8936,-2.9354,3,1
54.3704,-2.641,3,1
52.9775,-1.3087,3,1
50.6996,-3.2124,3,1
50.7738,-3.1811,3,1
50.7875,-3.0919,3,1
50.4446,-4.0731,3,1
51.1327,0.1248,3,1
50.7943,-0.0165,3,1
50.9717,0.5636,3,1
50.8658,0.5562,3,1
50.7677,0.2827,3,1
50.8456,0.4702,2,1
51.7604,0.5275,3,1
51.6786,0.0466,2,1
51.8926,0.918,2,1
51.5786,0.4412,3,1
51.803,1.1246,2,1
51.76,0.0321,2,1
51.5989,0.5127,3,1
51.5795,0.4953,3,1
51.5918,0.4823,2,1
51.573,0.4934,3,1
51.9985,0.6334,3,1
51.8976,0.8915,2,1
51.9387,-1.9701,2,1
51.8846,-2.2181,3,1
51.7036,-1.7829,3,1
51.8088,-2.197,3,1
51.7803,-2.2046,3,1
51.9491,-2.0029,3,1
50.8614,-0.9788,3,1
50.8539,-0.9949,3,1
50.7906,-1.1334,3,1
51.2519,-0.7608,2,1
50.9864,-1.4683,2,1
51.0685,-1.2991,3,1
50.9699,-1.3386,3,1
50.846,-1.7721,2,1
51.1105,-0.8643,3,1
50.8663,-0.9777,3,1
50.9783,-1.3721,2,1
50.8781,-1.0312,3,1
51.7647,-0.2374,3,1
51.9391,-0.3945,3,1
51.7853,0.0893,3,1
51.6293,-0.3847,3,1
51.9463,-0.0189,2,1
51.8861,0.0822,3,1
51.7441,-0.4802,3,1
51.7226,-0.5524,3,1
51.6281,-0.505,3,1
51.1088,0.8543,3,1
51.438,0.2376,3,1
51.4335,0.2157,3,1
51.137,1.3119,3,1
51.4436,0.3599,3,1
51.1362,0.8709,3,1
51.385,1.3677,3,1
51.4398,0.3367,2,1
51.3341,1.3344,1,1
51.1293,0.2664,3,1
51.1155,0.2596,2,1
51.2885,1.0042,3,1
51.2811,1.0764,3,1
51.1507,0.8737,2,1
53.527,-2.8782,3,1
53.6417,-2.6002,3,1
53.6587,-2.6311,3,1
53.763,-2.7267,3,1
53.8238,-2.2311,2,1
53.7314,-2.6706,3,1
53.7721,-2.6397,3,1
54.0611,-2.8711,2,1
53.7541,-2.3617,2,1
52.6059,-1.0937,3,1
52.7458,-1.1765,3,1
52.6526,-1.0348,3,1
53.1825,-0.6269,3,1
53.0222,-0.4256,3,1
52.8903,-0.0835,3,1
53.3834,-0.2066,2,1
52.9095,-0.6398,3,1
52.895,-0.3446,2,1
52.6277,1.3733,3,1
52.8112,1.4553,3,1
52.6349,1.3434,3,1
52.4574,0.6219,2,1
52.6026,1.2359,3,1
52.6729,0.9491,3,1
52.937,1.2234,2,1
52.6427,1.2283,3,1
52.6528,1.2643,2,1
52.7174,1.1263,3,1
52.9829,-1.0902,3,1
53.3727,-0.8168,3,1
53.1181,-1.1869,3,1
53.0986,-1.1198,3,1
53.107,-1.1221,3,1
53.3253,-0.917,2,1
53.1984,-1.027,3,1
53.128,-1.235,3,1
53.0475,-0.7694,2,1
51.759,-1.1951,3,1
51.6097,-1.253,3,1
52.1231,-1.3586,3,1
52.614,-1.6466,2,1
52.0718,0.9914,2,1
52.4767,1.7139,3,1
51.9892,1.0973,3,1
51.3216,-0.4516,3,1
51.2028,-0.1285,3,1
51.3581,-0.2495,3,1
51.3368,-0.5055,3,1
51.3703,-0.4754,2,1
51.448,-0.4734,3,1
51.4333,-0.5168,3,1
52.4579,-1.5264,3,1
52.3794,-1.3361,1,1
52.3578,-1.5666,3,1
50.9968,-0.6144,3,1
50.998,-0.1042,3,1
50.9404,-0.7567,2,1
50.8554,-0.7124,2,1
50.9576,-0.1272,3,1
50.8177,-0.3336,3,1
50.8135,-0.377,2,1
52.3808,-2.046,3,1
52.0912,-1.984,1,1
55.3803,-3.5196,3,1
54.9898,-3.4766,2,1
55.3997,-4.5298,2,1
55.9454,-3.0579,3,1
58.0052,-4.253,2,1
57.2785,-6.0955,2,1
55.6416,-4.8013,2,1
55.4259,-2.7823,2,1
55.7811,-4.0984,2,1
55.7541,-3.9733,2,1
55.9316,-3.1998,2,1
55.8997,-3.204,2,1
55.9341,-3.2763,3,1
55.8925,-3.1893,3,1
55.8591,-4.4491,3,1
55.8094,-4.6161,3,1
56.7332,-2.6559,3,1
56.2016,-3.2126,2,1
53.0033,-2.9615,3,1
51.7413,-4.1567,2,1
51.8281,-4.2868,3,1
52.0652,-4.1385,3,1
51.6097,-3.9728,3,1
51.6394,-4.0045,3,1
51.4217,-3.2466,3,1
51.4824,-3.2092,3,1
51.5249,-3.1372,3,1
51.6006,-3.4224,3,1
51.5837,-3.4597,3,1
51.6947,-3.2788,3,1
54.5353,-1.2789,3,1
54.5684,-1.2314,3,1
53.3103,-2.7006,3,1
53.7521,-2.5104,3,1
53.7413,-2.4965,3,1
53.8088,-3.0446,3,1
53.7424,-0.3313,3,1
53.8961,-0.1798,3,1
53.569,-0.6168,3,1
53.6808,-0.4587,3,1
53.9584,-1.0802,3,1
53.9537,-1.0397,3,1
53.9597,-1.0685,3,1
53.9573,-1.077,3,1
52.9015,-1.4878,3,1
52.9135,-1.4541,3,1
52.9487,-1.4216,3,1
52.6163,-1.098,3,1
52.628,-1.1208,3,1
52.62,-1.1371,3,1
52.9667,-1.1714,3,1
52.9991,-1.1631,2,1
52.0422,-2.7133,3,1
52.7332,-2.4221,2,1
53.021,-2.1601,2,1
51.2915,-2.4461,3,1
51.4795,-2.6184,3,1
51.4601,-2.5854,3,1
51.4399,-2.597,3,1
51.4732,-2.5521,3,1
51.4975,-2.5069,3,1
51.5973,-2.4908,2,1
51.5097,-2.5744,3,1
51.505,-2.5773,3,1
51.5975,-1.7377,2,1
52.5968,-0.2703,3,1
51.8645,-0.4175,2,1
51.8693,-0.4182,3,1
51.892,-0.4538,3,1
51.5459,0.6785,2,1
51.4147,0.5161,3,1
51.3792,0.5223,2,1
51.4769,-1.4585,2,1
51.4538,-0.9587,3,1
51.5037,-0.6168,3,1
51.5378,-0.623,3,1
51.4403,-0.9087,3,1
51.4011,-0.9727,3,1
50.8019,-1.0773,3,1
50.846,-1.0881,3,1
50.788,-1.0948,2,1
50.8222,-1.0652,3,1
50.7953,-1.0795,2,1
50.7867,-1.057,3,1
50.9384,-1.3802,2,1
50.9221,-1.4464,3,1
50.7235,-1.1482,3,1
54.74,-1.777,3,1
54.6344,-1.6398,3,1
54.8521,-1.5653,3,1
53.3131,-2.2378,3,1
53.3353,-2.229,3,1
53.1075,-2.396,3,1
53.1395,-2.3471,3,1
53.131,-2.3358,3,1
53.2421,-2.5211,3,1
52.7367,-2.7247,3,1
50.4569,-4.5541,3,1
50.0816,-5.2584,3,1
50.3127,-5.1379,3,1
50.8158,-4.5286,3,1
51.3013,-2.1779,2,1
51.3526,-1.9907,3,1
51.4575,-2.1187,3,1
52.1978,-0.2973,3,1
52.1199,-0.4925,3,1
52.0167,-0.4989,2,1
52.0423,-0.3315,3,1
55.1855,-1.571,3,1
55.0809,-1.5697,2,1
55.0789,-1.5924,2,1
50.7288,-1.939,3,1
51.0091,-2.2593,3,1
50.7317,-2.0597,3,1
50.7389,-2.0147,3,1
51.8915,-0.722,2,1
51.5619,-0.4984,3,1
52.0258,-0.8797,3,1
51.5427,-0.5209,3,1
51.9692,-0.8506,3,1
51.6238,-0.7246,2,1
51.9784,-1.0045,2,1
51.9904,-0.9788,3,1
52.3088,-0.686,3,1
52.4567,-0.8207,3,1
52.3508,-0.5471,3,1
52.2241,-0.9257,3,1
54.4746,-0.6722,3,1
53.797,-1.0449,3,1
54.1117,-0.7939,2,1
54.0767,-1.0086,2,1
53.9996,-1.9026,3,1
51.0198,-3.0995,3,1
51.104,-2.9981,3,1
51.2861,-2.9455,2,1
51.196,-2.8995,3,1
50.9349,-2.6458,3,1
53.5818,-2.4437,3,1
53.4631,-2.258,1,1
53.4749,-2.1811,2,1
53.4546,-2.2249,3,1
53.4424,-2.2878,3,1
53.5508,-2.1203,3,1
53.6222,-2.1972,2,1
53.454,-2.0826,3,1
53.5558,-2.6483,2,1
53.5194,-2.6525,3,1
53.4703,-2.857,3,1
53.4262,-2.8269,2,1
53.4153,-2.9717,3,1
53.4093,-2.9779,3,1
53.4369,-2.7225,3,1
53.632,-3.0249,3,1
53.6199,-3.0229,3,1
53.4562,-2.9848,3,1
53.5375,-1.0627,2,1
53.5159,-1.1115,3,1
53.5172,-1.1005,2,1
53.4312,-1.3706,2,1
53.3669,-1.2437,3,1
53.4067,-1.3338,3,1
53.4211,-1.1862,2,1
53.3669,-1.2434,3,1
53.4653,-1.4195,2,1
53.4363,-1.1934,2,1
53.3719,-1.4769,3,1
53.3748,-1.4742,3,1
53.3678,-1.5022,3,1
53.4296,-1.483,3,1
54.9788,-1.5991,2,1
54.9744,-1.6462,3,1
54.9977,-1.5768,3,1
54.9907,-1.6745,3,1
52.4302,-1.9751,3,1
52.4826,-1.9033,3,1
52.5112,-1.8649,3,1
52.4661,-1.8467,2,1
52.413,-1.9308,3,1
52.5871,-1.8325,3,1
52.4659,-1.9347,3,1
52.5133,-1.7987,3,1
52.4707,-1.9195,3,1
52.4689,-1.8785,3,1
52.4647,-1.936,2,1
52.4847,-1.777,3,1
52.492,-1.8598,3,1
52.4467,-1.4866,3,1
52.4287,-1.4561,3,1
52.3849,-1.5311,3,1
52.5097,-2.1093,3,1
52.4751,-2.1226,3,1
52.5538,-2.0138,3,1
52.4778,-1.9895,2,1
52.5842,-1.8796,3,1
52.5628,-2.0663,3,1
52.5773,-2.1216,3,1
52.5769,-2.1837,3,1
53.7944,-1.7595,3,1
53.7973,-1.7699,3,1
53.8078,-1.7621,3,1
53.7556,-1.7426,3,1
53.7386,-1.769,2,1
53.836,-1.7315,3,1
53.6874,-1.7815,3,1
53.6304,-2.0127,2,1
53.7309,-1.9609,2,1
53.7256,-1.8138,3,1
53.7209,-1.8599,3,1
53.6962,-1.9356,3,1
53.6503,-1.784,3,1
53.7252,-1.5696,3,1
53.8382,-1.6599,3,1
53.7978,-1.4497,3,1
53.8844,-1.6909,2,1
53.7965,-1.5385,2,1
53.6984,-1.4227,3,1
53.6083,-1.3483,2,1
53.6633,-1.4918,3,1
54.962,-1.6767,3,1
51.5178,-0.1076,3,1
51.5107,-0.0932,3,1
51.5564,0.117,3,1
51.5734,0.1415,2,1
51.5443,0.1524,3,1
51.5825,-0.2268,3,1
51.6479,-0.1906,3,1
51.5697,-0.2191,3,1
51.6068,-0.1527,3,1
51.6018,-0.1846,3,1
51.5722,-0.197,2,1
51.4519,0.1736,3,1
51.5495,-0.2979,2,1
51.5383,-0.2533,3,1
51.5355,-0.2159,3,1
51.4155,-0.0367,2,1
51.3778,0.011,3,1
51.3508,0.0092,2,1
51.5582,-0.196,2,1
51.5298,-0.1445,3,1
51.5453,-0.1771,3,1
51.3842,-0.1088,3,1
51.3635,-0.0751,3,1
51.4064,-0.0955,3,1
51.3767,-0.1199,3,1
51.517,-0.2914,3,1
51.5261,-0.2798,3,1
51.5315,-0.2935,3,1
51.5077,-0.2768,3,1
51.5005,-0.2776,3,1
51.5109,-0.3197,3,1
51.5142,-0.2921,2,1
51.66,-0.0586,2,1
51.6656,-0.1783,3,1
51.4874,0.0272,3,1
51.4734,-0.0191,3,1
51.4864,0.0085,3,1
51.4529,0.0353,3,1
51.4813,-0.0182,3,1
51.5481,-0.0756,3,1
51.5688,-0.0728,3,1
51.5707,-0.0793,3,1
51.4947,-0.2449,3,1
51.4909,-0.2279,3,1
51.5766,-0.0986,3,1
51.5868,-0.1247,3,1
51.6166,-0.3199,3,1
51.5801,-0.337,3,1
51.6067,0.258,3,1
51.5003,0.2227,1,1
51.52,0.169,3,1
51.5573,0.2666,3,1
51.5345,0.193,3,1
51.545,-0.4729,3,1
51.5273,-0.3902,3,1
51.446,-0.4409,3,1
51.4878,-0.2925,3,1
51.5431,-0.1174,3,1
51.5172,-0.2038,3,1
51.4843,-0.1816,3,1
51.4129,-0.2888,3,1
51.3926,-0.253,2,1
51.4632,-0.1144,3,1
51.4308,-0.1352,3,1
51.4583,-0.0952,2,1
51.466,-0.1136,3,1
51.5048,-0.1132,3,1
51.4637,-0.1327,3,1
51.4704,-0.1126,3,1
51.4745,-0.0233,3,1
51.4645,-0.0151,3,1
51.428,-0.0326,3,1
51.4316,0.0216,3,1
51.4478,-0.018,3,1
51.4147,-0.2491,3,1
51.5331,0.0068,3,1
51.5085,0.0712,3,1
51.548,0.0537,3,1
51.53,0.0725,3,1
51.5355,0.0673,3,1
51.515,0.0717,3,1
51.4558,-0.3306,3,1
51.4311,-0.3738,3,1
51.501,-0.0929,3,1
51.4921,-0.0996,3,1
51.4926,-0.0719,3,1
51.3661,-0.1585,3,1
51.5008,-0.0208,3,1
51.5205,-0.0197,3,1
51.4963,-0.0255,3,1
51.5312,-0.0663,3,1
51.5219,-0.0244,3,1
51.521,-0.05,3,1
51.513,-0.0419,3,1
51.559,-0.0076,3,1
51.4783,-0.1699,3,1
51.4584,-0.218,2,1
51.4562,-0.2192,3,1
51.449,-0.2384,3,1
51.5107,-0.1147,3,1
51.508,-0.1305,3,1
51.5177,-0.1719,3,1
51.5167,-0.1701,3,1
51.5097,-0.1386,3,1
51.499,-0.1483,3,1
51.5157,-0.1357,3,1
51.5135,-0.158,3,1
52.22,0.1117,3,1
54.7345,-3.2771,3,1
54.6655,-2.7438,3,1
54.9037,-3.1551,2,1
53.0887,-1.3928,3,1
52.7688,-1.5465,3,1
52.7496,-1.5733,3,1
53.183,-1.4194,3,1
50.7039,-3.536,2,1
51.1801,-4.0937,3,1
50.5315,-3.6117,3,1
50.8458,0.4681,3,1
50.8013,0.2958,3,1
50.9481,0.1189,3,1
50.8264,0.371,3,1
50.8492,0.4803,1,1
50.8366,0.466,3,1
50.8414,0.4554,3,1
50.8602,0.5484,3,1
51.9277,0.7005,2,1
51.7488,0.0988,2,1
51.683,0.0015,3,1
51.7177,0.5742,3,1
51.8511,0.865,3,1
51.6894,0.4201,3,1
51.8928,-2.0754,3,1
51.714,-2.4721,3,1
51.2054,-1.5915,2,1
50.7739,-1.7801,2,1
50.8984,-1.016,3,1
50.9716,-1.3677,3,1
50.865,-1.291,3,1
50.9861,-1.9358,3,1
51.288,-1.2767,3,1
50.7604,-1.6257,2,1
50.9212,-1.4756,3,1
50.9241,-1.1996,3,1
50.8704,-1.566,3,1
50.8273,-1.1819,2,1
50.7468,-1.5626,2,1
50.9428,-0.9859,3,1
51.0045,-0.9408,3,1
51.292,-0.7673,3,1
51.797,-0.3941,3,1
51.7978,-0.0703,3,1
51.7454,-0.4912,3,1
51.7086,-0.0433,3,1
51.136,0.2731,3,1
51.298,0.4303,2,1
51.373,1.1327,2,1
51.4352,0.1749,3,1
51.3903,1.4178,3,1
51.3706,1.1338,3,1
51.3819,1.3967,3,1
51.2618,0.5293,3,1
51.3484,0.6875,3,1
51.175,0.5797,3,1
51.2128,1.3953,1,1
51.2478,0.5552,3,1
51.2817,1.0754,3,1
51.1574,1.2891,3,1
51.1158,0.4703,3,1
51.2794,0.5212,3,1
51.1126,1.1575,3,1
51.4213,0.7721,3,1
51.2471,1.0822,2,1
53.7233,-2.6356,3,1
53.7274,-2.682,3,1
53.7874,-2.2645,3,1
53.5366,-2.9322,2,1
53.8478,-2.9497,3,1
54.014,-2.7821,2,1
53.8742,-3.0238,3,1
52.9743,-0.0252,3,1
53.2302,-0.5377,3,1
53.2596,-0.0904,2,1
53.2825,0.1828,3,1
52.8824,-0.7019,2,1
53.4941,-0.322,2,1
53.1396,-0.4144,2,1
53.1173,-0.4085,3,1
53.3866,-0.0163,3,1
52.48,0.5941,3,1
52.6467,0.4895,2,1
52.6727,1.6778,3,1
52.7957,1.4189,2,1
52.6333,1.2804,2,1
53.0954,-0.7883,3,1
53.3465,-0.9044,3,1
52.9865,-1.1341,3,1
53.0339,-1.3128,2,1
51.6868,-1.3804,3,1
51.6318,-1.0683,3,1
51.6803,-1.4244,2,1
52.7255,-1.9453,1,1
52.255,0.7196,3,1
52.0582,1.1572,3,1
52.0617,1.1824,3,1
52.5259,1.7375,3,1
52.4527,1.6038,3,1
52.0336,1.0965,3,1
52.4935,1.7268,2,1
51.3707,-0.3665,3,1
51.443,-0.4737,2,1
51.4229,-0.4472,2,1
51.2577,-0.0827,3,1
51.0808,-0.6662,2,1
51.249,-0.6119,2,1
51.3178,-0.7484,2,1
51.3955,-0.5557,3,1
51.1464,-0.1317,3,1
51.1725,-0.1581,3,1
51.4023,-0.4641,3,1
51.4283,-0.5081,3,1
51.3702,-0.3644,3,1
51.3552,-0.457,3,1
51.2449,-0.5961,2,1
51.3192,-0.2025,3,1
52.2933,-1.5399,3,1
52.3705,-1.2622,3,1
52.2645,-1.5511,3,1
52.2812,-1.5032,2,1
52.2974,-1.8524,2,1
52.2901,-1.5389,3,1
52.3867,-1.3707,3,1
50.8342,-0.3673,3,1
51.0845,-0.0688,3,1
50.8673,-0.5188,3,1
51.0228,-0.1959,1,1
50.8548,-0.7709,2,1
50.8958,-0.1632,2,1
50.9687,-0.4996,2,1
51.0326,-0.1108,3,1
50.7951,-0.6718,2,1
52.1251,-2.3316,3,1
52.0461,-1.8582,3,1
56.1052,-3.7354,3,1
55.9576,-2.9672,3,1
56.0026,-3.9059,3,1
55.9398,-4.74,2,1
55.9926,-5.0396,2,1
55.9044,-3.1465,3,1
55.9591,-3.3004,3,1
55.9567,-3.1878,2,1
55.9428,-4.5576,2,1
55.8952,-3.6773,2,1
56.467,-2.9584,3,1
56.1444,-3.1404,3,1
56.3888,-3.487,2,1
55.8524,-4.1716,3,1
55.8387,-4.2398,3,1
55.883,-4.3661,2,1
52.743,-3.8854,3,1
53.2122,-3.177,3,1
53.171,-3.0867,3,1
53.2111,-3.1311,3,1
51.8778,-4.9458,3,1
51.6777,-4.1704,3,1
51.4351,-3.1881,3,1
51.5308,-3.2183,3,1
51.5864,-3.4316,3,1
51.6518,-3.1956,3,1
51.7692,-3.3269,3,1
52.7474,-3.0915,3,1
51.9452,-3.4013,3,1
54.5408,-1.2907,3,1
53.3899,-2.7404,3,1
53.3936,-2.735,3,1
53.3727,-2.569,3,1
53.8139,-3.0451,2,1
53.8185,-3.052,3,1
53.8054,-0.3292,3,1
53.731,0.0347,2,1
53.5565,-0.0822,3,1
53.5784,-0.6505,3,1
53.9578,-1.0922,3,1
52.9194,-1.4375,3,1
52.9913,-1.1691,3,1
52.9572,-1.1668,3,1
52.9791,-1.1712,3,1
52.9679,-1.154,3,1
52.2531,-2.719,3,1
51.2798,-2.4767,3,1
51.3876,-2.3933,3,1
51.4614,-2.5908,3,1
51.4873,-2.6688,3,1
51.4984,-2.664,3,1
51.3451,-2.9805,3,1
51.6145,-2.4397,3,1
51.4597,-2.4948,3,1
50.4261,-3.5916,2,1
51.5678,-1.8378,2,1
51.5806,-1.7873,3,1
51.5626,-1.7855,2,1
51.5538,-1.7495,3,1
52.5934,-0.2564,3,1
52.5522,-0.3118,3,1
52.5764,-0.2411,3,1
52.5867,-0.2465,3,1
51.8981,-0.4713,3,1
51.5404,0.7051,3,1
51.3778,0.5072,3,1
51.4277,-0.7726,3,1
51.4156,-0.9495,3,1
51.4641,-0.8339,3,1
51.4812,-0.869,2,1
52.0618,-0.8293,3,1
52.1483,-0.704,2,1
52.0599,-0.7427,2,1
50.8445,-0.1182,3,1
50.8358,-0.1823,2,1
50.8232,-0.1599,3,1
