comune_code,comune_name,provincia,2019_total_pop,2021_total_pop,2024_total_pop,2026_total_pop,2019_0-4_male,2019_0-4_female,2019_5-9_male,2019_5-9_female,2019_10-14_male,2019_10-14_female,2019_15-19_male,2019_15-19_female,2019_20-24_male,2019_20-24_female,2019_25-29_male,2019_25-29_female,2019_30-34_male,2019_30-34_female,2019_35-39_male,2019_35-39_female,2019_40-44_male,2019_40-44_female,2019_45-49_male,2019_45-49_female,2019_50-54_male,2019_50-54_female,2019_55-59_male,2019_55-59_female,2019_60-64_male,2019_60-64_female,2019_65-69_male,2019_65-69_female,2019_70-74_male,2019_70-74_female,2019_75-79_male,2019_75-79_female,2019_80-84_male,2019_80-84_female,2019_85-89_male,2019_85-89_female,2019_90-94_male,2019_90-94_female,2019_95-99_male,2019_95-99_female,2019_100+_male,2019_100+_female,2021_0-4_male,2021_0-4_female,2021_5-9_male,2021_5-9_female,2021_10-14_male,2021_10-14_female,2021_15-19_male,2021_15-19_female,2021_20-24_male,2021_20-24_female,2021_25-29_male,2021_25-29_female,2021_30-34_male,2021_30-34_female,2021_35-39_male,2021_35-39_female,2021_40-44_male,2021_40-44_female,2021_45-49_male,2021_45-49_female,2021_50-54_male,2021_50-54_female,2021_55-59_male,2021_55-59_female,2021_60-64_male,2021_60-64_female,2021_65-69_male,2021_65-69_female,2021_70-74_male,2021_70-74_female,2021_75-79_male,2021_75-79_female,2021_80-84_male,2021_80-84_female,2021_85-89_male,2021_85-89_female,2021_90-94_male,2021_90-94_female,2021_95-99_male,2021_95-99_female,2021_100+_male,2021_100+_female,2024_0-4_male,2024_0-4_female,2024_5-9_male,2024_5-9_female,2024_10-14_male,2024_10-14_female,2024_15-19_male,2024_15-19_female,2024_20-24_male,2024_20-24_female,2024_25-29_male,2024_25-29_female,2024_30-34_male,2024_30-34_female,2024_35-39_male,2024_35-39_female,2024_40-44_male,2024_40-44_female,2024_45-49_male,2024_45-49_female,2024_50-54_male,2024_50-54_female,2024_55-59_male,2024_55-59_female,2024_60-64_male,2024_60-64_female,2024_65-69_male,2024_65-69_female,2024_70-74_male,2024_70-74_female,2024_75-79_male,2024_75-79_female,2024_80-84_male,2024_80-84_female,2024_85-89_male,2024_85-89_female,2024_90-94_male,2024_90-94_female,2024_95-99_male,2024_95-99_female,2024_100+_male,2024_100+_female,2026_0-4_male,2026_0-4_female,2026_5-9_male,2026_5-9_female,2026_10-14_male,2026_10-14_female,2026_15-19_male,2026_15-19_female,2026_20-24_male,2026_20-24_female,2026_25-29_male,2026_25-29_female,2026_30-34_male,2026_30-34_female,2026_35-39_male,2026_35-39_female,2026_40-44_male,2026_40-44_female,2026_45-49_male,2026_45-49_female,2026_50-54_male,2026_50-54_female,2026_55-59_male,2026_55-59_female,2026_60-64_male,2026_60-64_female,2026_65-69_male,2026_65-69_female,2026_70-74_male,2026_70-74_female,2026_75-79_male,2026_75-79_female,2026_80-84_male,2026_80-84_female,2026_85-89_male,2026_85-89_female,2026_90-94_male,2026_90-94_female,2026_95-99_male,2026_95-99_female,2026_100+_male,2026_100+_female
3040,Casalino,Novara,2992,3052,3032,3172,0.7019,0.8021,1.3035,1.2032,1.0027,1.2032,1.0695,0.8021,1.0361,0.9358,1.2032,1.1029,1.2032,0.9024,1.6711,1.3369,2.2059,1.8717,2.139,1.7714,1.8717,2.1056,1.9385,2.1725,1.8382,2.1056,2.0722,1.6043,1.2366,1.1029,1.0361,1.2032,0.8021,1.2701,0.5682,0.8356,0.1671,0.5348,0.0,0.0668,25.0668,24.9332,0.6881,1.0157,1.1468,0.9174,1.3106,1.0485,1.1468,1.0157,0.7864,0.7864,1.3434,1.1468,1.2779,1.2779,1.4089,1.3761,2.0315,1.6055,2.097,1.8021,2.0642,1.671,1.9659,2.3919,1.7038,1.9987,1.9004,1.8676,1.671,1.2779,0.8847,1.1468,0.983,1.1468,0.6881,0.8191,0.0655,0.3277,0.0,0.1638,25.1638,24.8689,1.2203,0.6596,0.8905,0.8905,1.4182,1.4182,1.1873,1.2533,1.2203,0.7256,0.9894,0.8575,1.2533,1.3522,1.5172,1.0224,1.8799,1.2863,1.9789,1.781,1.9459,1.748,2.1108,2.3417,2.1108,2.1438,1.5501,2.0778,1.8799,1.3852,1.1214,0.9565,0.7916,0.8245,0.5607,0.8575,0.2309,0.4288,0.0,0.1319,25.8575,24.1425,1.1349,0.599,1.0088,1.1034,1.261,1.1349,1.1665,1.3241,1.198,1.3241,1.0088,0.8197,1.3241,1.261,1.5448,1.5763,1.6393,1.3556,2.0177,1.7654,2.1438,1.6709,2.1438,1.7654,1.8285,2.1122,1.5448,1.9231,1.6393,1.5448,1.5132,1.0404,0.6305,0.8512,0.5359,0.7251,0.2522,0.4098,0.0,0.0946,25.5359,24.5271
3041,Casalvolone,Novara,1724,1744,1724,1776,1.1021,0.9861,1.4501,0.9281,0.9281,1.3341,1.1601,1.5661,1.4501,0.9861,0.9281,1.1021,1.0441,0.9861,1.1601,1.4501,2.0302,2.0882,2.1462,2.1462,2.3782,2.3202,2.6102,1.5081,1.4501,1.3921,0.9281,1.2181,1.2181,1.6821,0.9861,1.2761,0.7541,1.3341,0.58,0.7541,0.058,0.522,0.0,0.058,24.3619,25.6381,1.3188,1.0321,1.1468,0.9748,1.2041,1.2041,0.8601,1.2615,2.1216,1.3188,1.2615,0.9174,0.9174,0.9174,1.1468,1.4908,1.6055,1.8922,2.3509,1.7202,2.3509,2.5803,2.5229,1.7202,1.7775,1.4908,1.2041,1.5482,1.0321,1.0321,0.8601,1.2041,0.8028,1.3188,0.5734,0.9748,0.0,0.344,0.0,0.0,25.0573,24.9427,0.9281,0.522,0.9861,0.8701,1.7401,0.9861,1.1601,1.3341,1.2761,1.3921,1.2181,1.1021,1.1021,1.3341,1.1021,0.8701,1.1601,1.3341,2.3202,1.9722,2.5522,2.3202,2.3202,2.3202,2.7262,1.6241,1.2181,1.4501,0.9281,1.2761,0.9861,1.5661,0.9281,0.9281,0.522,0.8701,0.232,0.464,0.0,0.058,25.406,24.594,1.0135,0.6194,1.3514,0.9009,1.464,1.0135,1.3514,1.295,0.9009,1.4077,1.5766,1.0698,1.4077,1.1261,1.5203,1.0698,1.1824,1.0698,1.8581,2.027,2.1959,1.8581,2.4775,2.3086,2.5901,1.7455,1.5203,1.295,1.0698,1.464,0.9572,1.1824,0.6194,1.0698,0.5068,0.9009,0.3378,0.5068,0.0,0.1689,25.9009,24.0991
3042,Castellazzo Novarese,Novara,638,636,670,662,1.4107,1.0972,2.0376,1.4107,1.0972,1.4107,0.9404,1.5674,0.7837,1.0972,1.2539,0.7837,1.8809,1.0972,1.7241,1.4107,1.8809,2.3511,2.1944,2.6646,2.0376,1.8809,1.7241,0.7837,0.9404,2.1944,1.2539,1.0972,0.627,1.4107,0.7837,1.2539,1.2539,1.0972,0.3135,0.4702,0.0,0.4702,0.0,0.3135,24.1379,25.8621,0.7862,0.7862,2.2013,1.5723,1.5723,1.2579,0.7862,1.5723,1.2579,1.2579,1.4151,0.4717,0.6289,0.9434,1.8868,1.5723,2.2013,1.5723,1.4151,2.673,3.1447,2.044,1.7296,1.5723,1.5723,2.2013,0.7862,1.5723,0.7862,0.9434,0.3145,1.2579,1.2579,1.4151,0.3145,0.4717,0.3145,0.4717,0.0,0.0,24.3711,25.6289,1.194,1.0448,1.791,1.194,2.0896,1.4925,1.6418,1.791,1.0448,1.194,0.8955,1.0448,1.4925,1.3433,1.6418,1.0448,1.194,0.8955,1.791,2.5373,2.5373,2.6866,2.2388,1.791,1.9403,1.194,0.8955,1.9403,0.8955,0.597,0.4478,1.194,0.597,0.7463,0.597,0.7463,0.1493,0.2985,0.0,0.1493,25.0746,24.9254,0.6042,0.9063,1.0574,1.5106,2.4169,1.6616,1.3595,1.5106,1.3595,1.6616,1.2085,1.5106,1.0574,0.3021,1.0574,1.0574,1.8127,1.8127,2.1148,1.5106,1.8127,1.8127,3.0211,2.2659,2.1148,1.5106,1.2085,1.8127,0.7553,1.3595,0.6042,0.7553,0.3021,0.7553,0.7553,0.9063,0.1511,0.3021,0.1511,0.1511,24.9245,25.0755
3043,Castelletto sopra Ticino,Novara,19484,19640,19680,19668,0.9187,1.0419,1.1189,1.1548,1.2882,1.355,1.1086,1.2677,1.2266,1.0316,1.2215,1.1907,1.124,1.278,1.4987,1.4987,1.8939,1.9708,2.2839,2.2942,2.2531,2.0684,1.8785,1.7758,1.4371,1.6064,1.3293,1.4935,1.242,1.4987,1.0265,1.2164,0.7288,1.0521,0.3541,0.7339,0.1129,0.349,0.0103,0.0616,24.0556,25.9495,0.9012,0.947,1.0642,1.1151,1.2118,1.2933,1.2322,1.3646,1.2627,1.0896,1.2169,1.0642,1.2373,1.278,1.3951,1.4969,1.7057,1.7312,2.1741,2.1589,2.2301,2.2098,2.0061,1.9654,1.5377,1.609,1.2831,1.5173,1.4104,1.5682,0.9725,1.1202,0.7587,1.1914,0.4124,0.7128,0.0815,0.336,0.0305,0.0967,24.1242,25.8859,0.8486,0.8384,0.9604,1.0671,1.2093,1.0722,1.2602,1.2652,1.0874,1.2398,1.3008,1.128,1.4177,1.2093,1.1839,1.4278,1.6362,1.5447,1.8191,2.0325,2.2205,2.2358,2.2154,2.0783,1.9715,1.7683,1.3872,1.5295,1.2449,1.4583,1.1484,1.4634,0.8028,1.062,0.4472,0.7774,0.1423,0.3811,0.0152,0.0965,24.3191,25.686,0.7677,0.7728,0.966,0.966,1.1287,1.1084,1.2304,1.205,1.2558,1.2965,1.2914,1.205,1.3423,1.2253,1.3525,1.3474,1.5355,1.5609,1.7287,1.8863,2.1456,2.1354,2.166,2.166,2.0134,1.9422,1.4948,1.5965,1.2406,1.4338,1.266,1.4897,0.7423,0.961,0.4678,0.8898,0.2135,0.3457,0.0153,0.0864,24.3746,25.6406
3044,Cavaglietto,Novara,762,772,770,774,0.5249,0.2625,1.1811,0.9186,1.5748,1.0499,0.9186,1.5748,1.5748,1.0499,1.1811,1.1811,0.9186,0.7874,0.3937,1.0499,2.0997,2.0997,2.7559,2.0997,1.9685,1.706,2.0997,1.5748,1.1811,1.1811,2.0997,2.231,2.8871,1.5748,0.7874,1.706,0.7874,1.1811,0.6562,0.6562,0.3937,0.1312,0.0,0.0,25.9843,24.0157,0.5181,0.2591,1.5544,0.6477,1.0363,0.9067,1.2953,1.2953,1.6839,1.2953,0.6477,1.2953,1.2953,0.7772,0.6477,1.0363,1.5544,1.5544,2.8497,2.3316,1.943,1.6839,2.2021,1.6839,1.1658,1.5544,1.5544,1.8135,2.7202,1.5544,1.4249,1.8135,0.9067,1.5544,0.5181,0.7772,0.3886,0.2591,0.0,0.0,25.9067,24.0933,0.2597,0.9091,0.3896,0.1299,1.4286,0.9091,1.9481,1.2987,0.9091,1.4286,1.1688,1.1688,0.7792,1.1688,1.2987,1.1688,0.7792,1.4286,2.5974,1.8182,2.8571,2.2078,1.4286,1.4286,2.3377,1.8182,0.7792,1.2987,1.9481,1.8182,2.8571,1.4286,0.6494,1.2987,0.6494,1.1688,0.3896,0.5195,0.1299,0.0,25.5844,24.4156,0.2584,0.7752,0.3876,0.5168,1.4212,0.646,1.292,1.0336,1.292,1.5504,1.292,1.292,0.7752,1.1628,1.4212,1.292,1.0336,1.4212,1.8088,1.4212,3.23,2.4548,1.6796,1.938,2.1964,1.4212,1.4212,1.5504,1.1628,1.6796,2.584,1.4212,1.292,1.1628,0.3876,1.292,0.3876,0.3876,0.2584,0.0,25.5814,24.4186
3045,Cavaglio d'Agogna,Novara,2340,2344,2274,2286,1.1538,0.7692,1.0256,1.3248,0.641,0.812,0.7692,0.5556,0.9829,0.4701,1.2821,1.1966,1.0684,1.3248,1.3248,1.3248,2.265,1.9231,2.0513,1.7949,2.0085,1.8376,1.8376,1.9658,1.9658,1.7949,2.3077,2.0513,1.3675,1.7521,1.2393,1.8376,0.8547,1.1966,0.3846,0.5983,0.2137,0.3419,0.0855,0.2991,24.8291,25.1709,1.2372,0.6826,1.1092,0.9386,0.5546,1.0666,0.8106,0.6399,0.9812,0.5973,1.1945,0.9812,0.9812,1.4505,1.1519,1.0239,1.6638,1.7918,2.4317,2.1331,1.7918,1.7065,1.9625,2.0904,1.7491,1.8345,2.5171,1.8345,1.7491,2.3038,1.1945,1.4078,0.8959,1.3652,0.5119,0.8959,0.0853,0.2986,0.0853,0.2133,24.6587,25.4266,0.7916,0.6596,1.0994,0.6596,0.8355,1.2753,0.6596,0.7916,1.1873,0.6596,1.0554,0.8795,1.2753,0.9235,0.8795,1.3632,1.2313,1.2313,2.1988,2.1988,2.2427,1.9349,2.1108,2.0668,1.847,1.9789,1.759,1.847,2.3747,2.0668,1.1873,1.8909,1.0554,1.6271,0.5277,0.9675,0.1759,0.2639,0.088,0.088,24.5822,25.4617,0.7437,0.7874,1.0936,0.6124,0.9624,0.9186,0.7437,1.1374,1.1811,0.8311,1.0061,0.9624,1.4436,0.8311,1.1811,1.1811,1.1811,1.0936,1.4873,1.8373,2.4059,2.0122,1.6623,2.056,1.9685,2.3622,1.9685,2.0122,1.9248,1.8373,1.7498,2.231,1.0061,1.1811,0.4374,1.0499,0.2187,0.5249,0.0875,0.0437,24.4532,25.5906
3047,Cavallirio,Novara,2680,2604,2544,2580,1.1194,1.1567,1.791,1.1567,1.3806,0.8209,1.1567,1.4179,1.1567,0.7463,0.9701,1.306,1.2313,1.306,1.7537,1.791,1.9403,1.8284,1.8657,1.791,1.7164,2.1642,2.3134,2.0149,1.5672,1.5672,1.5672,1.5299,1.4179,1.2313,0.9701,1.1567,0.5597,1.0075,0.3358,0.5597,0.2612,0.2239,0.0,0.1493,25.0746,24.9254,0.8833,1.1137,1.6513,1.1137,1.3441,1.1521,1.3057,1.1137,1.1137,1.2289,1.1137,0.9601,1.1521,1.5361,1.5745,1.3441,1.7281,1.8433,1.6897,1.6129,2.0353,2.3041,2.0737,1.8817,1.5361,1.8817,1.9969,1.6897,1.3441,1.4209,1.0753,0.9217,0.5376,1.1521,0.3072,0.6144,0.2304,0.192,0.0768,0.1536,24.7696,25.2304,0.8255,0.8255,0.9434,1.1006,1.7296,1.2186,1.3758,0.7075,0.9827,1.3365,1.1399,0.9041,1.1792,1.4937,1.6903,1.2579,1.6116,1.8475,2.044,1.8082,1.7296,1.9654,1.7296,2.2406,2.5157,1.8475,1.533,1.6903,1.4937,1.4151,1.2972,1.1792,0.6682,0.9827,0.4324,0.7862,0.1572,0.2358,0.0,0.0786,25.0786,24.9214,0.6977,0.8915,0.8915,1.0465,1.6279,1.0465,1.3953,0.969,1.2403,1.0853,0.9302,1.2403,1.3953,1.124,1.3953,1.5891,1.7442,1.2791,1.8992,2.1318,1.7054,1.7829,2.2093,2.1318,2.1705,1.8992,1.5891,1.8992,1.7054,1.5504,1.3178,1.2791,0.6202,0.814,0.3488,0.8527,0.155,0.2713,0.0,0.0775,25.0388,24.9612
3049,Cerano,Novara,13362,13290,13550,13990,1.0852,1.0103,1.175,1.1974,1.145,1.2124,1.1899,1.1001,1.1226,1.16,1.2648,1.0702,1.1301,1.1899,1.4818,1.5043,1.9683,1.7138,2.32,1.8934,1.9982,1.9982,1.841,1.8485,1.5342,1.5417,1.6839,1.8111,1.3097,1.4968,0.9654,1.2498,0.7409,1.175,0.3218,0.8831,0.1721,0.3293,0.0299,0.1197,24.4799,25.5351,0.9782,1.1061,1.2415,1.1287,1.2039,1.3168,1.1136,1.0384,1.091,1.2491,1.2265,1.0685,1.1889,1.1512,1.3619,1.4372,1.7908,1.5199,2.2724,1.8661,1.9865,2.009,1.9865,1.8661,1.6102,1.6403,1.6328,1.7005,1.5049,1.7908,0.8653,1.076,0.8202,1.2039,0.3687,0.8728,0.1354,0.3687,0.0602,0.1354,24.4394,25.5756,0.9077,0.9889,1.3801,1.2546,1.3137,1.2399,1.1808,1.3506,1.2325,1.1661,1.0701,1.1513,1.3358,1.0996,1.3432,1.3875,1.6089,1.5351,1.8967,1.631,2.2804,1.8819,1.8893,1.8303,1.7417,1.8524,1.4539,1.5498,1.4982,1.69,1.1144,1.3948,0.7306,0.9889,0.4797,0.8192,0.155,0.428,0.0221,0.0664,24.6642,25.3948,0.9793,0.9435,1.2152,1.2795,1.4439,1.2437,1.208,1.3009,1.3152,1.1079,1.258,1.3295,1.3009,1.1937,1.2938,1.3224,1.4796,1.5654,1.8942,1.5368,2.2159,1.7941,1.9085,1.9228,1.7941,1.7513,1.4224,1.5511,1.3867,1.4939,1.2795,1.6154,0.6362,0.8935,0.5361,0.822,0.143,0.4932,0.0286,0.0572,24.7534,25.2895
3051,Colazza,Novara,910,1028,1082,1106,1.2088,0.989,0.989,0.6593,0.5495,0.8791,1.0989,0.7692,0.5495,1.3187,0.989,1.0989,1.3187,1.3187,1.7582,1.0989,0.989,1.7582,2.0879,2.3077,2.8571,1.978,1.6484,1.7582,2.0879,1.3187,1.978,2.3077,2.0879,2.0879,0.8791,1.2088,1.2088,1.2088,0.0,0.989,0.0,0.4396,0.0,0.0,24.2857,25.9341,1.1673,0.8755,1.07,0.7782,0.9728,0.9728,0.7782,0.4864,1.2646,1.8482,1.07,0.8755,1.2646,1.1673,1.2646,1.2646,1.07,2.0428,2.3346,2.0428,2.821,1.8482,1.9455,2.1401,2.2374,1.07,2.1401,1.3619,1.5564,2.0428,0.6809,1.4591,1.4591,1.1673,0.1946,0.7782,0.0,0.4864,0.0,0.0,25.2918,24.7082,1.0166,0.4621,1.2015,0.9242,1.5712,0.647,0.647,1.1091,1.0166,0.9242,1.2015,1.2015,1.3863,1.3863,1.0166,1.0166,1.9409,1.2015,1.2015,2.2181,2.4954,2.0333,2.5878,2.0333,1.9409,1.5712,2.4954,1.1091,1.4787,1.9409,1.756,1.2939,0.8318,1.1091,0.8318,0.647,0.0,0.4621,0.0,0.0924,26.6174,23.3826,0.9946,0.6329,0.8137,0.9042,1.1754,0.8137,1.2658,0.9946,1.085,0.4521,1.1754,1.9892,1.5371,1.1754,1.4467,1.1754,1.4467,1.6275,1.085,2.17,2.17,1.8987,2.5316,2.17,1.8987,1.7179,1.9892,1.1754,1.8987,1.1754,1.4467,1.8083,0.8137,1.1754,0.7233,0.9946,0.0904,0.2712,0.0,0.0904,25.5877,24.4123
3052,Comignago,Novara,2510,2444,2500,2528,0.7171,0.757,1.2351,1.2749,1.5139,1.0359,1.2749,1.1155,1.8725,0.9562,0.996,1.3546,1.1952,1.0757,1.4343,1.5936,1.5936,1.4741,2.0319,2.749,2.3506,2.3506,1.992,1.9124,1.7928,1.992,1.6733,1.4343,1.3147,1.0757,0.996,0.996,0.6375,0.7968,0.239,0.6375,0.1594,0.1594,0.0398,0.1992,25.0598,24.9402,0.8592,0.5319,1.2275,1.1047,1.5548,1.1457,1.0229,1.1457,1.3912,0.7774,1.1457,1.0638,1.1047,1.1457,1.6776,1.5139,1.3912,1.7594,1.964,2.1686,2.2913,2.5777,2.2095,2.2913,1.7594,1.8412,1.7185,1.9231,1.6367,1.1866,0.8592,0.7774,0.9002,1.1457,0.2455,0.4501,0.0818,0.2046,0.0818,0.1227,25.1227,24.8773,0.76,0.28,0.84,0.52,1.4,1.32,2.0,0.92,1.76,1.0,1.84,0.8,1.32,1.2,1.24,1.2,1.64,1.84,1.64,1.36,2.0,2.64,2.0,2.32,2.04,2.12,1.8,1.92,1.6,1.32,1.16,1.04,0.72,0.84,0.36,0.76,0.12,0.36,0.0,0.0,26.24,23.76,0.7911,0.2769,1.0285,0.5934,1.3449,1.1472,1.4241,1.1076,1.6614,1.1867,1.9383,0.6329,1.3845,1.3054,1.3845,1.1867,1.6218,1.5032,1.4636,1.7009,1.7009,1.8592,2.0965,2.4921,2.1361,2.413,1.7009,1.5823,1.6218,1.6614,1.4241,1.1076,0.6725,0.7516,0.5934,0.9889,0.1582,0.3165,0.0,0.0396,26.1472,23.8528
3055,Cressa,Novara,3202,3238,3126,3118,1.5615,0.7808,1.3741,1.3429,1.218,1.2804,1.2492,1.0618,0.9057,0.812,0.7808,0.9681,1.0931,1.1243,1.4366,1.4991,2.4672,2.03,2.2174,2.0612,1.9675,1.9051,1.9051,1.5615,1.218,1.9051,1.5615,1.7177,1.4054,1.3117,0.5934,1.4366,0.6871,1.3117,0.4685,0.9057,0.1874,0.6246,0.0,0.0625,24.2973,25.7027,1.05,0.6794,1.575,0.9883,1.328,1.3897,1.3897,1.2662,1.0191,0.803,0.7721,1.05,1.1427,1.0191,1.1736,1.4206,2.1001,1.8221,1.9456,2.1001,1.9456,2.1001,2.4398,1.6368,1.4515,1.8221,1.328,1.8221,1.7912,1.575,0.525,1.0191,0.6177,1.4824,0.6485,0.9883,0.1853,0.4941,0.0,0.0926,24.4287,25.5713,0.6398,0.3839,1.5675,0.5438,1.3116,1.2156,1.4715,1.5995,1.3436,1.2156,0.9597,1.1516,0.8637,0.7997,1.2156,1.2156,1.3436,1.5675,2.3353,2.1433,2.3353,2.0793,1.9514,2.1113,2.0793,1.7274,1.1836,1.8874,1.5035,1.5995,1.3436,1.2796,0.4159,1.2156,0.5438,1.0237,0.2239,0.4479,0.0,0.128,24.6321,25.3999,0.4811,0.3528,1.1225,0.6414,1.4753,0.8659,1.3149,1.5074,1.6677,1.5074,1.1546,1.1867,0.6094,0.9942,1.2187,0.9942,1.4753,1.4432,1.796,1.8922,1.9564,2.1167,1.9885,2.4375,2.5337,1.6998,1.3791,1.8922,1.2829,1.796,1.6998,1.5715,0.5131,0.9942,0.3207,1.0263,0.3207,0.5773,0.0321,0.1283,24.3425,25.6895
3058,Cureggio,Novara,5218,5174,5148,5238,1.0924,0.8624,0.8432,1.2457,1.0924,1.4373,1.399,1.1307,1.0349,1.2074,1.054,1.3607,1.3607,1.1882,1.7631,1.9931,1.8398,1.9164,1.9739,1.8015,2.1081,2.1656,2.1273,1.629,1.4373,1.7056,1.5523,1.514,1.2265,1.5715,0.9007,1.0924,0.6708,0.9199,0.3833,0.9391,0.1342,0.1916,0.0192,0.115,24.013,25.987,1.0823,0.7924,0.9664,1.179,1.1983,1.3143,1.0244,1.2756,1.1403,1.1403,1.1983,1.2563,0.947,1.2176,1.6235,1.7974,1.7974,1.9327,1.9521,2.0294,2.3193,1.8748,2.3,2.0294,1.6428,1.7201,1.4689,1.3722,1.2949,1.7974,0.8311,0.947,0.6571,1.1596,0.4059,0.6958,0.1739,0.3479,0.0,0.0966,24.024,25.976,0.9324,0.641,1.2626,0.7382,1.049,1.3209,1.1072,1.4569,1.3986,0.9907,0.9713,1.1267,1.1655,1.3792,1.3986,1.4957,1.6706,2.1368,1.8065,2.0396,2.1562,1.7288,2.1368,2.2145,2.0008,1.7483,1.4569,1.6123,1.418,1.4763,1.0101,1.4763,0.6022,0.9713,0.3691,0.8353,0.1748,0.4468,0.0389,0.0194,24.1259,25.8936,0.7446,0.7827,1.2218,0.7637,1.0882,1.1837,1.26,1.3555,1.1455,1.2027,1.26,1.1455,1.2982,1.2218,1.1073,1.5464,1.6418,1.8709,1.8519,2.0237,1.9282,1.7946,2.3482,1.9282,2.1573,2.1191,1.5273,1.6991,1.3173,1.2982,1.1073,1.5846,0.6682,0.8973,0.3818,0.84,0.1909,0.3436,0.0191,0.0955,24.265,25.7732
3060,Divignano,Novara,2772,2800,2890,2856,0.6494,0.7215,1.443,1.2987,1.2987,1.6234,1.0823,1.0101,1.5152,0.7937,1.0101,1.2626,1.4069,1.4791,1.443,1.4069,2.1645,1.9481,2.5253,2.2727,2.0924,2.4531,1.4791,1.5152,1.2987,1.6595,1.8398,1.7677,1.0823,1.7677,0.8297,1.1905,0.9019,0.7576,0.2165,0.4329,0.0722,0.1443,0.0361,0.1082,24.3867,25.6133,0.7143,0.8929,1.1071,0.8929,1.3929,1.6071,1.0714,1.1429,1.4643,1.0357,0.9286,1.3571,1.3929,0.9643,1.7143,1.4643,1.5357,1.5,2.7143,2.1429,2.2857,2.1071,1.8214,2.1429,1.2143,1.6429,1.6071,2.0,1.5357,1.7143,0.8214,1.2857,0.75,0.7857,0.25,0.5357,0.1429,0.1429,0.0714,0.1071,24.5357,25.4643,1.1419,0.7266,0.7958,0.9689,1.3841,1.1765,1.2111,1.4533,1.2111,1.2803,1.5225,0.8304,0.9689,1.3495,1.6955,1.4533,1.3841,1.4187,2.1453,2.0069,2.5952,2.0415,2.1453,2.4221,1.4533,1.4533,1.1419,1.5917,1.7993,1.6955,0.9343,1.4187,0.519,1.0381,0.692,0.5536,0.0692,0.2422,0.0346,0.0346,24.8443,25.1557,0.8403,0.5952,1.1204,0.9804,1.2955,0.9104,1.1905,1.4006,1.1905,1.3655,1.6457,1.1204,0.8754,1.2605,1.4706,1.0504,1.9258,1.2255,1.5056,1.7507,2.7661,1.9958,2.1709,2.3109,1.8908,1.9958,1.2955,1.5406,1.3655,1.8557,1.3305,1.5056,0.6303,1.0504,0.4902,0.5952,0.1751,0.2451,0.035,0.035,25.2101,24.7899
3062,Dormelletto,Novara,5056,5122,5014,5112,0.6725,0.8505,0.8505,0.8703,1.1274,1.246,1.2065,0.9296,1.1274,1.1669,0.7516,0.9296,1.0087,0.9296,1.3647,1.4043,1.6812,1.879,2.3141,1.9185,1.9778,2.0372,1.7009,2.1361,1.5823,1.5229,1.4438,2.057,1.6021,1.9976,1.3449,1.7998,1.1867,1.0878,0.3956,0.9494,0.1384,0.5142,0.0593,0.2176,23.5364,26.4834,0.7419,0.7809,0.9176,0.859,0.859,1.0933,1.3862,0.9567,1.1519,1.1128,0.9567,1.0738,1.0348,0.9371,1.1128,1.23,1.7766,1.7766,2.1866,2.0695,2.1476,1.8157,1.9719,2.4014,1.5228,1.5814,1.3276,1.679,1.5228,2.2062,1.4057,1.679,1.1324,1.4447,0.3514,0.8005,0.1757,0.6248,0.039,0.1562,23.7212,26.2788,0.5185,0.5385,0.8975,1.1368,0.9972,0.9972,1.1169,1.1169,1.3562,0.9972,0.9972,1.0172,1.0371,1.1568,1.2365,0.9174,1.3562,1.2565,1.9944,2.0742,2.4531,2.134,2.1939,2.134,1.775,2.0144,1.5158,1.4958,1.3163,1.7152,1.3761,1.8748,0.9972,1.7351,0.8177,0.8177,0.1197,0.5584,0.0199,0.2194,24.0925,25.9075,0.5673,0.5673,0.8803,0.8803,1.0563,0.9977,0.9977,1.1737,1.5258,1.2128,1.1737,1.2128,1.1346,1.2324,1.0563,0.9585,1.1933,1.0759,2.0736,1.9757,2.1127,1.9953,2.2105,2.0149,2.0149,2.3865,1.3693,1.5258,1.2324,1.4867,1.3889,1.9757,1.0172,1.6432,0.6651,1.115,0.2152,0.3912,0.0391,0.2543,23.9241,26.0759
